Orthogroup	sacCer_protein	BG2_protein
OG0002920	NP_010072.1	QNG15288.1
OG0002921	NP_010073.2	QNG15289.1
OG0002922	NP_010074.1	QNG15290.1
OG0002923	NP_010075.1	QNG15291.1
OG0002924	NP_010076.1	QNG15292.1
OG0002925	NP_010078.1	QNG15293.1
OG0002926	NP_010079.1	QNG15294.1
OG0002927	NP_010080.1	QNG15295.1
OG0002928	NP_010081.2	QNG15296.1
OG0002929	NP_010083.1	QNG15297.1
OG0002930	NP_009684.1	QNG15298.1
OG0002931	NP_009683.1	QNG15299.1
OG0002932	NP_009680.2	QNG15300.1
OG0002933	NP_009681.3	QNG15301.1
OG0002934	NP_014334.3	QNG15304.1
OG0002935	NP_014335.1	QNG15305.1
OG0002936	NP_014336.1	QNG15306.1
OG0002937	NP_014337.3	QNG15307.1
OG0002938	NP_014338.3	QNG15308.1
OG0002939	NP_014339.1	QNG15309.1
OG0002940	NP_014342.3	QNG15311.1
OG0002941	NP_014329.1	QNG15314.1
OG0002942	NP_014328.3	QNG15315.1
OG0002943	NP_014327.1	QNG15316.1
OG0002944	NP_014326.1	QNG15317.1
OG0002945	NP_014324.3	QNG15318.1
OG0002946	NP_014323.1	QNG15319.1
OG0002947	NP_014322.1	QNG15320.1
OG0002948	NP_014321.3	QNG15321.1
OG0002949	NP_011415.1	QNG15322.1
OG0002950	NP_011414.1	QNG15323.1
OG0002951	NP_011412.1	QNG15324.1
OG0002952	NP_011410.1	QNG15325.1
OG0002953	NP_012831.1	QNG15326.1
OG0002954	NP_010731.3	QNG15328.1
OG0002955	NP_010728.1	QNG15330.1
OG0002956	NP_010727.1	QNG15332.1
OG0002957	NP_013695.2	QNG15333.1
OG0002958	NP_010725.3	QNG15334.1
OG0002959	NP_011945.1	QNG15335.1
OG0002960	NP_011944.2	QNG15336.1
OG0002961	NP_011943.2	QNG15337.1
OG0002962	NP_011942.1	QNG15339.1
OG0002963	NP_011941.1	QNG15340.1
OG0002964	NP_011940.1	QNG15341.1
OG0002965	NP_058135.1	QNG15342.1
OG0002966	NP_011939.2	QNG15343.1
OG0002967	NP_011938.1	QNG15344.1
OG0002968	NP_011934.1	QNG15345.1
OG0002969	NP_011932.2	QNG15347.1
OG0002970	NP_010597.3	QNG15348.1
OG0002971	NP_010596.1	QNG15349.1
OG0002972	NP_010595.1	QNG15350.1
OG0002973	NP_015125.1	QNG15351.1
OG0002974	NP_010594.3	QNG15352.1
OG0002975	NP_010593.3	QNG15353.1
OG0002976	NP_013102.1	QNG15354.1
OG0002977	NP_012536.2	QNG15356.1
OG0002978	NP_014224.2	QNG15358.1
OG0002979	NP_014223.2	QNG15359.1
OG0002980	NP_014222.2	QNG15360.1
OG0002981	NP_014221.3	QNG15361.1
OG0002982	NP_014219.1	QNG15362.1
OG0002983	NP_014218.2	QNG15363.1
OG0002984	NP_014217.1	QNG15364.1
OG0002985	NP_014216.1	QNG15365.1
OG0002986	NP_014214.1	QNG15366.1
OG0002987	NP_014213.2	QNG15367.1
OG0002988	NP_014212.1	QNG15369.1
OG0002989	NP_014210.1	QNG15371.1
OG0002990	NP_014208.1	QNG15373.1
OG0002991	NP_014207.2	QNG15374.1
OG0002992	NP_014206.2	QNG15375.1
OG0002993	NP_014204.2	QNG15376.1
OG0002994	NP_014572.1	QNG15377.1
OG0002995	NP_013714.1	QNG15380.1
OG0002996	NP_013715.1	QNG15382.1
OG0002997	NP_013717.1	QNG15383.1
OG0002998	NP_013718.1	QNG15384.1
OG0002999	NP_013669.1	QNG15387.1
OG0003000	NP_013671.1	QNG15388.1
OG0003001	NP_013670.1	QNG15389.1
OG0003002	NP_010864.3	QNG15390.1
OG0003003	NP_010863.1	QNG15391.1
OG0003005	NP_012707.1	QNG15399.1
OG0003006	NP_012708.1	QNG15400.1
OG0003007	NP_012709.1	QNG15401.1
OG0003008	NP_012710.1	QNG15402.1
OG0003009	NP_012712.1	QNG15403.1
OG0003010	NP_012713.1	QNG15405.1
OG0003011	NP_012715.3	QNG15407.1
OG0003012	NP_012606.3	QNG15408.1
OG0003013	NP_012716.1	QNG15409.1
OG0003014	NP_012717.1	QNG15410.1
OG0003015	NP_012718.1	QNG15411.1
OG0003016	NP_015064.1	QNG15413.1
OG0003017	NP_012341.1	QNG15415.1
OG0003018	NP_012342.1	QNG15416.1
OG0003019	NP_012343.1	QNG15417.1
OG0003020	NP_012348.1	QNG15419.1
OG0003021	NP_011728.3	QNG15421.1
OG0003022	NP_011727.3	QNG15422.1
OG0003023	NP_011726.1	QNG15423.1
OG0003024	NP_011724.1	QNG15425.1
OG0003025	NP_011723.1	QNG15426.1
OG0003026	NP_011722.3	QNG15427.1
OG0003027	NP_011721.3	QNG15428.1
OG0003028	NP_011719.1	QNG15430.1
OG0003029	NP_011716.3	QNG15431.1
OG0003030	NP_011715.1	QNG15432.1
OG0003031	NP_011714.3	QNG15433.1
OG0003032	NP_011598.3	QNG15434.1
OG0003033	NP_011597.1	QNG15435.1
OG0003034	NP_011596.1	QNG15436.1
OG0003035	NP_011595.3	QNG15437.1
OG0003036	NP_011594.3	QNG15438.1
OG0003037	NP_011593.1	QNG15439.1
OG0003038	NP_011592.3	QNG15440.1
OG0003039	NP_014568.1	QNG15441.1
OG0003040	NP_011591.1	QNG15442.1
OG0003041	NP_011590.1	QNG15443.1
OG0003042	NP_011589.3	QNG15444.1
OG0003043	NP_011588.3	QNG15445.1
OG0003044	NP_011586.1	QNG15446.1
OG0003045	NP_010236.1	QNG15447.1
OG0003046	NP_010237.1	QNG15448.1
OG0003047	NP_010238.1	QNG15449.1
OG0003048	NP_010239.1	QNG15450.1
OG0003049	NP_010240.1	QNG15451.1
OG0003050	NP_010241.1	QNG15452.1
OG0003051	NP_010248.1	QNG15454.1
OG0003052	NP_010249.1	QNG15455.1
OG0003053	NP_010251.1	QNG15456.1
OG0003054	NP_010253.2	QNG15457.1
OG0003055	NP_010254.1	QNG15458.1
OG0003056	NP_010255.1	QNG15459.1
OG0003057	NP_010256.2	QNG15460.1
OG0003058	NP_010257.1	QNG15461.1
OG0003059	NP_010259.1	QNG15462.1
OG0003060	NP_010264.3	QNG15465.1
OG0003061	NP_010266.1	QNG15468.1
OG0003062	NP_010267.3	QNG15469.1
OG0003063	NP_010269.1	QNG15470.1
OG0003064	NP_010270.1	QNG15471.1
OG0003065	NP_010271.3	QNG15472.1
OG0003066	NP_011062.1	QNG15474.1
OG0003067	NP_011063.3	QNG15475.1
OG0003068	NP_009528.1	QNG15476.1
OG0003069	NP_009529.1	QNG15477.1
OG0003070	NP_011060.1	QNG15479.1
OG0003071	NP_011059.3	QNG15480.1
OG0003072	NP_011056.1	QNG15483.1
OG0003073	NP_011054.3	QNG15485.1
OG0003074	NP_011053.1	QNG15486.1
OG0003075	NP_011052.1	QNG15487.1
OG0003076	NP_011051.3	QNG15488.1
OG0003077	NP_011050.3	QNG15489.1
OG0003078	NP_011049.2	QNG15490.1
OG0003079	NP_015348.1	QNG15491.1
OG0003080	NP_015347.1	QNG15492.1
OG0003081	NP_015346.1	QNG15493.1
OG0003082	NP_011344.1	QNG15494.1
OG0003083	NP_015345.1	QNG15495.1
OG0003084	NP_015344.1	QNG15496.1
OG0003085	NP_015343.1	QNG15497.1
OG0003086	NP_015342.1	QNG15498.1
OG0003087	NP_015341.1	QNG15499.1
OG0003088	NP_011852.1	QNG15501.1
OG0003089	NP_011853.1	QNG15502.1
OG0003090	NP_011854.1	QNG15503.1
OG0003092	NP_011855.1	QNG15506.1
OG0003093	NP_011857.2	QNG15508.1
OG0003094	NP_011859.1	QNG15509.1
OG0003095	NP_011861.1	QNG15511.1
OG0003096	NP_012918.1	QNG15512.1
OG0003097	NP_012924.2	QNG15514.1
OG0003098	NP_011863.1	QNG15515.1
OG0003099	NP_011864.1	QNG15516.1
OG0003100	NP_011865.1	QNG15517.1
OG0003101	NP_012898.1	QNG15518.1
OG0003102	NP_011867.1	QNG15519.1
OG0003103	NP_013785.1	QNG15520.1
OG0003104	NP_013786.1	QNG15521.1
OG0003105	NP_013787.1	QNG15522.1
OG0003106	NP_013788.1	QNG15523.1
OG0003107	NP_013789.1	QNG15524.1
OG0003108	NP_013790.1	QNG15525.1
OG0003109	NP_011849.1	QNG15526.1
OG0003110	NP_011848.1	QNG15527.1
OG0003111	NP_011847.1	QNG15528.1
OG0003112	NP_011845.1	QNG15530.1
OG0003113	NP_011844.1	QNG15531.1
OG0003114	NP_011843.1	QNG15533.1
OG0003115	NP_013817.1	QNG15534.1
OG0003116	NP_013818.1	QNG15535.1
OG0003117	NP_013819.1	QNG15536.1
OG0003118	NP_013824.1	QNG15540.1
OG0003119	NP_013825.1	QNG15541.1
OG0003120	NP_013826.1	QNG15542.1
OG0003121	NP_013828.1	QNG15544.1
OG0003122	NP_013830.1	QNG15545.1
OG0003123	NP_013832.1	QNG15547.1
OG0003124	NP_013835.1	QNG15549.1
OG0003125	NP_013837.1	QNG15550.1
OG0003126	NP_061493.1	QNG15551.1
OG0003127	NP_013842.1	QNG15552.1
OG0003128	NP_013844.2	QNG15554.1
OG0003129	NP_013845.1	QNG15555.1
OG0003130	NP_013846.1	QNG15556.1
OG0003131	NP_013847.1	QNG15557.1
OG0003132	NP_013848.1	QNG15558.1
OG0003133	NP_013849.1	QNG15559.1
OG0003134	NP_013850.1	QNG15560.1
OG0003135	NP_013851.1	QNG15561.1
OG0003136	NP_013852.1	QNG15562.1
OG0003137	NP_013853.1	QNG15563.1
OG0003138	NP_013854.1	QNG15564.1
OG0003139	NP_011542.3	QNG15565.1
OG0003140	NP_011544.1	QNG15566.1
OG0003141	NP_011545.1	QNG15567.1
OG0003142	NP_011547.3	QNG15569.1
OG0003143	NP_011550.3	QNG15570.1
OG0003144	NP_011551.3	QNG15571.1
OG0003145	NP_011554.3	QNG15573.1
OG0003146	NP_011556.1	QNG15575.1
OG0003147	NP_011558.1	QNG15577.1
OG0003148	NP_011563.1	QNG15578.1
OG0003149	NP_011566.1	QNG15579.1
OG0003150	NP_011567.3	QNG15580.1
OG0003151	NP_011568.3	QNG15581.1
OG0003152	NP_011571.4	QNG15584.1
OG0003153	NP_011572.2	QNG15585.1
OG0003154	NP_011574.3	QNG15587.1
OG0003155	NP_011575.1	QNG15588.1
OG0003156	NP_011576.1	QNG15589.1
OG0003157	NP_011577.3	QNG15590.1
OG0003158	NP_011581.4	QNG15594.1
OG0003159	NP_011582.1	QNG15595.1
OG0003160	NP_014188.1	QNG15600.1
OG0003161	NP_014187.1	QNG15601.1
OG0003162	NP_014186.1	QNG15602.1
OG0003163	NP_014185.1	QNG15603.1
OG0003164	NP_010048.1	QNG15604.1
OG0003165	NP_014184.1	QNG15605.1
OG0003166	NP_014183.1	QNG15606.1
OG0003167	NP_014182.1	QNG15607.1
OG0003168	NP_010046.1	QNG15608.1
OG0003169	NP_014181.1	QNG15609.1
OG0003170	NP_014180.1	QNG15610.1
OG0003171	NP_014179.1	QNG15611.1
OG0003172	NP_014178.1	QNG15612.1
OG0003173	NP_014177.1	QNG15613.1
OG0003174	NP_015349.1	QNG15614.1
OG0003175	NP_015350.1	QNG15615.1
OG0003176	NP_015351.1	QNG15616.1
OG0003177	NP_015353.1	QNG15617.1
OG0003178	NP_015354.1	QNG15618.1
OG0003179	NP_015358.1	QNG15622.1
OG0003180	NP_015359.1	QNG15623.1
OG0003181	NP_015360.2	QNG15624.1
OG0003182	NP_015361.1	QNG15625.1
OG0003183	NP_015362.1	QNG15627.1
OG0003184	NP_015365.1	QNG15628.1
OG0003185	NP_014716.1	QNG15629.1
OG0003186	NP_014717.2	QNG15630.1
OG0003187	NP_014718.1	QNG15631.1
OG0003188	NP_014720.1	QNG15633.1
OG0003189	NP_014721.1	QNG15634.1
OG0003190	NP_014722.1	QNG15635.1
OG0003191	NP_014723.2	QNG15636.1
OG0003192	NP_010798.1	QNG15642.1
OG0003193	NP_010799.3	QNG15644.1
OG0003194	NP_010800.3	QNG15645.1
OG0003195	NP_010802.1	QNG15647.1
OG0003196	NP_011355.1	QNG15649.1
OG0003197	NP_013360.1	QNG15650.1
OG0003198	NP_013363.1	QNG15652.1
OG0003199	NP_013364.1	QNG15653.1
OG0003200	NP_013365.1	QNG15654.1
OG0003201	NP_013369.1	QNG15657.1
OG0003202	NP_010734.1	QNG15659.1
OG0003203	NP_010736.3	QNG15660.1
OG0003204	NP_010737.1	QNG15661.1
OG0003205	NP_010740.3	QNG15662.1
OG0003206	NP_010742.1	QNG15664.1
OG0003207	NP_010745.3	QNG15665.1
OG0003208	NP_010747.1	QNG15667.1
OG0003209	NP_010748.3	QNG15668.1
OG0003210	NP_010750.1	QNG15670.1
OG0003211	NP_010752.3	QNG15672.1
OG0003212	NP_010753.1	QNG15673.1
OG0003213	NP_010754.1	QNG15674.1
OG0003214	NP_010756.3	QNG15675.1
OG0003215	NP_010757.3	QNG15676.1
OG0003216	NP_010758.3	QNG15677.1
OG0003217	NP_010760.3	QNG15679.1
OG0003218	NP_009770.3	QNG15680.1
OG0003219	NP_009771.3	QNG15681.1
OG0003220	NP_009772.1	QNG15682.1
OG0003221	NP_009774.4	QNG15684.1
OG0003222	NP_009776.1	QNG15686.1
OG0003223	NP_009780.1	QNG15689.1
OG0003224	NP_009781.3	QNG15690.1
OG0003225	NP_009782.3	QNG15691.1
OG0003226	NP_009784.1	QNG15692.1
OG0003227	NP_009786.1	QNG15693.1
OG0003228	NP_009787.3	QNG15694.1
OG0003229	NP_009788.3	QNG15695.1
OG0003230	NP_009798.3	QNG15696.1
OG0003231	NP_009796.1	QNG15698.1
OG0003232	NP_009795.3	QNG15699.1
OG0003233	NP_009794.3	QNG15700.1
OG0003234	NP_009793.1	QNG15701.1
OG0003235	NP_631876.1	QNG15702.1
OG0003236	NP_009792.3	QNG15703.1
OG0003237	NP_009790.3	QNG15704.1
OG0003238	NP_013708.1	QNG15708.1
OG0003239	NP_013972.1	QNG15710.1
OG0003240	NP_009950.1	QNG15711.1
OG0003241	NP_013968.1	QNG15715.1
OG0003242	NP_012792.1	QNG15722.1
OG0003243	NP_116631.1	QNG15724.1
OG0003244	NP_683715.1	QNG15726.1
OG0003245	NP_009669.1	QNG15727.1
OG0003246	NP_878049.2	QNG15728.1
OG0003247	NP_009672.1	QNG15729.1
OG0003248	NP_009673.1	QNG15730.1
OG0003249	NP_015407.1	QNG15732.1
OG0003250	NP_015408.1	QNG15733.1
OG0003251	NP_015409.1	QNG15734.1
OG0003252	NP_015410.2	QNG15735.1
OG0003253	NP_009688.3	QNG15736.1
OG0003254	NP_015411.1	QNG15737.1
OG0003255	NP_015413.1	QNG15738.1
OG0003256	NP_015414.2	QNG15739.1
OG0003257	NP_015416.1	QNG15740.1
OG0003258	NP_015418.2	QNG15741.1
OG0003259	NP_015419.1	QNG15742.1
OG0003260	NP_015420.1	QNG15743.1
OG0003261	NP_015422.2	QNG15744.1
OG0003262	NP_012994.1	QNG15745.1
OG0003263	NP_012993.3	QNG15746.1
OG0003264	NP_012992.1	QNG15747.1
OG0003265	NP_011375.1	QNG15748.1
OG0003266	NP_012977.3	QNG15749.1
OG0003267	NP_012980.1	QNG15752.1
OG0003268	NP_012981.3	QNG15753.1
OG0003269	NP_012982.2	QNG15755.1
OG0003270	NP_013267.1	QNG15757.1
OG0003271	NP_011315.3	QNG15758.1
OG0003272	NP_012822.1	QNG15760.1
OG0003273	NP_012821.2	QNG15761.1
OG0003274	NP_012819.1	QNG15762.1
OG0003275	NP_012816.1	QNG15764.1
OG0003276	NP_012814.1	QNG15765.1
OG0003277	NP_012813.1	QNG15766.1
OG0003278	NP_012812.1	QNG15767.1
OG0003279	NP_012282.3	QNG15768.1
OG0003280	NP_014606.1	QNG15769.1
OG0003281	NP_012280.1	QNG15770.1
OG0003282	NP_012279.4	QNG15771.1
OG0003283	NP_014614.1	QNG15772.1
OG0003284	NP_013722.1	QNG15773.1
OG0003285	NP_013723.1	QNG15774.1
OG0003286	NP_011842.1	QNG15775.1
OG0003287	NP_014904.3	QNG15776.1
OG0003288	NP_014903.1	QNG15777.1
OG0003289	NP_014902.3	QNG15778.1
OG0003290	NP_014901.1	QNG15779.1
OG0003291	NP_014900.3	QNG15780.1
OG0003292	NP_014898.3	QNG15782.1
OG0003293	NP_014896.3	QNG15783.1
OG0003294	NP_014895.2	QNG15784.1
OG0003295	NP_014894.3	QNG15785.1
OG0003296	NP_014893.1	QNG15786.1
OG0003297	NP_014892.3	QNG15787.1
OG0003298	NP_014889.3	QNG15789.1
OG0003299	NP_009986.1	QNG15791.1
OG0003300	NP_009985.1	QNG15792.1
OG0003301	NP_009984.1	QNG15793.1
OG0003302	NP_009983.1	QNG15794.1
OG0003303	NP_009982.1	QNG15795.1
OG0003304	NP_011304.2	QNG15799.1
OG0003305	NP_014787.3	QNG15800.1
OG0003306	NP_014788.1	QNG15801.1
OG0003307	NP_014790.4	QNG15802.1
OG0003308	NP_014791.1	QNG15803.1
OG0003309	NP_010682.3	QNG15804.1
OG0003310	NP_014792.4	QNG15805.1
OG0003311	NP_014268.1	QNG15807.1
OG0003312	NP_014267.1	QNG15808.1
OG0003313	NP_014266.3	QNG15809.1
OG0003314	NP_014264.1	QNG15811.1
OG0003315	NP_014263.1	QNG15812.1
OG0003316	NP_014262.3	QNG15813.1
OG0003317	NP_014261.1	QNG15814.1
OG0003318	NP_878153.1	QNG15816.1
OG0003319	NP_014308.1	QNG15817.1
OG0003320	NP_014307.1	QNG15818.1
OG0003321	NP_014305.1	QNG15819.1
OG0003322	NP_015003.1	QNG15820.1
OG0003323	NP_015004.3	QNG15821.1
OG0003324	NP_015005.1	QNG15822.1
OG0003325	NP_015006.3	QNG15823.1
OG0003326	NP_010369.3	QNG15824.1
OG0003327	NP_010368.5	QNG15825.1
OG0003328	NP_010367.1	QNG15826.1
OG0003329	NP_010366.1	QNG15827.1
OG0003330	NP_010365.3	QNG15828.1
OG0003331	NP_076886.3	QNG15829.1
OG0003332	NP_010364.1	QNG15830.1
OG0003333	NP_010363.1	QNG15831.1
OG0003334	NP_010361.3	QNG15833.1
OG0003335	NP_010360.1	QNG15834.1
OG0003336	NP_014766.1	QNG15835.1
OG0003337	NP_014767.3	QNG15836.1
OG0003338	NP_014768.2	QNG15837.1
OG0003339	NP_014769.3	QNG15838.1
OG0003340	NP_014771.3	QNG15840.1
OG0003341	NP_014773.4	QNG15841.1
OG0003342	NP_116674.2	QNG15842.1
OG0003343	NP_116673.1	QNG15843.1
OG0003344	NP_116664.1	QNG15845.1
OG0003345	NP_116665.1	QNG15846.1
OG0003346	NP_116666.1	QNG15847.1
OG0003347	NP_116668.1	QNG15848.1
OG0003348	NP_116671.1	QNG15851.1
OG0003349	NP_444297.1	QNG15852.1
OG0003350	NP_013658.1	QNG15854.1
OG0003351	NP_013657.1	QNG15855.1
OG0003352	NP_013250.1	QNG15857.1
OG0003353	NP_013252.1	QNG15858.1
OG0003354	NP_010542.1	QNG15859.1
OG0003355	NP_013918.1	QNG15863.1
OG0003356	NP_013917.1	QNG15864.1
OG0003357	NP_013577.1	QNG15865.1
OG0003358	NP_010520.3	QNG15866.1
OG0003359	NP_010521.1	QNG15867.1
OG0003360	NP_010522.1	QNG15868.1
OG0003361	NP_010523.3	QNG15869.1
OG0003362	NP_012317.1	QNG15870.1
OG0003363	NP_010524.3	QNG15871.1
OG0003364	NP_010525.1	QNG15872.1
OG0003365	NP_010526.1	QNG15873.1
OG0003366	NP_010529.3	QNG15874.1
OG0003367	NP_010531.1	QNG15876.1
OG0003368	NP_010532.3	QNG15877.1
OG0003369	NP_010534.1	QNG15879.1
OG0003370	NP_010535.3	QNG15880.1
OG0003371	NP_010517.1	QNG15881.1
OG0003372	NP_010515.3	QNG15882.1
OG0003373	NP_010514.3	QNG15883.1
OG0003374	NP_010513.1	QNG15884.1
OG0003375	NP_010512.1	QNG15885.1
OG0003376	NP_012809.1	QNG15888.1
OG0003377	NP_012808.1	QNG15889.1
OG0003378	NP_012806.1	QNG15890.1
OG0003379	NP_012805.1	QNG15891.1
OG0003380	NP_012803.1	QNG15892.1
OG0003381	NP_012802.1	QNG15893.1
OG0003382	NP_012800.1	QNG15895.1
OG0003383	NP_010305.1	QNG15896.1
OG0003384	NP_010306.1	QNG15897.1
OG0003385	NP_010309.3	QNG15899.1
OG0003386	NP_010310.1	QNG15900.1
OG0003387	NP_010311.1	QNG15901.1
OG0003388	NP_010313.3	QNG15902.1
OG0003389	NP_010315.1	QNG15903.1
OG0003390	NP_010317.3	QNG15905.1
OG0003391	NP_010321.1	QNG15907.1
OG0003392	NP_010322.1	QNG15909.1
OG0003393	NP_010326.1	QNG15911.1
OG0003394	NP_010329.1	QNG15913.1
OG0003395	NP_009656.2	QNG15914.1
OG0003396	NP_009659.3	QNG15915.1
OG0003397	NP_009660.1	QNG15916.1
OG0003398	NP_009661.1	QNG15917.1
OG0003399	NP_009662.3	QNG15918.1
OG0003400	NP_015385.1	QNG15919.1
OG0003401	NP_009663.1	QNG15920.1
OG0003402	NP_009664.1	QNG15921.1
OG0003403	NP_009666.3	QNG15923.1
OG0003404	NP_009668.3	QNG15924.1
OG0003405	NP_116629.1	QNG15925.1
OG0003406	NP_116628.1	QNG15926.1
OG0003407	NP_116627.2	QNG15927.1
OG0003408	NP_444296.1	QNG15928.1
OG0003409	NP_116625.1	QNG15929.1
OG0003410	NP_116624.1	QNG15930.1
OG0003411	NP_116623.1	QNG15931.1
OG0003412	NP_116622.1	QNG15932.1
OG0003413	NP_116620.1	QNG15933.1
OG0003414	NP_116583.2	QNG15934.1
OG0003415	NP_116618.1	QNG15935.1
OG0003416	NP_116617.1	QNG15936.1
OG0003417	NP_116616.1	QNG15937.1
OG0003418	NP_116615.1	QNG15938.1
OG0003419	NP_116614.1	QNG15939.1
OG0003420	NP_116613.1	QNG15940.1
OG0003421	NP_116612.1	QNG15941.1
OG0003422	NP_116610.1	QNG15943.1
OG0003423	NP_013175.1	QNG15944.1
OG0003424	NP_013176.1	QNG15945.1
OG0003425	NP_116609.1	QNG15946.1
OG0003426	NP_116608.1	QNG15947.1
OG0003427	NP_428268.1	QNG15948.1
OG0003428	NP_116605.1	QNG15950.1
OG0003429	NP_013575.1	QNG15951.1
OG0003430	NP_011388.1	QNG15960.1
OG0003431	NP_011389.3	QNG15961.1
OG0003432	NP_011457.1	QNG15962.1
OG0003433	NP_011460.3	QNG15965.1
OG0003434	NP_011461.1	QNG15966.1
OG0003435	NP_013404.1	QNG15967.1
OG0003436	NP_013402.1	QNG15969.1
OG0003437	NP_013401.1	QNG15970.1
OG0003438	NP_013398.1	QNG15972.1
OG0003439	NP_013395.1	QNG15974.1
OG0003440	NP_013393.1	QNG15975.1
OG0003441	NP_013392.1	QNG15976.1
OG0003442	NP_013870.1	QNG15977.1
OG0003443	NP_013869.1	QNG15978.1
OG0003444	NP_013864.1	QNG15981.1
OG0003445	NP_010202.1	QNG15983.1
OG0003446	NP_013860.1	QNG15984.1
OG0003447	NP_013858.1	QNG15985.1
OG0003448	NP_013857.1	QNG15986.1
OG0003449	NP_013856.1	QNG15987.1
OG0003450	NP_010558.3	QNG15988.1
OG0003451	NP_014682.1	QNG15989.1
OG0003452	NP_014681.1	QNG15990.1
OG0003453	NP_014680.2	QNG15991.1
OG0003454	NP_014679.1	QNG15992.1
OG0003455	NP_014678.1	QNG15993.1
OG0003456	NP_014198.1	QNG15994.1
OG0003457	NP_014765.3	QNG15995.1
OG0003458	NP_011972.1	QNG15997.1
OG0003459	NP_011973.1	QNG15998.1
OG0003460	NP_011977.1	QNG16001.1
OG0003461	NP_011978.1	QNG16002.1
OG0003462	NP_011979.1	QNG16003.1
OG0003463	NP_011981.1	QNG16005.1
OG0003464	NP_010868.1	QNG16007.1
OG0003465	NP_012584.3	QNG16008.1
OG0003466	NP_012580.1	QNG16012.1
OG0003467	NP_012578.3	QNG16014.1
OG0003468	NP_010887.3	QNG16015.1
OG0003469	NP_012576.1	QNG16016.1
OG0003470	NP_012575.3	QNG16017.1
OG0003471	NP_012574.1	QNG16018.1
OG0003472	NP_012573.1	QNG16019.1
OG0003473	NP_012570.3	QNG16020.1
OG0003474	NP_012569.1	QNG16021.1
OG0003475	NP_012017.1	QNG16023.1
OG0003476	NP_012018.1	QNG16024.1
OG0003477	NP_012019.1	QNG16025.1
OG0003478	NP_012020.1	QNG16026.1
OG0003479	NP_012021.1	QNG16027.1
OG0003480	NP_012024.1	QNG16030.1
OG0003481	NP_012026.1	QNG16032.1
OG0003482	NP_012029.1	QNG16037.1
OG0003483	NP_012033.2	QNG16041.1
OG0003484	NP_012034.1	QNG16042.1
OG0003485	NP_012035.1	QNG16044.1
OG0003486	NP_012036.1	QNG16045.1
OG0003487	NP_012037.1	QNG16046.1
OG0003488	NP_012038.2	QNG16047.1
OG0003489	NP_012039.1	QNG16048.1
OG0003490	NP_011767.3	QNG16049.1
OG0003491	NP_012040.1	QNG16050.1
OG0003492	NP_012041.1	QNG16051.1
OG0003493	NP_011769.1	QNG16052.1
OG0003494	NP_012042.1	QNG16053.1
OG0003495	NP_012045.3	QNG16055.1
OG0003496	NP_012046.4	QNG16056.1
OG0003497	NP_012048.3	QNG16057.1
OG0003498	NP_014011.1	QNG16060.1
OG0003499	NP_014012.1	QNG16061.1
OG0003500	NP_014013.1	QNG16062.1
OG0003501	NP_011984.1	QNG16063.1
OG0003502	NP_011982.1	QNG16064.1
OG0003503	NP_014758.3	QNG16065.1
OG0003505	NP_014755.1	QNG16067.1
OG0003506	NP_014754.3	QNG16068.1
OG0003507	NP_014753.1	QNG16069.1
OG0003508	NP_010784.1	QNG16070.1
OG0003509	NP_010786.3	QNG16071.1
OG0003510	NP_014119.1	QNG16072.1
OG0003511	NP_014118.1	QNG16073.1
OG0003512	NP_014115.1	QNG16075.1
OG0003513	NP_010893.3	QNG16076.1
OG0003514	NP_010891.1	QNG16078.1
OG0003515	NP_010890.3	QNG16079.1
OG0003516	NP_010888.1	QNG16081.1
OG0003517	NP_012577.1	QNG16082.1
OG0003518	NP_010885.1	QNG16083.1
OG0003519	NP_010114.1	QNG16085.1
OG0003520	NP_010115.1	QNG16086.1
OG0003521	NP_010116.1	QNG16087.1
OG0003522	NP_010117.1	QNG16088.1
OG0003523	NP_878060.1	QNG16089.1
OG0003524	NP_010121.1	QNG16091.1
OG0003525	NP_010122.1	QNG16092.1
OG0003526	NP_010124.1	QNG16093.1
OG0003527	NP_010125.1	QNG16094.1
OG0003528	NP_010127.1	QNG16096.1
OG0003529	NP_010128.1	QNG16097.1
OG0003530	NP_010131.1	QNG16098.1
OG0003531	NP_010132.1	QNG16099.1
OG0003532	NP_010134.1	QNG16100.1
OG0003533	NP_010135.1	QNG16101.1
OG0003534	NP_010136.1	QNG16102.1
OG0003535	NP_010137.2	QNG16103.1
OG0003536	NP_010138.1	QNG16104.1
OG0003537	NP_010139.1	QNG16105.1
OG0003538	NP_010140.1	QNG16106.1
OG0003539	NP_010141.1	QNG16107.1
OG0003540	NP_010142.2	QNG16108.1
OG0003541	NP_010088.1	QNG16110.1
OG0003542	NP_010096.1	QNG16113.1
OG0003543	NP_010098.1	QNG16114.1
OG0003544	NP_010230.1	QNG16115.1
OG0003545	NP_010231.1	QNG16117.1
OG0003546	NP_011286.1	QNG16118.1
OG0003547	NP_011287.1	QNG16119.1
OG0003548	NP_011288.1	QNG16120.1
OG0003549	NP_011289.1	QNG16121.1
OG0003550	NP_011349.3	QNG16122.1
OG0003551	NP_011351.1	QNG16123.1
OG0003552	NP_011352.1	QNG16124.1
OG0003553	NP_011354.3	QNG16126.1
OG0003554	NP_011346.1	QNG16127.1
OG0003555	NP_878102.1	QNG16129.1
OG0003556	NP_012395.1	QNG16133.1
OG0003557	NP_009410.1	QNG16134.1
