Orthogroup	CBS138_protein	sacCer_protein
OG0002917	XP_448122.1	NP_015302.1
OG0002918	XP_448123.1	NP_015303.1
OG0002919	XP_448124.1	NP_015309.1
OG0002920	XP_448126.1	NP_010072.1
OG0002921	XP_448127.1	NP_010073.2
OG0002922	XP_448128.1	NP_010074.1
OG0002923	XP_448129.1	NP_010075.1
OG0002924	XP_448130.1	NP_010076.1
OG0002925	XP_448131.1	NP_010078.1
OG0002926	XP_448132.1	NP_010079.1
OG0002927	XP_448133.1	NP_010080.1
OG0002928	XP_448134.1	NP_010081.2
OG0002929	XP_448135.1	NP_010083.1
OG0002930	XP_448136.1	NP_009684.1
OG0002931	XP_448137.1	NP_009683.1
OG0002932	XP_448138.1	NP_009680.2
OG0002933	XP_448139.1	NP_009681.3
OG0002934	XP_448142.1	NP_014334.3
OG0002935	XP_448143.1	NP_014335.1
OG0002936	XP_448144.1	NP_014336.1
OG0002937	XP_448145.1	NP_014337.3
OG0002938	XP_448146.1	NP_014338.3
OG0002939	XP_448147.1	NP_014339.1
OG0002940	XP_448149.1	NP_014342.3
OG0002941	XP_448153.1	NP_014329.1
OG0002942	XP_448154.1	NP_014328.3
OG0002943	XP_448155.1	NP_014327.1
OG0002944	XP_448156.1	NP_014326.1
OG0002945	XP_448157.1	NP_014324.3
OG0002946	XP_448158.1	NP_014323.1
OG0002947	XP_448159.1	NP_014322.1
OG0002948	XP_448160.1	NP_014321.3
OG0002949	XP_448161.1	NP_011415.1
OG0002950	XP_448162.1	NP_011414.1
OG0002951	XP_448163.1	NP_011412.1
OG0002952	XP_448164.1	NP_011410.1
OG0002953	XP_448165.1	NP_012831.1
OG0002954	XP_448167.1	NP_010731.3
OG0002955	XP_448169.1	NP_010728.1
OG0002956	XP_448171.1	NP_010727.1
OG0002957	XP_448172.1	NP_013695.2
OG0002958	XP_448173.1	NP_010725.3
OG0002959	XP_448174.1	NP_011945.1
OG0002960	XP_448175.1	NP_011944.2
OG0002961	XP_448176.1	NP_011943.2
OG0002962	XP_448178.1	NP_011942.1
OG0002963	XP_448179.1	NP_011941.1
OG0002964	XP_448180.1	NP_011940.1
OG0002965	XP_448181.1	NP_058135.1
OG0002966	XP_448182.1	NP_011939.2
OG0002967	XP_448183.1	NP_011938.1
OG0002968	XP_448184.1	NP_011934.1
OG0002969	XP_448186.1	NP_011932.2
OG0002970	XP_448187.1	NP_010597.3
OG0002971	XP_448188.1	NP_010596.1
OG0002972	XP_448189.1	NP_010595.1
OG0002973	XP_448190.1	NP_015125.1
OG0002974	XP_448191.1	NP_010594.3
OG0002975	XP_448192.1	NP_010593.3
OG0002976	XP_448193.1	NP_013102.1
OG0002977	XP_448195.1	NP_012536.2
OG0002978	XP_448197.1	NP_014224.2
OG0002979	XP_448198.1	NP_014223.2
OG0002980	XP_448199.1	NP_014222.2
OG0002981	XP_448200.1	NP_014221.3
OG0002982	XP_448201.1	NP_014219.1
OG0002983	XP_448202.1	NP_014218.2
OG0002984	XP_448203.1	NP_014217.1
OG0002985	XP_448204.1	NP_014216.1
OG0002986	XP_448205.1	NP_014214.1
OG0002987	XP_448206.1	NP_014213.2
OG0002988	XP_448208.1	NP_014212.1
OG0002989	XP_448210.1	NP_014210.1
OG0002990	XP_448212.1	NP_014208.1
OG0002991	XP_448213.1	NP_014207.2
OG0002992	XP_448214.1	NP_014206.2
OG0002993	XP_448215.1	NP_014204.2
OG0002994	XP_448216.1	NP_014572.1
OG0002995	XP_448219.1	NP_013714.1
OG0002996	XP_448221.1	NP_013715.1
OG0002997	XP_448222.1	NP_013717.1
OG0002998	XP_448223.1	NP_013718.1
OG0002999	XP_448226.1	NP_013669.1
OG0003000	XP_448227.1	NP_013671.1
OG0003001	XP_448228.1	NP_013670.1
OG0003002	XP_448229.1	NP_010864.3
OG0003003	XP_448230.1	NP_010863.1
OG0003005	XP_448234.1	NP_012707.1
OG0003006	XP_448235.1	NP_012708.1
OG0003007	XP_448236.1	NP_012709.1
OG0003008	XP_448237.1	NP_012710.1
OG0003009	XP_448238.1	NP_012712.1
OG0003010	XP_448240.1	NP_012713.1
OG0003011	XP_448242.1	NP_012715.3
OG0003012	XP_448243.1	NP_012606.3
OG0003013	XP_448244.1	NP_012716.1
OG0003014	XP_448245.1	NP_012717.1
OG0003015	XP_448246.1	NP_012718.1
OG0003016	XP_448248.1	NP_015064.1
OG0003017	XP_448250.1	NP_012341.1
OG0003018	XP_448251.1	NP_012342.1
OG0003019	XP_448252.1	NP_012343.1
OG0003020	XP_448254.1	NP_012348.1
OG0003021	XP_448256.1	NP_011728.3
OG0003022	XP_448257.1	NP_011727.3
OG0003023	XP_448258.1	NP_011726.1
OG0003024	XP_448260.1	NP_011724.1
OG0003025	XP_448261.1	NP_011723.1
OG0003026	XP_448262.1	NP_011722.3
OG0003027	XP_448263.1	NP_011721.3
OG0003028	XP_448265.1	NP_011719.1
OG0003029	XP_448266.1	NP_011716.3
OG0003030	XP_448267.1	NP_011715.1
OG0003031	XP_448268.1	NP_011714.3
OG0003032	XP_448269.1	NP_011598.3
OG0003033	XP_448270.1	NP_011597.1
OG0003034	XP_448271.1	NP_011596.1
OG0003035	XP_448272.1	NP_011595.3
OG0003036	XP_448273.1	NP_011594.3
OG0003037	XP_448274.1	NP_011593.1
OG0003038	XP_448275.1	NP_011592.3
OG0003039	XP_448276.1	NP_014568.1
OG0003040	XP_448277.1	NP_011591.1
OG0003041	XP_448278.1	NP_011590.1
OG0003042	XP_448279.1	NP_011589.3
OG0003043	XP_448280.1	NP_011588.3
OG0003044	XP_448281.1	NP_011586.1
OG0003045	XP_448282.1	NP_010236.1
OG0003046	XP_448283.1	NP_010237.1
OG0003047	XP_448284.1	NP_010238.1
OG0003048	XP_448285.1	NP_010239.1
OG0003049	XP_448286.1	NP_010240.1
OG0003050	XP_448287.1	NP_010241.1
OG0003051	XP_448289.1	NP_010248.1
OG0003052	XP_448290.1	NP_010249.1
OG0003053	XP_448291.1	NP_010251.1
OG0003054	XP_448292.1	NP_010253.2
OG0003055	XP_448293.1	NP_010254.1
OG0003056	XP_448294.1	NP_010255.1
OG0003057	XP_448295.1	NP_010256.2
OG0003058	XP_448296.1	NP_010257.1
OG0003059	XP_448297.1	NP_010259.1
OG0003060	XP_448300.1	NP_010264.3
OG0003061	XP_448303.1	NP_010266.1
OG0003062	XP_448304.1	NP_010267.3
OG0003063	XP_448305.1	NP_010269.1
OG0003064	XP_448306.1	NP_010270.1
OG0003065	XP_448307.1	NP_010271.3
OG0003066	XP_448309.1	NP_011062.1
OG0003067	XP_448310.1	NP_011063.3
OG0003068	XP_448311.1	NP_009528.1
OG0003069	XP_448312.1	NP_009529.1
OG0003070	XP_448314.1	NP_011060.1
OG0003071	XP_448315.1	NP_011059.3
OG0003072	XP_448318.1	NP_011056.1
OG0003073	XP_448320.1	NP_011054.3
OG0003074	XP_448321.1	NP_011053.1
OG0003075	XP_448322.1	NP_011052.1
OG0003076	XP_448323.1	NP_011051.3
OG0003077	XP_448324.1	NP_011050.3
OG0003078	XP_448325.1	NP_011049.2
OG0003079	XP_448326.1	NP_015348.1
OG0003080	XP_448327.1	NP_015347.1
OG0003081	XP_448328.1	NP_015346.1
OG0003082	XP_448329.1	NP_011344.1
OG0003083	XP_448330.1	NP_015345.1
OG0003084	XP_448331.1	NP_015344.1
OG0003085	XP_448332.1	NP_015343.1
OG0003086	XP_448333.1	NP_015342.1
OG0003087	XP_448334.1	NP_015341.1
OG0003088	XP_448336.1	NP_011852.1
OG0003089	XP_448337.1	NP_011853.1
OG0003090	XP_448338.1	NP_011854.1
OG0003092	XP_448340.1	NP_011855.1
OG0003093	XP_448342.1	NP_011857.2
OG0003094	XP_448343.1	NP_011859.1
OG0003095	XP_448345.1	NP_011861.1
OG0003096	XP_448346.1	NP_012918.1
OG0003097	XP_448348.1	NP_012924.2
OG0003098	XP_448349.1	NP_011863.1
OG0003099	XP_448350.1	NP_011864.1
OG0003100	XP_448351.1	NP_011865.1
OG0003101	XP_448352.1	NP_012898.1
OG0003102	XP_448353.1	NP_011867.1
OG0003103	XP_448354.1	NP_013785.1
OG0003104	XP_448355.1	NP_013786.1
OG0003105	XP_448356.1	NP_013787.1
OG0003106	XP_448357.1	NP_013788.1
OG0003107	XP_448358.1	NP_013789.1
OG0003108	XP_448359.1	NP_013790.1
OG0003109	XP_448360.1	NP_011849.1
OG0003110	XP_448361.1	NP_011848.1
OG0003111	XP_448362.1	NP_011847.1
OG0003112	XP_448364.1	NP_011845.1
OG0003113	XP_448365.1	NP_011844.1
OG0003114	XP_448367.1	NP_011843.1
OG0003115	XP_448368.1	NP_013817.1
OG0003116	XP_448369.1	NP_013818.1
OG0003117	XP_448370.1	NP_013819.1
OG0003118	XP_448374.1	NP_013824.1
OG0003119	XP_002999577.1	NP_013825.1
OG0003120	XP_448375.1	NP_013826.1
OG0003121	XP_448377.1	NP_013828.1
OG0003122	XP_448378.1	NP_013830.1
OG0003123	XP_448380.1	NP_013832.1
OG0003124	XP_448382.1	NP_013835.1
OG0003125	XP_448383.1	NP_013837.1
OG0003126	XP_448384.1	NP_061493.1
OG0003127	XP_448385.1	NP_013842.1
OG0003128	XP_448387.2	NP_013844.2
OG0003129	XP_448388.1	NP_013845.1
OG0003130	XP_448389.1	NP_013846.1
OG0003131	XP_448390.1	NP_013847.1
OG0003132	XP_448391.1	NP_013848.1
OG0003133	XP_448392.1	NP_013849.1
OG0003134	XP_448393.1	NP_013850.1
OG0003135	XP_448394.1	NP_013851.1
OG0003136	XP_448395.2	NP_013852.1
OG0003137	XP_448396.1	NP_013853.1
OG0003138	XP_448397.1	NP_013854.1
OG0003139	XP_448398.1	NP_011542.3
OG0003140	XP_448399.1	NP_011544.1
OG0003141	XP_448400.1	NP_011545.1
OG0003142	XP_448402.1	NP_011547.3
OG0003143	XP_448403.1	NP_011550.3
OG0003144	XP_448404.1	NP_011551.3
OG0003145	XP_448406.1	NP_011554.3
OG0003146	XP_448408.1	NP_011556.1
OG0003147	XP_448410.1	NP_011558.1
OG0003148	XP_448411.1	NP_011563.1
OG0003149	XP_448412.1	NP_011566.1
OG0003150	XP_448413.1	NP_011567.3
OG0003151	XP_448414.1	NP_011568.3
OG0003152	XP_448417.1	NP_011571.4
OG0003153	XP_448418.1	NP_011572.2
OG0003154	XP_448420.1	NP_011574.3
OG0003155	XP_448421.1	NP_011575.1
OG0003156	XP_448422.1	NP_011576.1
OG0003157	XP_448423.1	NP_011577.3
OG0003158	XP_448427.1	NP_011581.4
OG0003159	XP_448428.1	NP_011582.1
OG0003160	XP_448434.1	NP_014188.1
OG0003161	XP_448435.1	NP_014187.1
OG0003162	XP_448436.1	NP_014186.1
OG0003163	XP_448437.1	NP_014185.1
OG0003164	XP_448438.1	NP_010048.1
OG0003165	XP_448439.1	NP_014184.1
OG0003166	XP_448440.1	NP_014183.1
OG0003167	XP_448441.1	NP_014182.1
OG0003168	XP_448442.1	NP_010046.1
OG0003169	XP_448443.1	NP_014181.1
OG0003170	XP_448444.1	NP_014180.1
OG0003171	XP_448445.1	NP_014179.1
OG0003172	XP_448446.1	NP_014178.1
OG0003173	XP_448447.1	NP_014177.1
OG0003174	XP_448448.1	NP_015349.1
OG0003175	XP_448449.1	NP_015350.1
OG0003176	XP_448450.1	NP_015351.1
OG0003177	XP_448451.1	NP_015353.1
OG0003178	XP_448452.1	NP_015354.1
OG0003179	XP_448456.1	NP_015358.1
OG0003180	XP_448457.1	NP_015359.1
OG0003181	XP_448458.1	NP_015360.2
OG0003182	XP_448459.1	NP_015361.1
OG0003183	XP_448460.1	NP_015362.1
OG0003184	XP_448461.1	NP_015365.1
OG0003185	XP_448462.1	NP_014716.1
OG0003186	XP_448463.2	NP_014717.2
OG0003187	XP_448464.1	NP_014718.1
OG0003188	XP_448466.1	NP_014720.1
OG0003189	XP_448467.1	NP_014721.1
OG0003190	XP_448468.1	NP_014722.1
OG0003191	XP_448469.1	NP_014723.2
OG0003192	XP_448475.1	NP_010798.1
OG0003193	XP_448477.1	NP_010799.3
OG0003194	XP_448478.1	NP_010800.3
OG0003195	XP_448479.1	NP_010802.1
OG0003196	XP_448481.1	NP_011355.1
OG0003197	XP_448482.1	NP_013360.1
OG0003198	XP_448484.1	NP_013363.1
OG0003199	XP_002999579.1	NP_013364.1
OG0003200	XP_448485.1	NP_013365.1
OG0003201	XP_448488.1	NP_013369.1
OG0003202	XP_448489.1	NP_010734.1
OG0003203	XP_448492.1	NP_010736.3
OG0003204	XP_448493.1	NP_010737.1
OG0003205	XP_448494.1	NP_010740.3
OG0003206	XP_448496.1	NP_010742.1
OG0003207	XP_448497.1	NP_010745.3
OG0003208	XP_448499.1	NP_010747.1
OG0003209	XP_448500.1	NP_010748.3
OG0003210	XP_448501.1	NP_010750.1
OG0003211	XP_448503.1	NP_010752.3
OG0003212	XP_448504.1	NP_010753.1
OG0003213	XP_448505.1	NP_010754.1
OG0003214	XP_448506.1	NP_010756.3
OG0003215	XP_448507.1	NP_010757.3
OG0003216	XP_448508.1	NP_010758.3
OG0003217	XP_448510.1	NP_010760.3
OG0003218	XP_448511.1	NP_009770.3
OG0003219	XP_448512.1	NP_009771.3
OG0003220	XP_448513.1	NP_009772.1
OG0003221	XP_448515.1	NP_009774.4
OG0003222	XP_448517.1	NP_009776.1
OG0003223	XP_448520.1	NP_009780.1
OG0003224	XP_448521.1	NP_009781.3
OG0003225	XP_448522.1	NP_009782.3
OG0003226	XP_448523.1	NP_009784.1
OG0003227	XP_448524.1	NP_009786.1
OG0003228	XP_448525.1	NP_009787.3
OG0003229	XP_448526.1	NP_009788.3
OG0003230	XP_448527.1	NP_009798.3
OG0003231	XP_448529.1	NP_009796.1
OG0003232	XP_448530.1	NP_009795.3
OG0003233	XP_448531.1	NP_009794.3
OG0003234	XP_448532.1	NP_009793.1
OG0003235	XP_002999580.1	NP_631876.1
OG0003236	XP_448533.1	NP_009792.3
OG0003237	XP_448534.1	NP_009790.3
OG0003238	XP_448538.1	NP_013708.1
OG0003239	XP_448540.1	NP_013972.1
OG0003240	XP_448541.1	NP_009950.1
OG0003241	XP_448544.1	NP_013968.1
OG0003242	XP_448552.1	NP_012792.1
OG0003243	XP_448554.1	NP_116631.1
OG0003244	XP_448556.1	NP_683715.1
OG0003245	XP_448557.1	NP_009669.1
OG0003246	XP_002999581.1	NP_878049.2
OG0003247	XP_448558.1	NP_009672.1
OG0003248	XP_448559.1	NP_009673.1
OG0003249	XP_448562.1	NP_015407.1
OG0003250	XP_448563.1	NP_015408.1
OG0003251	XP_448564.1	NP_015409.1
OG0003252	XP_448565.1	NP_015410.2
OG0003253	XP_448566.1	NP_009688.3
OG0003254	XP_448567.1	NP_015411.1
OG0003255	XP_448568.1	NP_015413.1
OG0003256	XP_448569.1	NP_015414.2
OG0003257	XP_448570.1	NP_015416.1
OG0003258	XP_448571.1	NP_015418.2
OG0003259	XP_448572.1	NP_015419.1
OG0003260	XP_448573.1	NP_015420.1
OG0003261	XP_448574.1	NP_015422.2
OG0003262	XP_448575.1	NP_012994.1
OG0003263	XP_448576.1	NP_012993.3
OG0003264	XP_448577.1	NP_012992.1
OG0003265	XP_448578.1	NP_011375.1
OG0003266	XP_448579.1	NP_012977.3
OG0003267	XP_448582.1	NP_012980.1
OG0003268	XP_448583.1	NP_012981.3
OG0003269	XP_448585.1	NP_012982.2
OG0003270	XP_448587.1	NP_013267.1
OG0003271	XP_448588.1	NP_011315.3
OG0003272	XP_448590.1	NP_012822.1
OG0003273	XP_448591.1	NP_012821.2
OG0003274	XP_448592.1	NP_012819.1
OG0003275	XP_448594.1	NP_012816.1
OG0003276	XP_448595.1	NP_012814.1
OG0003277	XP_448596.1	NP_012813.1
OG0003278	XP_448597.1	NP_012812.1
OG0003279	XP_448598.1	NP_012282.3
OG0003280	XP_448599.1	NP_014606.1
OG0003281	XP_448600.1	NP_012280.1
OG0003282	XP_448601.1	NP_012279.4
OG0003283	XP_448602.1	NP_014614.1
OG0003284	XP_448603.1	NP_013722.1
OG0003285	XP_448604.1	NP_013723.1
OG0003286	XP_448605.1	NP_011842.1
OG0003287	XP_448606.1	NP_014904.3
OG0003288	XP_448607.1	NP_014903.1
OG0003289	XP_448608.1	NP_014902.3
OG0003290	XP_448609.1	NP_014901.1
OG0003291	XP_448610.1	NP_014900.3
OG0003292	XP_448612.1	NP_014898.3
OG0003293	XP_448613.1	NP_014896.3
OG0003294	XP_448614.1	NP_014895.2
OG0003295	XP_448615.1	NP_014894.3
OG0003296	XP_448616.1	NP_014893.1
OG0003297	XP_448617.1	NP_014892.3
OG0003298	XP_448619.1	NP_014889.3
OG0003299	XP_448621.1	NP_009986.1
OG0003300	XP_448622.1	NP_009985.1
OG0003301	XP_448623.1	NP_009984.1
OG0003302	XP_448624.1	NP_009983.1
OG0003303	XP_448625.1	NP_009982.1
OG0003304	XP_448629.1	NP_011304.2
OG0003305	XP_448630.1	NP_014787.3
OG0003306	XP_448631.1	NP_014788.1
OG0003307	XP_448632.1	NP_014790.4
OG0003308	XP_448633.1	NP_014791.1
OG0003309	XP_448634.1	NP_010682.3
OG0003310	XP_448635.1	NP_014792.4
OG0003311	XP_448637.1	NP_014268.1
OG0003312	XP_448638.1	NP_014267.1
OG0003313	XP_448639.1	NP_014266.3
OG0003314	XP_448641.1	NP_014264.1
OG0003315	XP_448642.1	NP_014263.1
OG0003316	XP_448643.1	NP_014262.3
OG0003317	XP_448644.1	NP_014261.1
OG0003318	XP_002999582.1	NP_878153.1
OG0003319	XP_448646.1	NP_014308.1
OG0003320	XP_448647.1	NP_014307.1
OG0003321	XP_448648.1	NP_014305.1
OG0003322	XP_448649.1	NP_015003.1
OG0003323	XP_448650.1	NP_015004.3
OG0003324	XP_448651.1	NP_015005.1
OG0003325	XP_448652.1	NP_015006.3
OG0003326	XP_448653.1	NP_010369.3
OG0003327	XP_448654.1	NP_010368.5
OG0003328	XP_448655.1	NP_010367.1
OG0003329	XP_448656.1	NP_010366.1
OG0003330	XP_448657.1	NP_010365.3
OG0003331	XP_448658.1	NP_076886.3
OG0003332	XP_448659.1	NP_010364.1
OG0003333	XP_448660.1	NP_010363.1
OG0003334	XP_448662.1	NP_010361.3
OG0003335	XP_448663.1	NP_010360.1
OG0003336	XP_448664.1	NP_014766.1
OG0003337	XP_448665.1	NP_014767.3
OG0003338	XP_448666.1	NP_014768.2
OG0003339	XP_448667.1	NP_014769.3
OG0003340	XP_448669.1	NP_014771.3
OG0003341	XP_448670.1	NP_014773.4
OG0003342	XP_448671.1	NP_116674.2
OG0003343	XP_448672.1	NP_116673.1
OG0003344	XP_448674.1	NP_116664.1
OG0003345	XP_448675.1	NP_116665.1
OG0003346	XP_448676.1	NP_116666.1
OG0003347	XP_448677.1	NP_116668.1
OG0003348	XP_448680.1	NP_116671.1
OG0003349	XP_448681.1	NP_444297.1
OG0003350	XP_448683.1	NP_013658.1
OG0003351	XP_448684.2	NP_013657.1
OG0003352	XP_448686.1	NP_013250.1
OG0003353	XP_448687.1	NP_013252.1
OG0003354	XP_448688.1	NP_010542.1
OG0003355	XP_448690.1	NP_013918.1
OG0003356	XP_448691.1	NP_013917.1
OG0003357	XP_448692.1	NP_013577.1
OG0003358	XP_448693.1	NP_010520.3
OG0003359	XP_448694.1	NP_010521.1
OG0003360	XP_448695.1	NP_010522.1
OG0003361	XP_448696.1	NP_010523.3
OG0003362	XP_448697.1	NP_012317.1
OG0003363	XP_448698.1	NP_010524.3
OG0003364	XP_448699.1	NP_010525.1
OG0003365	XP_448700.1	NP_010526.1
OG0003366	XP_448701.1	NP_010529.3
OG0003367	XP_448703.1	NP_010531.1
OG0003368	XP_448704.1	NP_010532.3
OG0003369	XP_448706.1	NP_010534.1
OG0003370	XP_448707.1	NP_010535.3
OG0003371	XP_448708.1	NP_010517.1
OG0003372	XP_448709.2	NP_010515.3
OG0003373	XP_448710.1	NP_010514.3
OG0003374	XP_448711.1	NP_010513.1
OG0003375	XP_448712.1	NP_010512.1
OG0003376	XP_448716.1	NP_012809.1
OG0003377	XP_448717.1	NP_012808.1
OG0003378	XP_448718.1	NP_012806.1
OG0003379	XP_448719.1	NP_012805.1
OG0003380	XP_448720.1	NP_012803.1
OG0003381	XP_448721.1	NP_012802.1
OG0003382	XP_448723.1	NP_012800.1
OG0003383	XP_448724.1	NP_010305.1
OG0003384	XP_448725.1	NP_010306.1
OG0003385	XP_448727.1	NP_010309.3
OG0003386	XP_448728.1	NP_010310.1
OG0003387	XP_448729.1	NP_010311.1
OG0003388	XP_448730.1	NP_010313.3
OG0003389	XP_448731.1	NP_010315.1
OG0003390	XP_448733.1	NP_010317.3
OG0003391	XP_448735.1	NP_010321.1
OG0003392	XP_448737.1	NP_010322.1
OG0003393	XP_448739.1	NP_010326.1
OG0003394	XP_448741.1	NP_010329.1
OG0003395	XP_448742.1	NP_009656.2
OG0003396	XP_448743.1	NP_009659.3
OG0003397	XP_448744.1	NP_009660.1
OG0003398	XP_448745.1	NP_009661.1
OG0003399	XP_448746.1	NP_009662.3
OG0003400	XP_448747.1	NP_015385.1
OG0003401	XP_448748.1	NP_009663.1
OG0003402	XP_448749.1	NP_009664.1
OG0003403	XP_448751.1	NP_009666.3
OG0003404	XP_448752.1	NP_009668.3
OG0003405	XP_448754.1	NP_116629.1
OG0003406	XP_448755.1	NP_116628.1
OG0003407	XP_448756.1	NP_116627.2
OG0003408	XP_448757.1	NP_444296.1
OG0003409	XP_448758.1	NP_116625.1
OG0003410	XP_448759.1	NP_116624.1
OG0003411	XP_448760.1	NP_116623.1
OG0003412	XP_448761.1	NP_116622.1
OG0003413	XP_448762.1	NP_116620.1
OG0003414	XP_448763.1	NP_116583.2
OG0003415	XP_448764.1	NP_116618.1
OG0003416	XP_448765.1	NP_116617.1
OG0003417	XP_448766.1	NP_116616.1
OG0003418	XP_448767.1	NP_116615.1
OG0003419	XP_448768.2	NP_116614.1
OG0003420	XP_448769.1	NP_116613.1
OG0003421	XP_448770.1	NP_116612.1
OG0003422	XP_448772.1	NP_116610.1
OG0003423	XP_448773.1	NP_013175.1
OG0003424	XP_448774.1	NP_013176.1
OG0003425	XP_448775.1	NP_116609.1
OG0003426	XP_448776.1	NP_116608.1
OG0003427	XP_448777.1	NP_428268.1
OG0003428	XP_448779.1	NP_116605.1
OG0003429	XP_448780.1	NP_013575.1
OG0003430	XP_447266.1	NP_011388.1
OG0003431	XP_447267.1	NP_011389.3
OG0003432	XP_447268.1	NP_011457.1
OG0003433	XP_447271.1	NP_011460.3
OG0003434	XP_447272.1	NP_011461.1
OG0003435	XP_447273.1	NP_013404.1
OG0003436	XP_447275.1	NP_013402.1
OG0003437	XP_447276.1	NP_013401.1
OG0003438	XP_447278.1	NP_013398.1
OG0003439	XP_447280.1	NP_013395.1
OG0003440	XP_447281.1	NP_013393.1
OG0003441	XP_447282.1	NP_013392.1
OG0003442	XP_447283.1	NP_013870.1
OG0003443	XP_447284.1	NP_013869.1
OG0003444	XP_447287.1	NP_013864.1
OG0003445	XP_447289.1	NP_010202.1
OG0003446	XP_447290.1	NP_013860.1
OG0003447	XP_447291.1	NP_013858.1
OG0003448	XP_447292.1	NP_013857.1
OG0003449	XP_447293.1	NP_013856.1
OG0003450	XP_447294.1	NP_010558.3
OG0003451	XP_447295.1	NP_014682.1
OG0003452	XP_447296.1	NP_014681.1
OG0003453	XP_447297.1	NP_014680.2
OG0003454	XP_447298.1	NP_014679.1
OG0003455	XP_447299.1	NP_014678.1
OG0003456	XP_447300.1	NP_014198.1
OG0003457	XP_447301.1	NP_014765.3
OG0003458	XP_447303.1	NP_011972.1
OG0003459	XP_447304.1	NP_011973.1
OG0003460	XP_447307.1	NP_011977.1
OG0003461	XP_447308.1	NP_011978.1
OG0003462	XP_447309.1	NP_011979.1
OG0003463	XP_447311.1	NP_011981.1
OG0003464	XP_447313.1	NP_010868.1
OG0003465	XP_447314.1	NP_012584.3
OG0003466	XP_447318.1	NP_012580.1
OG0003467	XP_447320.1	NP_012578.3
OG0003468	XP_447321.1	NP_010887.3
OG0003469	XP_447322.1	NP_012576.1
OG0003470	XP_447323.1	NP_012575.3
OG0003471	XP_447324.1	NP_012574.1
OG0003472	XP_447325.1	NP_012573.1
OG0003473	XP_447326.1	NP_012570.3
OG0003474	XP_447327.1	NP_012569.1
OG0003475	XP_447329.1	NP_012017.1
OG0003476	XP_447330.1	NP_012018.1
OG0003477	XP_447331.1	NP_012019.1
OG0003478	XP_447332.1	NP_012020.1
OG0003479	XP_447333.1	NP_012021.1
OG0003480	XP_447336.1	NP_012024.1
OG0003481	XP_447338.1	NP_012026.1
OG0003482	XP_447343.1	NP_012029.1
OG0003483	XP_447347.1	NP_012033.2
OG0003484	XP_447348.1	NP_012034.1
OG0003485	XP_447350.1	NP_012035.1
OG0003486	XP_447351.1	NP_012036.1
OG0003487	XP_447352.1	NP_012037.1
OG0003488	XP_447353.1	NP_012038.2
OG0003489	XP_447354.1	NP_012039.1
OG0003490	XP_447355.1	NP_011767.3
OG0003491	XP_447356.1	NP_012040.1
OG0003492	XP_447357.1	NP_012041.1
OG0003493	XP_447358.1	NP_011769.1
OG0003494	XP_447359.1	NP_012042.1
OG0003495	XP_447361.1	NP_012045.3
OG0003496	XP_447362.1	NP_012046.4
OG0003497	XP_447363.1	NP_012048.3
OG0003498	XP_447366.1	NP_014011.1
OG0003499	XP_447367.1	NP_014012.1
OG0003500	XP_447368.1	NP_014013.1
OG0003501	XP_447369.1	NP_011984.1
OG0003502	XP_447370.1	NP_011982.1
OG0003503	XP_447371.1	NP_014758.3
OG0003505	XP_447375.1	NP_014755.1
OG0003506	XP_447376.1	NP_014754.3
OG0003507	XP_447377.1	NP_014753.1
OG0003508	XP_447378.1	NP_010784.1
OG0003509	XP_447379.1	NP_010786.3
OG0003510	XP_447380.1	NP_014119.1
OG0003511	XP_447381.1	NP_014118.1
OG0003512	XP_447383.1	NP_014115.1
OG0003513	XP_447384.1	NP_010893.3
OG0003514	XP_447386.1	NP_010891.1
OG0003515	XP_447387.1	NP_010890.3
OG0003516	XP_447389.1	NP_010888.1
OG0003517	XP_447390.1	NP_012577.1
OG0003518	XP_447391.1	NP_010885.1
OG0003519	XP_447393.1	NP_010114.1
OG0003520	XP_447394.1	NP_010115.1
OG0003521	XP_447395.1	NP_010116.1
OG0003522	XP_447396.1	NP_010117.1
OG0003523	XP_447397.1	NP_878060.1
OG0003524	XP_447399.1	NP_010121.1
OG0003525	XP_447400.1	NP_010122.1
OG0003526	XP_447401.1	NP_010124.1
OG0003527	XP_447402.1	NP_010125.1
OG0003528	XP_447404.1	NP_010127.1
OG0003529	XP_447405.1	NP_010128.1
OG0003530	XP_447406.1	NP_010131.1
OG0003531	XP_447407.1	NP_010132.1
OG0003532	XP_447408.1	NP_010134.1
OG0003533	XP_447409.1	NP_010135.1
OG0003534	XP_447410.1	NP_010136.1
OG0003535	XP_447411.1	NP_010137.2
OG0003536	XP_447412.1	NP_010138.1
OG0003537	XP_447413.1	NP_010139.1
OG0003538	XP_447414.1	NP_010140.1
OG0003539	XP_447415.1	NP_010141.1
OG0003540	XP_447416.1	NP_010142.2
OG0003541	XP_447418.1	NP_010088.1
OG0003542	XP_447421.1	NP_010096.1
OG0003543	XP_447423.1	NP_010098.1
OG0003544	XP_447424.1	NP_010230.1
OG0003545	XP_447426.1	NP_010231.1
OG0003546	XP_447427.1	NP_011286.1
OG0003547	XP_447428.1	NP_011287.1
OG0003548	XP_002999556.1	NP_011288.1
OG0003549	XP_447429.1	NP_011289.1
OG0003550	XP_447430.1	NP_011349.3
OG0003551	XP_447431.1	NP_011351.1
OG0003552	XP_447432.1	NP_011352.1
OG0003553	XP_447434.1	NP_011354.3
OG0003554	XP_447435.1	NP_011346.1
