Orthogroup	CBS138_protein	BG2_protein
OG0002932	XP_448138.1	QNG15300.1
OG0002933	XP_448139.1	QNG15301.1
OG0002934	XP_448142.1	QNG15304.1
OG0002935	XP_448143.1	QNG15305.1
OG0002936	XP_448144.1	QNG15306.1
OG0002937	XP_448145.1	QNG15307.1
OG0002938	XP_448146.1	QNG15308.1
OG0002939	XP_448147.1	QNG15309.1
OG0002940	XP_448149.1	QNG15311.1
OG0002941	XP_448153.1	QNG15314.1
OG0002942	XP_448154.1	QNG15315.1
OG0002943	XP_448155.1	QNG15316.1
OG0002944	XP_448156.1	QNG15317.1
OG0002945	XP_448157.1	QNG15318.1
OG0002946	XP_448158.1	QNG15319.1
OG0002947	XP_448159.1	QNG15320.1
OG0002948	XP_448160.1	QNG15321.1
OG0002949	XP_448161.1	QNG15322.1
OG0002950	XP_448162.1	QNG15323.1
OG0002951	XP_448163.1	QNG15324.1
OG0002952	XP_448164.1	QNG15325.1
OG0002953	XP_448165.1	QNG15326.1
OG0002954	XP_448167.1	QNG15328.1
OG0002955	XP_448169.1	QNG15330.1
OG0002956	XP_448171.1	QNG15332.1
OG0002957	XP_448172.1	QNG15333.1
OG0002958	XP_448173.1	QNG15334.1
OG0002959	XP_448174.1	QNG15335.1
OG0002960	XP_448175.1	QNG15336.1
OG0002961	XP_448176.1	QNG15337.1
OG0002962	XP_448178.1	QNG15339.1
OG0002963	XP_448179.1	QNG15340.1
OG0002964	XP_448180.1	QNG15341.1
OG0002965	XP_448181.1	QNG15342.1
OG0002966	XP_448182.1	QNG15343.1
OG0002967	XP_448183.1	QNG15344.1
OG0002968	XP_448184.1	QNG15345.1
OG0002969	XP_448186.1	QNG15347.1
OG0002970	XP_448187.1	QNG15348.1
OG0002971	XP_448188.1	QNG15349.1
OG0002972	XP_448189.1	QNG15350.1
OG0002973	XP_448190.1	QNG15351.1
OG0002974	XP_448191.1	QNG15352.1
OG0002975	XP_448192.1	QNG15353.1
OG0002976	XP_448193.1	QNG15354.1
OG0002977	XP_448195.1	QNG15356.1
OG0002978	XP_448197.1	QNG15358.1
OG0002979	XP_448198.1	QNG15359.1
OG0002980	XP_448199.1	QNG15360.1
OG0002981	XP_448200.1	QNG15361.1
OG0002982	XP_448201.1	QNG15362.1
OG0002983	XP_448202.1	QNG15363.1
OG0002984	XP_448203.1	QNG15364.1
OG0002985	XP_448204.1	QNG15365.1
OG0002986	XP_448205.1	QNG15366.1
OG0002987	XP_448206.1	QNG15367.1
OG0002988	XP_448208.1	QNG15369.1
OG0002989	XP_448210.1	QNG15371.1
OG0002990	XP_448212.1	QNG15373.1
OG0002991	XP_448213.1	QNG15374.1
OG0002992	XP_448214.1	QNG15375.1
OG0002993	XP_448215.1	QNG15376.1
OG0002994	XP_448216.1	QNG15377.1
OG0002995	XP_448219.1	QNG15380.1
OG0002996	XP_448221.1	QNG15382.1
OG0002997	XP_448222.1	QNG15383.1
OG0002998	XP_448223.1	QNG15384.1
OG0002999	XP_448226.1	QNG15387.1
OG0003000	XP_448227.1	QNG15388.1
OG0003001	XP_448228.1	QNG15389.1
OG0003002	XP_448229.1	QNG15390.1
OG0003003	XP_448230.1	QNG15391.1
OG0003004	XP_002999575.1	QNG15392.1, QNG15393.1
OG0003005	XP_448234.1	QNG15399.1
OG0003006	XP_448235.1	QNG15400.1
OG0003007	XP_448236.1	QNG15401.1
OG0003008	XP_448237.1	QNG15402.1
OG0003009	XP_448238.1	QNG15403.1
OG0003010	XP_448240.1	QNG15405.1
OG0003011	XP_448242.1	QNG15407.1
OG0003012	XP_448243.1	QNG15408.1
OG0003013	XP_448244.1	QNG15409.1
OG0003014	XP_448245.1	QNG15410.1
OG0003015	XP_448246.1	QNG15411.1
OG0003016	XP_448248.1	QNG15413.1
OG0003017	XP_448250.1	QNG15415.1
OG0003018	XP_448251.1	QNG15416.1
OG0003019	XP_448252.1	QNG15417.1
OG0003020	XP_448254.1	QNG15419.1
OG0003021	XP_448256.1	QNG15421.1
OG0003022	XP_448257.1	QNG15422.1
OG0003023	XP_448258.1	QNG15423.1
OG0003024	XP_448260.1	QNG15425.1
OG0003025	XP_448261.1	QNG15426.1
OG0003026	XP_448262.1	QNG15427.1
OG0003027	XP_448263.1	QNG15428.1
OG0003028	XP_448265.1	QNG15430.1
OG0003029	XP_448266.1	QNG15431.1
OG0003030	XP_448267.1	QNG15432.1
OG0003031	XP_448268.1	QNG15433.1
OG0003032	XP_448269.1	QNG15434.1
OG0003033	XP_448270.1	QNG15435.1
OG0003034	XP_448271.1	QNG15436.1
OG0003035	XP_448272.1	QNG15437.1
OG0003036	XP_448273.1	QNG15438.1
OG0003037	XP_448274.1	QNG15439.1
OG0003038	XP_448275.1	QNG15440.1
OG0003039	XP_448276.1	QNG15441.1
OG0003040	XP_448277.1	QNG15442.1
OG0003041	XP_448278.1	QNG15443.1
OG0003042	XP_448279.1	QNG15444.1
OG0003043	XP_448280.1	QNG15445.1
OG0003044	XP_448281.1	QNG15446.1
OG0003045	XP_448282.1	QNG15447.1
OG0003046	XP_448283.1	QNG15448.1
OG0003047	XP_448284.1	QNG15449.1
OG0003048	XP_448285.1	QNG15450.1
OG0003049	XP_448286.1	QNG15451.1
OG0003050	XP_448287.1	QNG15452.1
OG0003051	XP_448289.1	QNG15454.1
OG0003052	XP_448290.1	QNG15455.1
OG0003053	XP_448291.1	QNG15456.1
OG0003054	XP_448292.1	QNG15457.1
OG0003055	XP_448293.1	QNG15458.1
OG0003056	XP_448294.1	QNG15459.1
OG0003057	XP_448295.1	QNG15460.1
OG0003058	XP_448296.1	QNG15461.1
OG0003059	XP_448297.1	QNG15462.1
OG0003060	XP_448300.1	QNG15465.1
OG0003061	XP_448303.1	QNG15468.1
OG0003062	XP_448304.1	QNG15469.1
OG0003063	XP_448305.1	QNG15470.1
OG0003064	XP_448306.1	QNG15471.1
OG0003065	XP_448307.1	QNG15472.1
OG0003066	XP_448309.1	QNG15474.1
OG0003067	XP_448310.1	QNG15475.1
OG0003068	XP_448311.1	QNG15476.1
OG0003069	XP_448312.1	QNG15477.1
OG0003070	XP_448314.1	QNG15479.1
OG0003071	XP_448315.1	QNG15480.1
OG0003072	XP_448318.1	QNG15483.1
OG0003073	XP_448320.1	QNG15485.1
OG0003074	XP_448321.1	QNG15486.1
OG0003075	XP_448322.1	QNG15487.1
OG0003076	XP_448323.1	QNG15488.1
OG0003077	XP_448324.1	QNG15489.1
OG0003078	XP_448325.1	QNG15490.1
OG0003079	XP_448326.1	QNG15491.1
OG0003080	XP_448327.1	QNG15492.1
OG0003081	XP_448328.1	QNG15493.1
OG0003082	XP_448329.1	QNG15494.1
OG0003083	XP_448330.1	QNG15495.1
OG0003084	XP_448331.1	QNG15496.1
OG0003085	XP_448332.1	QNG15497.1
OG0003086	XP_448333.1	QNG15498.1
OG0003087	XP_448334.1	QNG15499.1
OG0003088	XP_448336.1	QNG15501.1
OG0003089	XP_448337.1	QNG15502.1
OG0003090	XP_448338.1	QNG15503.1
OG0003091	XP_449568.1	QNG16929.1, QNG15504.1
OG0003092	XP_448340.1	QNG15506.1
OG0003093	XP_448342.1	QNG15508.1
OG0003094	XP_448343.1	QNG15509.1
OG0003095	XP_448345.1	QNG15511.1
OG0003096	XP_448346.1	QNG15512.1
OG0003097	XP_448348.1	QNG15514.1
OG0003098	XP_448349.1	QNG15515.1
OG0003099	XP_448350.1	QNG15516.1
OG0003100	XP_448351.1	QNG15517.1
OG0003101	XP_448352.1	QNG15518.1
OG0003102	XP_448353.1	QNG15519.1
OG0003103	XP_448354.1	QNG15520.1
OG0003104	XP_448355.1	QNG15521.1
OG0003105	XP_448356.1	QNG15522.1
OG0003106	XP_448357.1	QNG15523.1
OG0003107	XP_448358.1	QNG15524.1
OG0003108	XP_448359.1	QNG15525.1
OG0003109	XP_448360.1	QNG15526.1
OG0003110	XP_448361.1	QNG15527.1
OG0003111	XP_448362.1	QNG15528.1
OG0003112	XP_448364.1	QNG15530.1
OG0003113	XP_448365.1	QNG15531.1
OG0003114	XP_448367.1	QNG15533.1
OG0003115	XP_448368.1	QNG15534.1
OG0003116	XP_448369.1	QNG15535.1
OG0003117	XP_448370.1	QNG15536.1
OG0003118	XP_448374.1	QNG15540.1
OG0003119	XP_002999577.1	QNG15541.1
OG0003120	XP_448375.1	QNG15542.1
OG0003121	XP_448377.1	QNG15544.1
OG0003122	XP_448378.1	QNG15545.1
OG0003123	XP_448380.1	QNG15547.1
OG0003124	XP_448382.1	QNG15549.1
OG0003125	XP_448383.1	QNG15550.1
OG0003126	XP_448384.1	QNG15551.1
OG0003127	XP_448385.1	QNG15552.1
OG0003128	XP_448387.2	QNG15554.1
OG0003129	XP_448388.1	QNG15555.1
OG0003130	XP_448389.1	QNG15556.1
OG0003131	XP_448390.1	QNG15557.1
OG0003132	XP_448391.1	QNG15558.1
OG0003133	XP_448392.1	QNG15559.1
OG0003134	XP_448393.1	QNG15560.1
OG0003135	XP_448394.1	QNG15561.1
OG0003136	XP_448395.2	QNG15562.1
OG0003137	XP_448396.1	QNG15563.1
OG0003138	XP_448397.1	QNG15564.1
OG0003139	XP_448398.1	QNG15565.1
OG0003140	XP_448399.1	QNG15566.1
OG0003141	XP_448400.1	QNG15567.1
OG0003142	XP_448402.1	QNG15569.1
OG0003143	XP_448403.1	QNG15570.1
OG0003144	XP_448404.1	QNG15571.1
OG0003145	XP_448406.1	QNG15573.1
OG0003146	XP_448408.1	QNG15575.1
OG0003147	XP_448410.1	QNG15577.1
OG0003148	XP_448411.1	QNG15578.1
OG0003149	XP_448412.1	QNG15579.1
OG0003150	XP_448413.1	QNG15580.1
OG0003151	XP_448414.1	QNG15581.1
OG0003152	XP_448417.1	QNG15584.1
OG0003153	XP_448418.1	QNG15585.1
OG0003154	XP_448420.1	QNG15587.1
OG0003155	XP_448421.1	QNG15588.1
OG0003156	XP_448422.1	QNG15589.1
OG0003157	XP_448423.1	QNG15590.1
OG0003158	XP_448427.1	QNG15594.1
OG0003159	XP_448428.1	QNG15595.1
OG0003160	XP_448434.1	QNG15600.1
OG0003161	XP_448435.1	QNG15601.1
OG0003162	XP_448436.1	QNG15602.1
OG0003163	XP_448437.1	QNG15603.1
OG0003164	XP_448438.1	QNG15604.1
OG0003165	XP_448439.1	QNG15605.1
OG0003166	XP_448440.1	QNG15606.1
OG0003167	XP_448441.1	QNG15607.1
OG0003168	XP_448442.1	QNG15608.1
OG0003169	XP_448443.1	QNG15609.1
OG0003170	XP_448444.1	QNG15610.1
OG0003171	XP_448445.1	QNG15611.1
OG0003172	XP_448446.1	QNG15612.1
OG0003173	XP_448447.1	QNG15613.1
OG0003174	XP_448448.1	QNG15614.1
OG0003175	XP_448449.1	QNG15615.1
OG0003176	XP_448450.1	QNG15616.1
OG0003177	XP_448451.1	QNG15617.1
OG0003178	XP_448452.1	QNG15618.1
OG0003179	XP_448456.1	QNG15622.1
OG0003180	XP_448457.1	QNG15623.1
OG0003181	XP_448458.1	QNG15624.1
OG0003182	XP_448459.1	QNG15625.1
OG0003183	XP_448460.1	QNG15627.1
OG0003184	XP_448461.1	QNG15628.1
OG0003185	XP_448462.1	QNG15629.1
OG0003186	XP_448463.2	QNG15630.1
OG0003187	XP_448464.1	QNG15631.1
OG0003188	XP_448466.1	QNG15633.1
OG0003189	XP_448467.1	QNG15634.1
OG0003190	XP_448468.1	QNG15635.1
OG0003191	XP_448469.1	QNG15636.1
OG0003192	XP_448475.1	QNG15642.1
OG0003193	XP_448477.1	QNG15644.1
OG0003194	XP_448478.1	QNG15645.1
OG0003195	XP_448479.1	QNG15647.1
OG0003196	XP_448481.1	QNG15649.1
OG0003197	XP_448482.1	QNG15650.1
OG0003198	XP_448484.1	QNG15652.1
OG0003199	XP_002999579.1	QNG15653.1
OG0003200	XP_448485.1	QNG15654.1
OG0003201	XP_448488.1	QNG15657.1
OG0003202	XP_448489.1	QNG15659.1
OG0003203	XP_448492.1	QNG15660.1
OG0003204	XP_448493.1	QNG15661.1
OG0003205	XP_448494.1	QNG15662.1
OG0003206	XP_448496.1	QNG15664.1
OG0003207	XP_448497.1	QNG15665.1
OG0003208	XP_448499.1	QNG15667.1
OG0003209	XP_448500.1	QNG15668.1
OG0003210	XP_448501.1	QNG15670.1
OG0003211	XP_448503.1	QNG15672.1
OG0003212	XP_448504.1	QNG15673.1
OG0003213	XP_448505.1	QNG15674.1
OG0003214	XP_448506.1	QNG15675.1
OG0003215	XP_448507.1	QNG15676.1
OG0003216	XP_448508.1	QNG15677.1
OG0003217	XP_448510.1	QNG15679.1
OG0003218	XP_448511.1	QNG15680.1
OG0003219	XP_448512.1	QNG15681.1
OG0003220	XP_448513.1	QNG15682.1
OG0003221	XP_448515.1	QNG15684.1
OG0003222	XP_448517.1	QNG15686.1
OG0003223	XP_448520.1	QNG15689.1
OG0003224	XP_448521.1	QNG15690.1
OG0003225	XP_448522.1	QNG15691.1
OG0003226	XP_448523.1	QNG15692.1
OG0003227	XP_448524.1	QNG15693.1
OG0003228	XP_448525.1	QNG15694.1
OG0003229	XP_448526.1	QNG15695.1
OG0003230	XP_448527.1	QNG15696.1
OG0003231	XP_448529.1	QNG15698.1
OG0003232	XP_448530.1	QNG15699.1
OG0003233	XP_448531.1	QNG15700.1
OG0003234	XP_448532.1	QNG15701.1
OG0003235	XP_002999580.1	QNG15702.1
OG0003236	XP_448533.1	QNG15703.1
OG0003237	XP_448534.1	QNG15704.1
OG0003238	XP_448538.1	QNG15708.1
OG0003239	XP_448540.1	QNG15710.1
OG0003240	XP_448541.1	QNG15711.1
OG0003241	XP_448544.1	QNG15715.1
OG0003242	XP_448552.1	QNG15722.1
OG0003243	XP_448554.1	QNG15724.1
OG0003244	XP_448556.1	QNG15726.1
OG0003245	XP_448557.1	QNG15727.1
OG0003246	XP_002999581.1	QNG15728.1
OG0003247	XP_448558.1	QNG15729.1
OG0003248	XP_448559.1	QNG15730.1
OG0003249	XP_448562.1	QNG15732.1
OG0003250	XP_448563.1	QNG15733.1
OG0003251	XP_448564.1	QNG15734.1
OG0003252	XP_448565.1	QNG15735.1
OG0003253	XP_448566.1	QNG15736.1
OG0003254	XP_448567.1	QNG15737.1
OG0003255	XP_448568.1	QNG15738.1
OG0003256	XP_448569.1	QNG15739.1
OG0003257	XP_448570.1	QNG15740.1
OG0003258	XP_448571.1	QNG15741.1
OG0003259	XP_448572.1	QNG15742.1
OG0003260	XP_448573.1	QNG15743.1
OG0003261	XP_448574.1	QNG15744.1
OG0003262	XP_448575.1	QNG15745.1
OG0003263	XP_448576.1	QNG15746.1
OG0003264	XP_448577.1	QNG15747.1
OG0003265	XP_448578.1	QNG15748.1
OG0003266	XP_448579.1	QNG15749.1
OG0003267	XP_448582.1	QNG15752.1
OG0003268	XP_448583.1	QNG15753.1
OG0003269	XP_448585.1	QNG15755.1
OG0003270	XP_448587.1	QNG15757.1
OG0003271	XP_448588.1	QNG15758.1
OG0003272	XP_448590.1	QNG15760.1
OG0003273	XP_448591.1	QNG15761.1
OG0003274	XP_448592.1	QNG15762.1
OG0003275	XP_448594.1	QNG15764.1
OG0003276	XP_448595.1	QNG15765.1
OG0003277	XP_448596.1	QNG15766.1
OG0003278	XP_448597.1	QNG15767.1
OG0003279	XP_448598.1	QNG15768.1
OG0003280	XP_448599.1	QNG15769.1
OG0003281	XP_448600.1	QNG15770.1
OG0003282	XP_448601.1	QNG15771.1
OG0003283	XP_448602.1	QNG15772.1
OG0003284	XP_448603.1	QNG15773.1
OG0003285	XP_448604.1	QNG15774.1
OG0003286	XP_448605.1	QNG15775.1
OG0003287	XP_448606.1	QNG15776.1
OG0003288	XP_448607.1	QNG15777.1
OG0003289	XP_448608.1	QNG15778.1
OG0003290	XP_448609.1	QNG15779.1
OG0003291	XP_448610.1	QNG15780.1
OG0003292	XP_448612.1	QNG15782.1
OG0003293	XP_448613.1	QNG15783.1
OG0003294	XP_448614.1	QNG15784.1
OG0003295	XP_448615.1	QNG15785.1
OG0003296	XP_448616.1	QNG15786.1
OG0003297	XP_448617.1	QNG15787.1
OG0003298	XP_448619.1	QNG15789.1
OG0003299	XP_448621.1	QNG15791.1
OG0003300	XP_448622.1	QNG15792.1
OG0003301	XP_448623.1	QNG15793.1
OG0003302	XP_448624.1	QNG15794.1
OG0003303	XP_448625.1	QNG15795.1
OG0003304	XP_448629.1	QNG15799.1
OG0003305	XP_448630.1	QNG15800.1
OG0003306	XP_448631.1	QNG15801.1
OG0003307	XP_448632.1	QNG15802.1
OG0003308	XP_448633.1	QNG15803.1
OG0003309	XP_448634.1	QNG15804.1
OG0003310	XP_448635.1	QNG15805.1
OG0003311	XP_448637.1	QNG15807.1
OG0003312	XP_448638.1	QNG15808.1
OG0003313	XP_448639.1	QNG15809.1
OG0003314	XP_448641.1	QNG15811.1
OG0003315	XP_448642.1	QNG15812.1
OG0003316	XP_448643.1	QNG15813.1
OG0003317	XP_448644.1	QNG15814.1
OG0003318	XP_002999582.1	QNG15816.1
OG0003319	XP_448646.1	QNG15817.1
OG0003320	XP_448647.1	QNG15818.1
OG0003321	XP_448648.1	QNG15819.1
OG0003322	XP_448649.1	QNG15820.1
OG0003323	XP_448650.1	QNG15821.1
OG0003324	XP_448651.1	QNG15822.1
OG0003325	XP_448652.1	QNG15823.1
OG0003326	XP_448653.1	QNG15824.1
OG0003327	XP_448654.1	QNG15825.1
OG0003328	XP_448655.1	QNG15826.1
OG0003329	XP_448656.1	QNG15827.1
OG0003330	XP_448657.1	QNG15828.1
OG0003331	XP_448658.1	QNG15829.1
OG0003332	XP_448659.1	QNG15830.1
OG0003333	XP_448660.1	QNG15831.1
OG0003334	XP_448662.1	QNG15833.1
OG0003335	XP_448663.1	QNG15834.1
OG0003336	XP_448664.1	QNG15835.1
OG0003337	XP_448665.1	QNG15836.1
OG0003338	XP_448666.1	QNG15837.1
OG0003339	XP_448667.1	QNG15838.1
OG0003340	XP_448669.1	QNG15840.1
OG0003341	XP_448670.1	QNG15841.1
OG0003342	XP_448671.1	QNG15842.1
OG0003343	XP_448672.1	QNG15843.1
OG0003344	XP_448674.1	QNG15845.1
OG0003345	XP_448675.1	QNG15846.1
OG0003346	XP_448676.1	QNG15847.1
OG0003347	XP_448677.1	QNG15848.1
OG0003348	XP_448680.1	QNG15851.1
OG0003349	XP_448681.1	QNG15852.1
OG0003350	XP_448683.1	QNG15854.1
OG0003351	XP_448684.2	QNG15855.1
OG0003352	XP_448686.1	QNG15857.1
OG0003353	XP_448687.1	QNG15858.1
OG0003354	XP_448688.1	QNG15859.1
OG0003355	XP_448690.1	QNG15863.1
OG0003356	XP_448691.1	QNG15864.1
OG0003357	XP_448692.1	QNG15865.1
OG0003358	XP_448693.1	QNG15866.1
OG0003359	XP_448694.1	QNG15867.1
OG0003360	XP_448695.1	QNG15868.1
OG0003361	XP_448696.1	QNG15869.1
OG0003362	XP_448697.1	QNG15870.1
OG0003363	XP_448698.1	QNG15871.1
OG0003364	XP_448699.1	QNG15872.1
OG0003365	XP_448700.1	QNG15873.1
OG0003366	XP_448701.1	QNG15874.1
OG0003367	XP_448703.1	QNG15876.1
OG0003368	XP_448704.1	QNG15877.1
OG0003369	XP_448706.1	QNG15879.1
OG0003370	XP_448707.1	QNG15880.1
OG0003371	XP_448708.1	QNG15881.1
OG0003372	XP_448709.2	QNG15882.1
OG0003373	XP_448710.1	QNG15883.1
OG0003374	XP_448711.1	QNG15884.1
OG0003375	XP_448712.1	QNG15885.1
OG0003376	XP_448716.1	QNG15888.1
OG0003377	XP_448717.1	QNG15889.1
OG0003378	XP_448718.1	QNG15890.1
OG0003379	XP_448719.1	QNG15891.1
OG0003380	XP_448720.1	QNG15892.1
OG0003381	XP_448721.1	QNG15893.1
OG0003382	XP_448723.1	QNG15895.1
OG0003383	XP_448724.1	QNG15896.1
OG0003384	XP_448725.1	QNG15897.1
OG0003385	XP_448727.1	QNG15899.1
OG0003386	XP_448728.1	QNG15900.1
OG0003387	XP_448729.1	QNG15901.1
OG0003388	XP_448730.1	QNG15902.1
OG0003389	XP_448731.1	QNG15903.1
OG0003390	XP_448733.1	QNG15905.1
OG0003391	XP_448735.1	QNG15907.1
OG0003392	XP_448737.1	QNG15909.1
OG0003393	XP_448739.1	QNG15911.1
OG0003394	XP_448741.1	QNG15913.1
OG0003395	XP_448742.1	QNG15914.1
OG0003396	XP_448743.1	QNG15915.1
OG0003397	XP_448744.1	QNG15916.1
OG0003398	XP_448745.1	QNG15917.1
OG0003399	XP_448746.1	QNG15918.1
OG0003400	XP_448747.1	QNG15919.1
OG0003401	XP_448748.1	QNG15920.1
OG0003402	XP_448749.1	QNG15921.1
OG0003403	XP_448751.1	QNG15923.1
OG0003404	XP_448752.1	QNG15924.1
OG0003405	XP_448754.1	QNG15925.1
OG0003406	XP_448755.1	QNG15926.1
OG0003407	XP_448756.1	QNG15927.1
OG0003408	XP_448757.1	QNG15928.1
OG0003409	XP_448758.1	QNG15929.1
OG0003410	XP_448759.1	QNG15930.1
OG0003411	XP_448760.1	QNG15931.1
OG0003412	XP_448761.1	QNG15932.1
OG0003413	XP_448762.1	QNG15933.1
OG0003414	XP_448763.1	QNG15934.1
OG0003415	XP_448764.1	QNG15935.1
OG0003416	XP_448765.1	QNG15936.1
OG0003417	XP_448766.1	QNG15937.1
OG0003418	XP_448767.1	QNG15938.1
OG0003419	XP_448768.2	QNG15939.1
OG0003420	XP_448769.1	QNG15940.1
OG0003421	XP_448770.1	QNG15941.1
OG0003422	XP_448772.1	QNG15943.1
OG0003423	XP_448773.1	QNG15944.1
OG0003424	XP_448774.1	QNG15945.1
OG0003425	XP_448775.1	QNG15946.1
OG0003426	XP_448776.1	QNG15947.1
OG0003427	XP_448777.1	QNG15948.1
OG0003428	XP_448779.1	QNG15950.1
OG0003429	XP_448780.1	QNG15951.1
OG0003430	XP_447266.1	QNG15960.1
OG0003431	XP_447267.1	QNG15961.1
OG0003432	XP_447268.1	QNG15962.1
OG0003433	XP_447271.1	QNG15965.1
OG0003434	XP_447272.1	QNG15966.1
OG0003435	XP_447273.1	QNG15967.1
OG0003436	XP_447275.1	QNG15969.1
OG0003437	XP_447276.1	QNG15970.1
OG0003438	XP_447278.1	QNG15972.1
OG0003439	XP_447280.1	QNG15974.1
OG0003440	XP_447281.1	QNG15975.1
OG0003441	XP_447282.1	QNG15976.1
OG0003442	XP_447283.1	QNG15977.1
OG0003443	XP_447284.1	QNG15978.1
OG0003444	XP_447287.1	QNG15981.1
OG0003445	XP_447289.1	QNG15983.1
OG0003446	XP_447290.1	QNG15984.1
OG0003447	XP_447291.1	QNG15985.1
OG0003448	XP_447292.1	QNG15986.1
OG0003449	XP_447293.1	QNG15987.1
OG0003450	XP_447294.1	QNG15988.1
OG0003451	XP_447295.1	QNG15989.1
OG0003452	XP_447296.1	QNG15990.1
OG0003453	XP_447297.1	QNG15991.1
OG0003454	XP_447298.1	QNG15992.1
OG0003455	XP_447299.1	QNG15993.1
OG0003456	XP_447300.1	QNG15994.1
OG0003457	XP_447301.1	QNG15995.1
OG0003458	XP_447303.1	QNG15997.1
OG0003459	XP_447304.1	QNG15998.1
OG0003460	XP_447307.1	QNG16001.1
OG0003461	XP_447308.1	QNG16002.1
OG0003462	XP_447309.1	QNG16003.1
OG0003463	XP_447311.1	QNG16005.1
OG0003464	XP_447313.1	QNG16007.1
OG0003465	XP_447314.1	QNG16008.1
OG0003466	XP_447318.1	QNG16012.1
OG0003467	XP_447320.1	QNG16014.1
OG0003468	XP_447321.1	QNG16015.1
OG0003469	XP_447322.1	QNG16016.1
OG0003470	XP_447323.1	QNG16017.1
OG0003471	XP_447324.1	QNG16018.1
OG0003472	XP_447325.1	QNG16019.1
OG0003473	XP_447326.1	QNG16020.1
OG0003474	XP_447327.1	QNG16021.1
OG0003475	XP_447329.1	QNG16023.1
OG0003476	XP_447330.1	QNG16024.1
OG0003477	XP_447331.1	QNG16025.1
OG0003478	XP_447332.1	QNG16026.1
OG0003479	XP_447333.1	QNG16027.1
OG0003480	XP_447336.1	QNG16030.1
OG0003481	XP_447338.1	QNG16032.1
OG0003482	XP_447343.1	QNG16037.1
OG0003483	XP_447347.1	QNG16041.1
OG0003484	XP_447348.1	QNG16042.1
OG0003485	XP_447350.1	QNG16044.1
OG0003486	XP_447351.1	QNG16045.1
OG0003487	XP_447352.1	QNG16046.1
OG0003488	XP_447353.1	QNG16047.1
OG0003489	XP_447354.1	QNG16048.1
OG0003490	XP_447355.1	QNG16049.1
OG0003491	XP_447356.1	QNG16050.1
OG0003492	XP_447357.1	QNG16051.1
OG0003493	XP_447358.1	QNG16052.1
OG0003494	XP_447359.1	QNG16053.1
OG0003495	XP_447361.1	QNG16055.1
OG0003496	XP_447362.1	QNG16056.1
OG0003497	XP_447363.1	QNG16057.1
OG0003498	XP_447366.1	QNG16060.1
OG0003499	XP_447367.1	QNG16061.1
OG0003500	XP_447368.1	QNG16062.1
OG0003501	XP_447369.1	QNG16063.1
OG0003502	XP_447370.1	QNG16064.1
OG0003503	XP_447371.1	QNG16065.1
OG0003504	XP_447374.1, XP_447373.1	QNG16066.1
OG0003505	XP_447375.1	QNG16067.1
OG0003506	XP_447376.1	QNG16068.1
OG0003507	XP_447377.1	QNG16069.1
OG0003508	XP_447378.1	QNG16070.1
OG0003509	XP_447379.1	QNG16071.1
OG0003510	XP_447380.1	QNG16072.1
OG0003511	XP_447381.1	QNG16073.1
OG0003512	XP_447383.1	QNG16075.1
OG0003513	XP_447384.1	QNG16076.1
OG0003514	XP_447386.1	QNG16078.1
OG0003515	XP_447387.1	QNG16079.1
OG0003516	XP_447389.1	QNG16081.1
OG0003517	XP_447390.1	QNG16082.1
OG0003518	XP_447391.1	QNG16083.1
OG0003519	XP_447393.1	QNG16085.1
OG0003520	XP_447394.1	QNG16086.1
OG0003521	XP_447395.1	QNG16087.1
OG0003522	XP_447396.1	QNG16088.1
OG0003523	XP_447397.1	QNG16089.1
OG0003524	XP_447399.1	QNG16091.1
OG0003525	XP_447400.1	QNG16092.1
OG0003526	XP_447401.1	QNG16093.1
OG0003527	XP_447402.1	QNG16094.1
OG0003528	XP_447404.1	QNG16096.1
OG0003529	XP_447405.1	QNG16097.1
OG0003530	XP_447406.1	QNG16098.1
OG0003531	XP_447407.1	QNG16099.1
OG0003532	XP_447408.1	QNG16100.1
OG0003533	XP_447409.1	QNG16101.1
OG0003534	XP_447410.1	QNG16102.1
OG0003535	XP_447411.1	QNG16103.1
OG0003536	XP_447412.1	QNG16104.1
OG0003537	XP_447413.1	QNG16105.1
OG0003538	XP_447414.1	QNG16106.1
OG0003539	XP_447415.1	QNG16107.1
OG0003540	XP_447416.1	QNG16108.1
OG0003541	XP_447418.1	QNG16110.1
OG0003542	XP_447421.1	QNG16113.1
OG0003543	XP_447423.1	QNG16114.1
OG0003544	XP_447424.1	QNG16115.1
OG0003545	XP_447426.1	QNG16117.1
OG0003546	XP_447427.1	QNG16118.1
OG0003547	XP_447428.1	QNG16119.1
OG0003548	XP_002999556.1	QNG16120.1
OG0003549	XP_447429.1	QNG16121.1
OG0003550	XP_447430.1	QNG16122.1
OG0003551	XP_447431.1	QNG16123.1
OG0003552	XP_447432.1	QNG16124.1
OG0003553	XP_447434.1	QNG16126.1
OG0003554	XP_447435.1	QNG16127.1
OG0003555	XP_002999557.1	QNG16129.1
OG0003556	XP_447440.1	QNG16133.1
OG0003557	XP_447441.1	QNG16134.1
OG0003558	XP_447442.1	QNG16135.1
OG0003559	XP_447443.1	QNG16136.1
OG0003560	XP_447444.1	QNG16137.1
OG0003561	XP_447445.1	QNG16138.1
OG0003562	XP_447446.1	QNG16139.1
OG0003563	XP_447448.1	QNG16141.1
OG0003564	XP_447449.1	QNG16142.1
