Orthogroup	BG2_protein	sacCer_protein
OG0002920	QNG15288.1	NP_010072.1
OG0002921	QNG15289.1	NP_010073.2
OG0002922	QNG15290.1	NP_010074.1
OG0002923	QNG15291.1	NP_010075.1
OG0002924	QNG15292.1	NP_010076.1
OG0002925	QNG15293.1	NP_010078.1
OG0002926	QNG15294.1	NP_010079.1
OG0002927	QNG15295.1	NP_010080.1
OG0002928	QNG15296.1	NP_010081.2
OG0002929	QNG15297.1	NP_010083.1
OG0002930	QNG15298.1	NP_009684.1
OG0002931	QNG15299.1	NP_009683.1
OG0002932	QNG15300.1	NP_009680.2
OG0002933	QNG15301.1	NP_009681.3
OG0002934	QNG15304.1	NP_014334.3
OG0002935	QNG15305.1	NP_014335.1
OG0002936	QNG15306.1	NP_014336.1
OG0002937	QNG15307.1	NP_014337.3
OG0002938	QNG15308.1	NP_014338.3
OG0002939	QNG15309.1	NP_014339.1
OG0002940	QNG15311.1	NP_014342.3
OG0002941	QNG15314.1	NP_014329.1
OG0002942	QNG15315.1	NP_014328.3
OG0002943	QNG15316.1	NP_014327.1
OG0002944	QNG15317.1	NP_014326.1
OG0002945	QNG15318.1	NP_014324.3
OG0002946	QNG15319.1	NP_014323.1
OG0002947	QNG15320.1	NP_014322.1
OG0002948	QNG15321.1	NP_014321.3
OG0002949	QNG15322.1	NP_011415.1
OG0002950	QNG15323.1	NP_011414.1
OG0002951	QNG15324.1	NP_011412.1
OG0002952	QNG15325.1	NP_011410.1
OG0002953	QNG15326.1	NP_012831.1
OG0002954	QNG15328.1	NP_010731.3
OG0002955	QNG15330.1	NP_010728.1
OG0002956	QNG15332.1	NP_010727.1
OG0002957	QNG15333.1	NP_013695.2
OG0002958	QNG15334.1	NP_010725.3
OG0002959	QNG15335.1	NP_011945.1
OG0002960	QNG15336.1	NP_011944.2
OG0002961	QNG15337.1	NP_011943.2
OG0002962	QNG15339.1	NP_011942.1
OG0002963	QNG15340.1	NP_011941.1
OG0002964	QNG15341.1	NP_011940.1
OG0002965	QNG15342.1	NP_058135.1
OG0002966	QNG15343.1	NP_011939.2
OG0002967	QNG15344.1	NP_011938.1
OG0002968	QNG15345.1	NP_011934.1
OG0002969	QNG15347.1	NP_011932.2
OG0002970	QNG15348.1	NP_010597.3
OG0002971	QNG15349.1	NP_010596.1
OG0002972	QNG15350.1	NP_010595.1
OG0002973	QNG15351.1	NP_015125.1
OG0002974	QNG15352.1	NP_010594.3
OG0002975	QNG15353.1	NP_010593.3
OG0002976	QNG15354.1	NP_013102.1
OG0002977	QNG15356.1	NP_012536.2
OG0002978	QNG15358.1	NP_014224.2
OG0002979	QNG15359.1	NP_014223.2
OG0002980	QNG15360.1	NP_014222.2
OG0002981	QNG15361.1	NP_014221.3
OG0002982	QNG15362.1	NP_014219.1
OG0002983	QNG15363.1	NP_014218.2
OG0002984	QNG15364.1	NP_014217.1
OG0002985	QNG15365.1	NP_014216.1
OG0002986	QNG15366.1	NP_014214.1
OG0002987	QNG15367.1	NP_014213.2
OG0002988	QNG15369.1	NP_014212.1
OG0002989	QNG15371.1	NP_014210.1
OG0002990	QNG15373.1	NP_014208.1
OG0002991	QNG15374.1	NP_014207.2
OG0002992	QNG15375.1	NP_014206.2
OG0002993	QNG15376.1	NP_014204.2
OG0002994	QNG15377.1	NP_014572.1
OG0002995	QNG15380.1	NP_013714.1
OG0002996	QNG15382.1	NP_013715.1
OG0002997	QNG15383.1	NP_013717.1
OG0002998	QNG15384.1	NP_013718.1
OG0002999	QNG15387.1	NP_013669.1
OG0003000	QNG15388.1	NP_013671.1
OG0003001	QNG15389.1	NP_013670.1
OG0003002	QNG15390.1	NP_010864.3
OG0003003	QNG15391.1	NP_010863.1
OG0003005	QNG15399.1	NP_012707.1
OG0003006	QNG15400.1	NP_012708.1
OG0003007	QNG15401.1	NP_012709.1
OG0003008	QNG15402.1	NP_012710.1
OG0003009	QNG15403.1	NP_012712.1
OG0003010	QNG15405.1	NP_012713.1
OG0003011	QNG15407.1	NP_012715.3
OG0003012	QNG15408.1	NP_012606.3
OG0003013	QNG15409.1	NP_012716.1
OG0003014	QNG15410.1	NP_012717.1
OG0003015	QNG15411.1	NP_012718.1
OG0003016	QNG15413.1	NP_015064.1
OG0003017	QNG15415.1	NP_012341.1
OG0003018	QNG15416.1	NP_012342.1
OG0003019	QNG15417.1	NP_012343.1
OG0003020	QNG15419.1	NP_012348.1
OG0003021	QNG15421.1	NP_011728.3
OG0003022	QNG15422.1	NP_011727.3
OG0003023	QNG15423.1	NP_011726.1
OG0003024	QNG15425.1	NP_011724.1
OG0003025	QNG15426.1	NP_011723.1
OG0003026	QNG15427.1	NP_011722.3
OG0003027	QNG15428.1	NP_011721.3
OG0003028	QNG15430.1	NP_011719.1
OG0003029	QNG15431.1	NP_011716.3
OG0003030	QNG15432.1	NP_011715.1
OG0003031	QNG15433.1	NP_011714.3
OG0003032	QNG15434.1	NP_011598.3
OG0003033	QNG15435.1	NP_011597.1
OG0003034	QNG15436.1	NP_011596.1
OG0003035	QNG15437.1	NP_011595.3
OG0003036	QNG15438.1	NP_011594.3
OG0003037	QNG15439.1	NP_011593.1
OG0003038	QNG15440.1	NP_011592.3
OG0003039	QNG15441.1	NP_014568.1
OG0003040	QNG15442.1	NP_011591.1
OG0003041	QNG15443.1	NP_011590.1
OG0003042	QNG15444.1	NP_011589.3
OG0003043	QNG15445.1	NP_011588.3
OG0003044	QNG15446.1	NP_011586.1
OG0003045	QNG15447.1	NP_010236.1
OG0003046	QNG15448.1	NP_010237.1
OG0003047	QNG15449.1	NP_010238.1
OG0003048	QNG15450.1	NP_010239.1
OG0003049	QNG15451.1	NP_010240.1
OG0003050	QNG15452.1	NP_010241.1
OG0003051	QNG15454.1	NP_010248.1
OG0003052	QNG15455.1	NP_010249.1
OG0003053	QNG15456.1	NP_010251.1
OG0003054	QNG15457.1	NP_010253.2
OG0003055	QNG15458.1	NP_010254.1
OG0003056	QNG15459.1	NP_010255.1
OG0003057	QNG15460.1	NP_010256.2
OG0003058	QNG15461.1	NP_010257.1
OG0003059	QNG15462.1	NP_010259.1
OG0003060	QNG15465.1	NP_010264.3
OG0003061	QNG15468.1	NP_010266.1
OG0003062	QNG15469.1	NP_010267.3
OG0003063	QNG15470.1	NP_010269.1
OG0003064	QNG15471.1	NP_010270.1
OG0003065	QNG15472.1	NP_010271.3
OG0003066	QNG15474.1	NP_011062.1
OG0003067	QNG15475.1	NP_011063.3
OG0003068	QNG15476.1	NP_009528.1
OG0003069	QNG15477.1	NP_009529.1
OG0003070	QNG15479.1	NP_011060.1
OG0003071	QNG15480.1	NP_011059.3
OG0003072	QNG15483.1	NP_011056.1
OG0003073	QNG15485.1	NP_011054.3
OG0003074	QNG15486.1	NP_011053.1
OG0003075	QNG15487.1	NP_011052.1
OG0003076	QNG15488.1	NP_011051.3
OG0003077	QNG15489.1	NP_011050.3
OG0003078	QNG15490.1	NP_011049.2
OG0003079	QNG15491.1	NP_015348.1
OG0003080	QNG15492.1	NP_015347.1
OG0003081	QNG15493.1	NP_015346.1
OG0003082	QNG15494.1	NP_011344.1
OG0003083	QNG15495.1	NP_015345.1
OG0003084	QNG15496.1	NP_015344.1
OG0003085	QNG15497.1	NP_015343.1
OG0003086	QNG15498.1	NP_015342.1
OG0003087	QNG15499.1	NP_015341.1
OG0003088	QNG15501.1	NP_011852.1
OG0003089	QNG15502.1	NP_011853.1
OG0003090	QNG15503.1	NP_011854.1
OG0003092	QNG15506.1	NP_011855.1
OG0003093	QNG15508.1	NP_011857.2
OG0003094	QNG15509.1	NP_011859.1
OG0003095	QNG15511.1	NP_011861.1
OG0003096	QNG15512.1	NP_012918.1
OG0003097	QNG15514.1	NP_012924.2
OG0003098	QNG15515.1	NP_011863.1
OG0003099	QNG15516.1	NP_011864.1
OG0003100	QNG15517.1	NP_011865.1
OG0003101	QNG15518.1	NP_012898.1
OG0003102	QNG15519.1	NP_011867.1
OG0003103	QNG15520.1	NP_013785.1
OG0003104	QNG15521.1	NP_013786.1
OG0003105	QNG15522.1	NP_013787.1
OG0003106	QNG15523.1	NP_013788.1
OG0003107	QNG15524.1	NP_013789.1
OG0003108	QNG15525.1	NP_013790.1
OG0003109	QNG15526.1	NP_011849.1
OG0003110	QNG15527.1	NP_011848.1
OG0003111	QNG15528.1	NP_011847.1
OG0003112	QNG15530.1	NP_011845.1
OG0003113	QNG15531.1	NP_011844.1
OG0003114	QNG15533.1	NP_011843.1
OG0003115	QNG15534.1	NP_013817.1
OG0003116	QNG15535.1	NP_013818.1
OG0003117	QNG15536.1	NP_013819.1
OG0003118	QNG15540.1	NP_013824.1
OG0003119	QNG15541.1	NP_013825.1
OG0003120	QNG15542.1	NP_013826.1
OG0003121	QNG15544.1	NP_013828.1
OG0003122	QNG15545.1	NP_013830.1
OG0003123	QNG15547.1	NP_013832.1
OG0003124	QNG15549.1	NP_013835.1
OG0003125	QNG15550.1	NP_013837.1
OG0003126	QNG15551.1	NP_061493.1
OG0003127	QNG15552.1	NP_013842.1
OG0003128	QNG15554.1	NP_013844.2
OG0003129	QNG15555.1	NP_013845.1
OG0003130	QNG15556.1	NP_013846.1
OG0003131	QNG15557.1	NP_013847.1
OG0003132	QNG15558.1	NP_013848.1
OG0003133	QNG15559.1	NP_013849.1
OG0003134	QNG15560.1	NP_013850.1
OG0003135	QNG15561.1	NP_013851.1
OG0003136	QNG15562.1	NP_013852.1
OG0003137	QNG15563.1	NP_013853.1
OG0003138	QNG15564.1	NP_013854.1
OG0003139	QNG15565.1	NP_011542.3
OG0003140	QNG15566.1	NP_011544.1
OG0003141	QNG15567.1	NP_011545.1
OG0003142	QNG15569.1	NP_011547.3
OG0003143	QNG15570.1	NP_011550.3
OG0003144	QNG15571.1	NP_011551.3
OG0003145	QNG15573.1	NP_011554.3
OG0003146	QNG15575.1	NP_011556.1
OG0003147	QNG15577.1	NP_011558.1
OG0003148	QNG15578.1	NP_011563.1
OG0003149	QNG15579.1	NP_011566.1
OG0003150	QNG15580.1	NP_011567.3
OG0003151	QNG15581.1	NP_011568.3
OG0003152	QNG15584.1	NP_011571.4
OG0003153	QNG15585.1	NP_011572.2
OG0003154	QNG15587.1	NP_011574.3
OG0003155	QNG15588.1	NP_011575.1
OG0003156	QNG15589.1	NP_011576.1
OG0003157	QNG15590.1	NP_011577.3
OG0003158	QNG15594.1	NP_011581.4
OG0003159	QNG15595.1	NP_011582.1
OG0003160	QNG15600.1	NP_014188.1
OG0003161	QNG15601.1	NP_014187.1
OG0003162	QNG15602.1	NP_014186.1
OG0003163	QNG15603.1	NP_014185.1
OG0003164	QNG15604.1	NP_010048.1
OG0003165	QNG15605.1	NP_014184.1
OG0003166	QNG15606.1	NP_014183.1
OG0003167	QNG15607.1	NP_014182.1
OG0003168	QNG15608.1	NP_010046.1
OG0003169	QNG15609.1	NP_014181.1
OG0003170	QNG15610.1	NP_014180.1
OG0003171	QNG15611.1	NP_014179.1
OG0003172	QNG15612.1	NP_014178.1
OG0003173	QNG15613.1	NP_014177.1
OG0003174	QNG15614.1	NP_015349.1
OG0003175	QNG15615.1	NP_015350.1
OG0003176	QNG15616.1	NP_015351.1
OG0003177	QNG15617.1	NP_015353.1
OG0003178	QNG15618.1	NP_015354.1
OG0003179	QNG15622.1	NP_015358.1
OG0003180	QNG15623.1	NP_015359.1
OG0003181	QNG15624.1	NP_015360.2
OG0003182	QNG15625.1	NP_015361.1
OG0003183	QNG15627.1	NP_015362.1
OG0003184	QNG15628.1	NP_015365.1
OG0003185	QNG15629.1	NP_014716.1
OG0003186	QNG15630.1	NP_014717.2
OG0003187	QNG15631.1	NP_014718.1
OG0003188	QNG15633.1	NP_014720.1
OG0003189	QNG15634.1	NP_014721.1
OG0003190	QNG15635.1	NP_014722.1
OG0003191	QNG15636.1	NP_014723.2
OG0003192	QNG15642.1	NP_010798.1
OG0003193	QNG15644.1	NP_010799.3
OG0003194	QNG15645.1	NP_010800.3
OG0003195	QNG15647.1	NP_010802.1
OG0003196	QNG15649.1	NP_011355.1
OG0003197	QNG15650.1	NP_013360.1
OG0003198	QNG15652.1	NP_013363.1
OG0003199	QNG15653.1	NP_013364.1
OG0003200	QNG15654.1	NP_013365.1
OG0003201	QNG15657.1	NP_013369.1
OG0003202	QNG15659.1	NP_010734.1
OG0003203	QNG15660.1	NP_010736.3
OG0003204	QNG15661.1	NP_010737.1
OG0003205	QNG15662.1	NP_010740.3
OG0003206	QNG15664.1	NP_010742.1
OG0003207	QNG15665.1	NP_010745.3
OG0003208	QNG15667.1	NP_010747.1
OG0003209	QNG15668.1	NP_010748.3
OG0003210	QNG15670.1	NP_010750.1
OG0003211	QNG15672.1	NP_010752.3
OG0003212	QNG15673.1	NP_010753.1
OG0003213	QNG15674.1	NP_010754.1
OG0003214	QNG15675.1	NP_010756.3
OG0003215	QNG15676.1	NP_010757.3
OG0003216	QNG15677.1	NP_010758.3
OG0003217	QNG15679.1	NP_010760.3
OG0003218	QNG15680.1	NP_009770.3
OG0003219	QNG15681.1	NP_009771.3
OG0003220	QNG15682.1	NP_009772.1
OG0003221	QNG15684.1	NP_009774.4
OG0003222	QNG15686.1	NP_009776.1
OG0003223	QNG15689.1	NP_009780.1
OG0003224	QNG15690.1	NP_009781.3
OG0003225	QNG15691.1	NP_009782.3
OG0003226	QNG15692.1	NP_009784.1
OG0003227	QNG15693.1	NP_009786.1
OG0003228	QNG15694.1	NP_009787.3
OG0003229	QNG15695.1	NP_009788.3
OG0003230	QNG15696.1	NP_009798.3
OG0003231	QNG15698.1	NP_009796.1
OG0003232	QNG15699.1	NP_009795.3
OG0003233	QNG15700.1	NP_009794.3
OG0003234	QNG15701.1	NP_009793.1
OG0003235	QNG15702.1	NP_631876.1
OG0003236	QNG15703.1	NP_009792.3
OG0003237	QNG15704.1	NP_009790.3
OG0003238	QNG15708.1	NP_013708.1
OG0003239	QNG15710.1	NP_013972.1
OG0003240	QNG15711.1	NP_009950.1
OG0003241	QNG15715.1	NP_013968.1
OG0003242	QNG15722.1	NP_012792.1
OG0003243	QNG15724.1	NP_116631.1
OG0003244	QNG15726.1	NP_683715.1
OG0003245	QNG15727.1	NP_009669.1
OG0003246	QNG15728.1	NP_878049.2
OG0003247	QNG15729.1	NP_009672.1
OG0003248	QNG15730.1	NP_009673.1
OG0003249	QNG15732.1	NP_015407.1
OG0003250	QNG15733.1	NP_015408.1
OG0003251	QNG15734.1	NP_015409.1
OG0003252	QNG15735.1	NP_015410.2
OG0003253	QNG15736.1	NP_009688.3
OG0003254	QNG15737.1	NP_015411.1
OG0003255	QNG15738.1	NP_015413.1
OG0003256	QNG15739.1	NP_015414.2
OG0003257	QNG15740.1	NP_015416.1
OG0003258	QNG15741.1	NP_015418.2
OG0003259	QNG15742.1	NP_015419.1
OG0003260	QNG15743.1	NP_015420.1
OG0003261	QNG15744.1	NP_015422.2
OG0003262	QNG15745.1	NP_012994.1
OG0003263	QNG15746.1	NP_012993.3
OG0003264	QNG15747.1	NP_012992.1
OG0003265	QNG15748.1	NP_011375.1
OG0003266	QNG15749.1	NP_012977.3
OG0003267	QNG15752.1	NP_012980.1
OG0003268	QNG15753.1	NP_012981.3
OG0003269	QNG15755.1	NP_012982.2
OG0003270	QNG15757.1	NP_013267.1
OG0003271	QNG15758.1	NP_011315.3
OG0003272	QNG15760.1	NP_012822.1
OG0003273	QNG15761.1	NP_012821.2
OG0003274	QNG15762.1	NP_012819.1
OG0003275	QNG15764.1	NP_012816.1
OG0003276	QNG15765.1	NP_012814.1
OG0003277	QNG15766.1	NP_012813.1
OG0003278	QNG15767.1	NP_012812.1
OG0003279	QNG15768.1	NP_012282.3
OG0003280	QNG15769.1	NP_014606.1
OG0003281	QNG15770.1	NP_012280.1
OG0003282	QNG15771.1	NP_012279.4
OG0003283	QNG15772.1	NP_014614.1
OG0003284	QNG15773.1	NP_013722.1
OG0003285	QNG15774.1	NP_013723.1
OG0003286	QNG15775.1	NP_011842.1
OG0003287	QNG15776.1	NP_014904.3
OG0003288	QNG15777.1	NP_014903.1
OG0003289	QNG15778.1	NP_014902.3
OG0003290	QNG15779.1	NP_014901.1
OG0003291	QNG15780.1	NP_014900.3
OG0003292	QNG15782.1	NP_014898.3
OG0003293	QNG15783.1	NP_014896.3
OG0003294	QNG15784.1	NP_014895.2
OG0003295	QNG15785.1	NP_014894.3
OG0003296	QNG15786.1	NP_014893.1
OG0003297	QNG15787.1	NP_014892.3
OG0003298	QNG15789.1	NP_014889.3
OG0003299	QNG15791.1	NP_009986.1
OG0003300	QNG15792.1	NP_009985.1
OG0003301	QNG15793.1	NP_009984.1
OG0003302	QNG15794.1	NP_009983.1
OG0003303	QNG15795.1	NP_009982.1
OG0003304	QNG15799.1	NP_011304.2
OG0003305	QNG15800.1	NP_014787.3
OG0003306	QNG15801.1	NP_014788.1
OG0003307	QNG15802.1	NP_014790.4
OG0003308	QNG15803.1	NP_014791.1
OG0003309	QNG15804.1	NP_010682.3
OG0003310	QNG15805.1	NP_014792.4
OG0003311	QNG15807.1	NP_014268.1
OG0003312	QNG15808.1	NP_014267.1
OG0003313	QNG15809.1	NP_014266.3
OG0003314	QNG15811.1	NP_014264.1
OG0003315	QNG15812.1	NP_014263.1
OG0003316	QNG15813.1	NP_014262.3
OG0003317	QNG15814.1	NP_014261.1
OG0003318	QNG15816.1	NP_878153.1
OG0003319	QNG15817.1	NP_014308.1
OG0003320	QNG15818.1	NP_014307.1
OG0003321	QNG15819.1	NP_014305.1
OG0003322	QNG15820.1	NP_015003.1
OG0003323	QNG15821.1	NP_015004.3
OG0003324	QNG15822.1	NP_015005.1
OG0003325	QNG15823.1	NP_015006.3
OG0003326	QNG15824.1	NP_010369.3
OG0003327	QNG15825.1	NP_010368.5
OG0003328	QNG15826.1	NP_010367.1
OG0003329	QNG15827.1	NP_010366.1
OG0003330	QNG15828.1	NP_010365.3
OG0003331	QNG15829.1	NP_076886.3
OG0003332	QNG15830.1	NP_010364.1
OG0003333	QNG15831.1	NP_010363.1
OG0003334	QNG15833.1	NP_010361.3
OG0003335	QNG15834.1	NP_010360.1
OG0003336	QNG15835.1	NP_014766.1
OG0003337	QNG15836.1	NP_014767.3
OG0003338	QNG15837.1	NP_014768.2
OG0003339	QNG15838.1	NP_014769.3
OG0003340	QNG15840.1	NP_014771.3
OG0003341	QNG15841.1	NP_014773.4
OG0003342	QNG15842.1	NP_116674.2
OG0003343	QNG15843.1	NP_116673.1
OG0003344	QNG15845.1	NP_116664.1
OG0003345	QNG15846.1	NP_116665.1
OG0003346	QNG15847.1	NP_116666.1
OG0003347	QNG15848.1	NP_116668.1
OG0003348	QNG15851.1	NP_116671.1
OG0003349	QNG15852.1	NP_444297.1
OG0003350	QNG15854.1	NP_013658.1
OG0003351	QNG15855.1	NP_013657.1
OG0003352	QNG15857.1	NP_013250.1
OG0003353	QNG15858.1	NP_013252.1
OG0003354	QNG15859.1	NP_010542.1
OG0003355	QNG15863.1	NP_013918.1
OG0003356	QNG15864.1	NP_013917.1
OG0003357	QNG15865.1	NP_013577.1
OG0003358	QNG15866.1	NP_010520.3
OG0003359	QNG15867.1	NP_010521.1
OG0003360	QNG15868.1	NP_010522.1
OG0003361	QNG15869.1	NP_010523.3
OG0003362	QNG15870.1	NP_012317.1
OG0003363	QNG15871.1	NP_010524.3
OG0003364	QNG15872.1	NP_010525.1
OG0003365	QNG15873.1	NP_010526.1
OG0003366	QNG15874.1	NP_010529.3
OG0003367	QNG15876.1	NP_010531.1
OG0003368	QNG15877.1	NP_010532.3
OG0003369	QNG15879.1	NP_010534.1
OG0003370	QNG15880.1	NP_010535.3
OG0003371	QNG15881.1	NP_010517.1
OG0003372	QNG15882.1	NP_010515.3
OG0003373	QNG15883.1	NP_010514.3
OG0003374	QNG15884.1	NP_010513.1
OG0003375	QNG15885.1	NP_010512.1
OG0003376	QNG15888.1	NP_012809.1
OG0003377	QNG15889.1	NP_012808.1
OG0003378	QNG15890.1	NP_012806.1
OG0003379	QNG15891.1	NP_012805.1
OG0003380	QNG15892.1	NP_012803.1
OG0003381	QNG15893.1	NP_012802.1
OG0003382	QNG15895.1	NP_012800.1
OG0003383	QNG15896.1	NP_010305.1
OG0003384	QNG15897.1	NP_010306.1
OG0003385	QNG15899.1	NP_010309.3
OG0003386	QNG15900.1	NP_010310.1
OG0003387	QNG15901.1	NP_010311.1
OG0003388	QNG15902.1	NP_010313.3
OG0003389	QNG15903.1	NP_010315.1
OG0003390	QNG15905.1	NP_010317.3
OG0003391	QNG15907.1	NP_010321.1
OG0003392	QNG15909.1	NP_010322.1
OG0003393	QNG15911.1	NP_010326.1
OG0003394	QNG15913.1	NP_010329.1
OG0003395	QNG15914.1	NP_009656.2
OG0003396	QNG15915.1	NP_009659.3
OG0003397	QNG15916.1	NP_009660.1
OG0003398	QNG15917.1	NP_009661.1
OG0003399	QNG15918.1	NP_009662.3
OG0003400	QNG15919.1	NP_015385.1
OG0003401	QNG15920.1	NP_009663.1
OG0003402	QNG15921.1	NP_009664.1
OG0003403	QNG15923.1	NP_009666.3
OG0003404	QNG15924.1	NP_009668.3
OG0003405	QNG15925.1	NP_116629.1
OG0003406	QNG15926.1	NP_116628.1
OG0003407	QNG15927.1	NP_116627.2
OG0003408	QNG15928.1	NP_444296.1
OG0003409	QNG15929.1	NP_116625.1
OG0003410	QNG15930.1	NP_116624.1
OG0003411	QNG15931.1	NP_116623.1
OG0003412	QNG15932.1	NP_116622.1
OG0003413	QNG15933.1	NP_116620.1
OG0003414	QNG15934.1	NP_116583.2
OG0003415	QNG15935.1	NP_116618.1
OG0003416	QNG15936.1	NP_116617.1
OG0003417	QNG15937.1	NP_116616.1
OG0003418	QNG15938.1	NP_116615.1
OG0003419	QNG15939.1	NP_116614.1
OG0003420	QNG15940.1	NP_116613.1
OG0003421	QNG15941.1	NP_116612.1
OG0003422	QNG15943.1	NP_116610.1
OG0003423	QNG15944.1	NP_013175.1
OG0003424	QNG15945.1	NP_013176.1
OG0003425	QNG15946.1	NP_116609.1
OG0003426	QNG15947.1	NP_116608.1
OG0003427	QNG15948.1	NP_428268.1
OG0003428	QNG15950.1	NP_116605.1
OG0003429	QNG15951.1	NP_013575.1
OG0003430	QNG15960.1	NP_011388.1
OG0003431	QNG15961.1	NP_011389.3
OG0003432	QNG15962.1	NP_011457.1
OG0003433	QNG15965.1	NP_011460.3
OG0003434	QNG15966.1	NP_011461.1
OG0003435	QNG15967.1	NP_013404.1
OG0003436	QNG15969.1	NP_013402.1
OG0003437	QNG15970.1	NP_013401.1
OG0003438	QNG15972.1	NP_013398.1
OG0003439	QNG15974.1	NP_013395.1
OG0003440	QNG15975.1	NP_013393.1
OG0003441	QNG15976.1	NP_013392.1
OG0003442	QNG15977.1	NP_013870.1
OG0003443	QNG15978.1	NP_013869.1
OG0003444	QNG15981.1	NP_013864.1
OG0003445	QNG15983.1	NP_010202.1
OG0003446	QNG15984.1	NP_013860.1
OG0003447	QNG15985.1	NP_013858.1
OG0003448	QNG15986.1	NP_013857.1
OG0003449	QNG15987.1	NP_013856.1
OG0003450	QNG15988.1	NP_010558.3
OG0003451	QNG15989.1	NP_014682.1
OG0003452	QNG15990.1	NP_014681.1
OG0003453	QNG15991.1	NP_014680.2
OG0003454	QNG15992.1	NP_014679.1
OG0003455	QNG15993.1	NP_014678.1
OG0003456	QNG15994.1	NP_014198.1
OG0003457	QNG15995.1	NP_014765.3
OG0003458	QNG15997.1	NP_011972.1
OG0003459	QNG15998.1	NP_011973.1
OG0003460	QNG16001.1	NP_011977.1
OG0003461	QNG16002.1	NP_011978.1
OG0003462	QNG16003.1	NP_011979.1
OG0003463	QNG16005.1	NP_011981.1
OG0003464	QNG16007.1	NP_010868.1
OG0003465	QNG16008.1	NP_012584.3
OG0003466	QNG16012.1	NP_012580.1
OG0003467	QNG16014.1	NP_012578.3
OG0003468	QNG16015.1	NP_010887.3
OG0003469	QNG16016.1	NP_012576.1
OG0003470	QNG16017.1	NP_012575.3
OG0003471	QNG16018.1	NP_012574.1
OG0003472	QNG16019.1	NP_012573.1
OG0003473	QNG16020.1	NP_012570.3
OG0003474	QNG16021.1	NP_012569.1
OG0003475	QNG16023.1	NP_012017.1
OG0003476	QNG16024.1	NP_012018.1
OG0003477	QNG16025.1	NP_012019.1
OG0003478	QNG16026.1	NP_012020.1
OG0003479	QNG16027.1	NP_012021.1
OG0003480	QNG16030.1	NP_012024.1
OG0003481	QNG16032.1	NP_012026.1
OG0003482	QNG16037.1	NP_012029.1
OG0003483	QNG16041.1	NP_012033.2
OG0003484	QNG16042.1	NP_012034.1
OG0003485	QNG16044.1	NP_012035.1
OG0003486	QNG16045.1	NP_012036.1
OG0003487	QNG16046.1	NP_012037.1
OG0003488	QNG16047.1	NP_012038.2
OG0003489	QNG16048.1	NP_012039.1
OG0003490	QNG16049.1	NP_011767.3
OG0003491	QNG16050.1	NP_012040.1
OG0003492	QNG16051.1	NP_012041.1
OG0003493	QNG16052.1	NP_011769.1
OG0003494	QNG16053.1	NP_012042.1
OG0003495	QNG16055.1	NP_012045.3
OG0003496	QNG16056.1	NP_012046.4
OG0003497	QNG16057.1	NP_012048.3
OG0003498	QNG16060.1	NP_014011.1
OG0003499	QNG16061.1	NP_014012.1
OG0003500	QNG16062.1	NP_014013.1
OG0003501	QNG16063.1	NP_011984.1
OG0003502	QNG16064.1	NP_011982.1
OG0003503	QNG16065.1	NP_014758.3
OG0003505	QNG16067.1	NP_014755.1
OG0003506	QNG16068.1	NP_014754.3
OG0003507	QNG16069.1	NP_014753.1
OG0003508	QNG16070.1	NP_010784.1
OG0003509	QNG16071.1	NP_010786.3
OG0003510	QNG16072.1	NP_014119.1
OG0003511	QNG16073.1	NP_014118.1
OG0003512	QNG16075.1	NP_014115.1
OG0003513	QNG16076.1	NP_010893.3
OG0003514	QNG16078.1	NP_010891.1
OG0003515	QNG16079.1	NP_010890.3
OG0003516	QNG16081.1	NP_010888.1
OG0003517	QNG16082.1	NP_012577.1
OG0003518	QNG16083.1	NP_010885.1
OG0003519	QNG16085.1	NP_010114.1
OG0003520	QNG16086.1	NP_010115.1
OG0003521	QNG16087.1	NP_010116.1
OG0003522	QNG16088.1	NP_010117.1
OG0003523	QNG16089.1	NP_878060.1
OG0003524	QNG16091.1	NP_010121.1
OG0003525	QNG16092.1	NP_010122.1
OG0003526	QNG16093.1	NP_010124.1
OG0003527	QNG16094.1	NP_010125.1
OG0003528	QNG16096.1	NP_010127.1
OG0003529	QNG16097.1	NP_010128.1
OG0003530	QNG16098.1	NP_010131.1
OG0003531	QNG16099.1	NP_010132.1
OG0003532	QNG16100.1	NP_010134.1
OG0003533	QNG16101.1	NP_010135.1
OG0003534	QNG16102.1	NP_010136.1
OG0003535	QNG16103.1	NP_010137.2
OG0003536	QNG16104.1	NP_010138.1
OG0003537	QNG16105.1	NP_010139.1
OG0003538	QNG16106.1	NP_010140.1
OG0003539	QNG16107.1	NP_010141.1
OG0003540	QNG16108.1	NP_010142.2
OG0003541	QNG16110.1	NP_010088.1
OG0003542	QNG16113.1	NP_010096.1
OG0003543	QNG16114.1	NP_010098.1
OG0003544	QNG16115.1	NP_010230.1
OG0003545	QNG16117.1	NP_010231.1
OG0003546	QNG16118.1	NP_011286.1
OG0003547	QNG16119.1	NP_011287.1
OG0003548	QNG16120.1	NP_011288.1
OG0003549	QNG16121.1	NP_011289.1
OG0003550	QNG16122.1	NP_011349.3
OG0003551	QNG16123.1	NP_011351.1
OG0003552	QNG16124.1	NP_011352.1
OG0003553	QNG16126.1	NP_011354.3
OG0003554	QNG16127.1	NP_011346.1
OG0003555	QNG16129.1	NP_878102.1
OG0003556	QNG16133.1	NP_012395.1
OG0003557	QNG16134.1	NP_009410.1
