Orthogroup	BG2_protein	CBS138_protein
OG0002932	QNG15300.1	XP_448138.1
OG0002933	QNG15301.1	XP_448139.1
OG0002934	QNG15304.1	XP_448142.1
OG0002935	QNG15305.1	XP_448143.1
OG0002936	QNG15306.1	XP_448144.1
OG0002937	QNG15307.1	XP_448145.1
OG0002938	QNG15308.1	XP_448146.1
OG0002939	QNG15309.1	XP_448147.1
OG0002940	QNG15311.1	XP_448149.1
OG0002941	QNG15314.1	XP_448153.1
OG0002942	QNG15315.1	XP_448154.1
OG0002943	QNG15316.1	XP_448155.1
OG0002944	QNG15317.1	XP_448156.1
OG0002945	QNG15318.1	XP_448157.1
OG0002946	QNG15319.1	XP_448158.1
OG0002947	QNG15320.1	XP_448159.1
OG0002948	QNG15321.1	XP_448160.1
OG0002949	QNG15322.1	XP_448161.1
OG0002950	QNG15323.1	XP_448162.1
OG0002951	QNG15324.1	XP_448163.1
OG0002952	QNG15325.1	XP_448164.1
OG0002953	QNG15326.1	XP_448165.1
OG0002954	QNG15328.1	XP_448167.1
OG0002955	QNG15330.1	XP_448169.1
OG0002956	QNG15332.1	XP_448171.1
OG0002957	QNG15333.1	XP_448172.1
OG0002958	QNG15334.1	XP_448173.1
OG0002959	QNG15335.1	XP_448174.1
OG0002960	QNG15336.1	XP_448175.1
OG0002961	QNG15337.1	XP_448176.1
OG0002962	QNG15339.1	XP_448178.1
OG0002963	QNG15340.1	XP_448179.1
OG0002964	QNG15341.1	XP_448180.1
OG0002965	QNG15342.1	XP_448181.1
OG0002966	QNG15343.1	XP_448182.1
OG0002967	QNG15344.1	XP_448183.1
OG0002968	QNG15345.1	XP_448184.1
OG0002969	QNG15347.1	XP_448186.1
OG0002970	QNG15348.1	XP_448187.1
OG0002971	QNG15349.1	XP_448188.1
OG0002972	QNG15350.1	XP_448189.1
OG0002973	QNG15351.1	XP_448190.1
OG0002974	QNG15352.1	XP_448191.1
OG0002975	QNG15353.1	XP_448192.1
OG0002976	QNG15354.1	XP_448193.1
OG0002977	QNG15356.1	XP_448195.1
OG0002978	QNG15358.1	XP_448197.1
OG0002979	QNG15359.1	XP_448198.1
OG0002980	QNG15360.1	XP_448199.1
OG0002981	QNG15361.1	XP_448200.1
OG0002982	QNG15362.1	XP_448201.1
OG0002983	QNG15363.1	XP_448202.1
OG0002984	QNG15364.1	XP_448203.1
OG0002985	QNG15365.1	XP_448204.1
OG0002986	QNG15366.1	XP_448205.1
OG0002987	QNG15367.1	XP_448206.1
OG0002988	QNG15369.1	XP_448208.1
OG0002989	QNG15371.1	XP_448210.1
OG0002990	QNG15373.1	XP_448212.1
OG0002991	QNG15374.1	XP_448213.1
OG0002992	QNG15375.1	XP_448214.1
OG0002993	QNG15376.1	XP_448215.1
OG0002994	QNG15377.1	XP_448216.1
OG0002995	QNG15380.1	XP_448219.1
OG0002996	QNG15382.1	XP_448221.1
OG0002997	QNG15383.1	XP_448222.1
OG0002998	QNG15384.1	XP_448223.1
OG0002999	QNG15387.1	XP_448226.1
OG0003000	QNG15388.1	XP_448227.1
OG0003001	QNG15389.1	XP_448228.1
OG0003002	QNG15390.1	XP_448229.1
OG0003003	QNG15391.1	XP_448230.1
OG0003004	QNG15392.1, QNG15393.1	XP_002999575.1
OG0003005	QNG15399.1	XP_448234.1
OG0003006	QNG15400.1	XP_448235.1
OG0003007	QNG15401.1	XP_448236.1
OG0003008	QNG15402.1	XP_448237.1
OG0003009	QNG15403.1	XP_448238.1
OG0003010	QNG15405.1	XP_448240.1
OG0003011	QNG15407.1	XP_448242.1
OG0003012	QNG15408.1	XP_448243.1
OG0003013	QNG15409.1	XP_448244.1
OG0003014	QNG15410.1	XP_448245.1
OG0003015	QNG15411.1	XP_448246.1
OG0003016	QNG15413.1	XP_448248.1
OG0003017	QNG15415.1	XP_448250.1
OG0003018	QNG15416.1	XP_448251.1
OG0003019	QNG15417.1	XP_448252.1
OG0003020	QNG15419.1	XP_448254.1
OG0003021	QNG15421.1	XP_448256.1
OG0003022	QNG15422.1	XP_448257.1
OG0003023	QNG15423.1	XP_448258.1
OG0003024	QNG15425.1	XP_448260.1
OG0003025	QNG15426.1	XP_448261.1
OG0003026	QNG15427.1	XP_448262.1
OG0003027	QNG15428.1	XP_448263.1
OG0003028	QNG15430.1	XP_448265.1
OG0003029	QNG15431.1	XP_448266.1
OG0003030	QNG15432.1	XP_448267.1
OG0003031	QNG15433.1	XP_448268.1
OG0003032	QNG15434.1	XP_448269.1
OG0003033	QNG15435.1	XP_448270.1
OG0003034	QNG15436.1	XP_448271.1
OG0003035	QNG15437.1	XP_448272.1
OG0003036	QNG15438.1	XP_448273.1
OG0003037	QNG15439.1	XP_448274.1
OG0003038	QNG15440.1	XP_448275.1
OG0003039	QNG15441.1	XP_448276.1
OG0003040	QNG15442.1	XP_448277.1
OG0003041	QNG15443.1	XP_448278.1
OG0003042	QNG15444.1	XP_448279.1
OG0003043	QNG15445.1	XP_448280.1
OG0003044	QNG15446.1	XP_448281.1
OG0003045	QNG15447.1	XP_448282.1
OG0003046	QNG15448.1	XP_448283.1
OG0003047	QNG15449.1	XP_448284.1
OG0003048	QNG15450.1	XP_448285.1
OG0003049	QNG15451.1	XP_448286.1
OG0003050	QNG15452.1	XP_448287.1
OG0003051	QNG15454.1	XP_448289.1
OG0003052	QNG15455.1	XP_448290.1
OG0003053	QNG15456.1	XP_448291.1
OG0003054	QNG15457.1	XP_448292.1
OG0003055	QNG15458.1	XP_448293.1
OG0003056	QNG15459.1	XP_448294.1
OG0003057	QNG15460.1	XP_448295.1
OG0003058	QNG15461.1	XP_448296.1
OG0003059	QNG15462.1	XP_448297.1
OG0003060	QNG15465.1	XP_448300.1
OG0003061	QNG15468.1	XP_448303.1
OG0003062	QNG15469.1	XP_448304.1
OG0003063	QNG15470.1	XP_448305.1
OG0003064	QNG15471.1	XP_448306.1
OG0003065	QNG15472.1	XP_448307.1
OG0003066	QNG15474.1	XP_448309.1
OG0003067	QNG15475.1	XP_448310.1
OG0003068	QNG15476.1	XP_448311.1
OG0003069	QNG15477.1	XP_448312.1
OG0003070	QNG15479.1	XP_448314.1
OG0003071	QNG15480.1	XP_448315.1
OG0003072	QNG15483.1	XP_448318.1
OG0003073	QNG15485.1	XP_448320.1
OG0003074	QNG15486.1	XP_448321.1
OG0003075	QNG15487.1	XP_448322.1
OG0003076	QNG15488.1	XP_448323.1
OG0003077	QNG15489.1	XP_448324.1
OG0003078	QNG15490.1	XP_448325.1
OG0003079	QNG15491.1	XP_448326.1
OG0003080	QNG15492.1	XP_448327.1
OG0003081	QNG15493.1	XP_448328.1
OG0003082	QNG15494.1	XP_448329.1
OG0003083	QNG15495.1	XP_448330.1
OG0003084	QNG15496.1	XP_448331.1
OG0003085	QNG15497.1	XP_448332.1
OG0003086	QNG15498.1	XP_448333.1
OG0003087	QNG15499.1	XP_448334.1
OG0003088	QNG15501.1	XP_448336.1
OG0003089	QNG15502.1	XP_448337.1
OG0003090	QNG15503.1	XP_448338.1
OG0003091	QNG16929.1, QNG15504.1	XP_449568.1
OG0003092	QNG15506.1	XP_448340.1
OG0003093	QNG15508.1	XP_448342.1
OG0003094	QNG15509.1	XP_448343.1
OG0003095	QNG15511.1	XP_448345.1
OG0003096	QNG15512.1	XP_448346.1
OG0003097	QNG15514.1	XP_448348.1
OG0003098	QNG15515.1	XP_448349.1
OG0003099	QNG15516.1	XP_448350.1
OG0003100	QNG15517.1	XP_448351.1
OG0003101	QNG15518.1	XP_448352.1
OG0003102	QNG15519.1	XP_448353.1
OG0003103	QNG15520.1	XP_448354.1
OG0003104	QNG15521.1	XP_448355.1
OG0003105	QNG15522.1	XP_448356.1
OG0003106	QNG15523.1	XP_448357.1
OG0003107	QNG15524.1	XP_448358.1
OG0003108	QNG15525.1	XP_448359.1
OG0003109	QNG15526.1	XP_448360.1
OG0003110	QNG15527.1	XP_448361.1
OG0003111	QNG15528.1	XP_448362.1
OG0003112	QNG15530.1	XP_448364.1
OG0003113	QNG15531.1	XP_448365.1
OG0003114	QNG15533.1	XP_448367.1
OG0003115	QNG15534.1	XP_448368.1
OG0003116	QNG15535.1	XP_448369.1
OG0003117	QNG15536.1	XP_448370.1
OG0003118	QNG15540.1	XP_448374.1
OG0003119	QNG15541.1	XP_002999577.1
OG0003120	QNG15542.1	XP_448375.1
OG0003121	QNG15544.1	XP_448377.1
OG0003122	QNG15545.1	XP_448378.1
OG0003123	QNG15547.1	XP_448380.1
OG0003124	QNG15549.1	XP_448382.1
OG0003125	QNG15550.1	XP_448383.1
OG0003126	QNG15551.1	XP_448384.1
OG0003127	QNG15552.1	XP_448385.1
OG0003128	QNG15554.1	XP_448387.2
OG0003129	QNG15555.1	XP_448388.1
OG0003130	QNG15556.1	XP_448389.1
OG0003131	QNG15557.1	XP_448390.1
OG0003132	QNG15558.1	XP_448391.1
OG0003133	QNG15559.1	XP_448392.1
OG0003134	QNG15560.1	XP_448393.1
OG0003135	QNG15561.1	XP_448394.1
OG0003136	QNG15562.1	XP_448395.2
OG0003137	QNG15563.1	XP_448396.1
OG0003138	QNG15564.1	XP_448397.1
OG0003139	QNG15565.1	XP_448398.1
OG0003140	QNG15566.1	XP_448399.1
OG0003141	QNG15567.1	XP_448400.1
OG0003142	QNG15569.1	XP_448402.1
OG0003143	QNG15570.1	XP_448403.1
OG0003144	QNG15571.1	XP_448404.1
OG0003145	QNG15573.1	XP_448406.1
OG0003146	QNG15575.1	XP_448408.1
OG0003147	QNG15577.1	XP_448410.1
OG0003148	QNG15578.1	XP_448411.1
OG0003149	QNG15579.1	XP_448412.1
OG0003150	QNG15580.1	XP_448413.1
OG0003151	QNG15581.1	XP_448414.1
OG0003152	QNG15584.1	XP_448417.1
OG0003153	QNG15585.1	XP_448418.1
OG0003154	QNG15587.1	XP_448420.1
OG0003155	QNG15588.1	XP_448421.1
OG0003156	QNG15589.1	XP_448422.1
OG0003157	QNG15590.1	XP_448423.1
OG0003158	QNG15594.1	XP_448427.1
OG0003159	QNG15595.1	XP_448428.1
OG0003160	QNG15600.1	XP_448434.1
OG0003161	QNG15601.1	XP_448435.1
OG0003162	QNG15602.1	XP_448436.1
OG0003163	QNG15603.1	XP_448437.1
OG0003164	QNG15604.1	XP_448438.1
OG0003165	QNG15605.1	XP_448439.1
OG0003166	QNG15606.1	XP_448440.1
OG0003167	QNG15607.1	XP_448441.1
OG0003168	QNG15608.1	XP_448442.1
OG0003169	QNG15609.1	XP_448443.1
OG0003170	QNG15610.1	XP_448444.1
OG0003171	QNG15611.1	XP_448445.1
OG0003172	QNG15612.1	XP_448446.1
OG0003173	QNG15613.1	XP_448447.1
OG0003174	QNG15614.1	XP_448448.1
OG0003175	QNG15615.1	XP_448449.1
OG0003176	QNG15616.1	XP_448450.1
OG0003177	QNG15617.1	XP_448451.1
OG0003178	QNG15618.1	XP_448452.1
OG0003179	QNG15622.1	XP_448456.1
OG0003180	QNG15623.1	XP_448457.1
OG0003181	QNG15624.1	XP_448458.1
OG0003182	QNG15625.1	XP_448459.1
OG0003183	QNG15627.1	XP_448460.1
OG0003184	QNG15628.1	XP_448461.1
OG0003185	QNG15629.1	XP_448462.1
OG0003186	QNG15630.1	XP_448463.2
OG0003187	QNG15631.1	XP_448464.1
OG0003188	QNG15633.1	XP_448466.1
OG0003189	QNG15634.1	XP_448467.1
OG0003190	QNG15635.1	XP_448468.1
OG0003191	QNG15636.1	XP_448469.1
OG0003192	QNG15642.1	XP_448475.1
OG0003193	QNG15644.1	XP_448477.1
OG0003194	QNG15645.1	XP_448478.1
OG0003195	QNG15647.1	XP_448479.1
OG0003196	QNG15649.1	XP_448481.1
OG0003197	QNG15650.1	XP_448482.1
OG0003198	QNG15652.1	XP_448484.1
OG0003199	QNG15653.1	XP_002999579.1
OG0003200	QNG15654.1	XP_448485.1
OG0003201	QNG15657.1	XP_448488.1
OG0003202	QNG15659.1	XP_448489.1
OG0003203	QNG15660.1	XP_448492.1
OG0003204	QNG15661.1	XP_448493.1
OG0003205	QNG15662.1	XP_448494.1
OG0003206	QNG15664.1	XP_448496.1
OG0003207	QNG15665.1	XP_448497.1
OG0003208	QNG15667.1	XP_448499.1
OG0003209	QNG15668.1	XP_448500.1
OG0003210	QNG15670.1	XP_448501.1
OG0003211	QNG15672.1	XP_448503.1
OG0003212	QNG15673.1	XP_448504.1
OG0003213	QNG15674.1	XP_448505.1
OG0003214	QNG15675.1	XP_448506.1
OG0003215	QNG15676.1	XP_448507.1
OG0003216	QNG15677.1	XP_448508.1
OG0003217	QNG15679.1	XP_448510.1
OG0003218	QNG15680.1	XP_448511.1
OG0003219	QNG15681.1	XP_448512.1
OG0003220	QNG15682.1	XP_448513.1
OG0003221	QNG15684.1	XP_448515.1
OG0003222	QNG15686.1	XP_448517.1
OG0003223	QNG15689.1	XP_448520.1
OG0003224	QNG15690.1	XP_448521.1
OG0003225	QNG15691.1	XP_448522.1
OG0003226	QNG15692.1	XP_448523.1
OG0003227	QNG15693.1	XP_448524.1
OG0003228	QNG15694.1	XP_448525.1
OG0003229	QNG15695.1	XP_448526.1
OG0003230	QNG15696.1	XP_448527.1
OG0003231	QNG15698.1	XP_448529.1
OG0003232	QNG15699.1	XP_448530.1
OG0003233	QNG15700.1	XP_448531.1
OG0003234	QNG15701.1	XP_448532.1
OG0003235	QNG15702.1	XP_002999580.1
OG0003236	QNG15703.1	XP_448533.1
OG0003237	QNG15704.1	XP_448534.1
OG0003238	QNG15708.1	XP_448538.1
OG0003239	QNG15710.1	XP_448540.1
OG0003240	QNG15711.1	XP_448541.1
OG0003241	QNG15715.1	XP_448544.1
OG0003242	QNG15722.1	XP_448552.1
OG0003243	QNG15724.1	XP_448554.1
OG0003244	QNG15726.1	XP_448556.1
OG0003245	QNG15727.1	XP_448557.1
OG0003246	QNG15728.1	XP_002999581.1
OG0003247	QNG15729.1	XP_448558.1
OG0003248	QNG15730.1	XP_448559.1
OG0003249	QNG15732.1	XP_448562.1
OG0003250	QNG15733.1	XP_448563.1
OG0003251	QNG15734.1	XP_448564.1
OG0003252	QNG15735.1	XP_448565.1
OG0003253	QNG15736.1	XP_448566.1
OG0003254	QNG15737.1	XP_448567.1
OG0003255	QNG15738.1	XP_448568.1
OG0003256	QNG15739.1	XP_448569.1
OG0003257	QNG15740.1	XP_448570.1
OG0003258	QNG15741.1	XP_448571.1
OG0003259	QNG15742.1	XP_448572.1
OG0003260	QNG15743.1	XP_448573.1
OG0003261	QNG15744.1	XP_448574.1
OG0003262	QNG15745.1	XP_448575.1
OG0003263	QNG15746.1	XP_448576.1
OG0003264	QNG15747.1	XP_448577.1
OG0003265	QNG15748.1	XP_448578.1
OG0003266	QNG15749.1	XP_448579.1
OG0003267	QNG15752.1	XP_448582.1
OG0003268	QNG15753.1	XP_448583.1
OG0003269	QNG15755.1	XP_448585.1
OG0003270	QNG15757.1	XP_448587.1
OG0003271	QNG15758.1	XP_448588.1
OG0003272	QNG15760.1	XP_448590.1
OG0003273	QNG15761.1	XP_448591.1
OG0003274	QNG15762.1	XP_448592.1
OG0003275	QNG15764.1	XP_448594.1
OG0003276	QNG15765.1	XP_448595.1
OG0003277	QNG15766.1	XP_448596.1
OG0003278	QNG15767.1	XP_448597.1
OG0003279	QNG15768.1	XP_448598.1
OG0003280	QNG15769.1	XP_448599.1
OG0003281	QNG15770.1	XP_448600.1
OG0003282	QNG15771.1	XP_448601.1
OG0003283	QNG15772.1	XP_448602.1
OG0003284	QNG15773.1	XP_448603.1
OG0003285	QNG15774.1	XP_448604.1
OG0003286	QNG15775.1	XP_448605.1
OG0003287	QNG15776.1	XP_448606.1
OG0003288	QNG15777.1	XP_448607.1
OG0003289	QNG15778.1	XP_448608.1
OG0003290	QNG15779.1	XP_448609.1
OG0003291	QNG15780.1	XP_448610.1
OG0003292	QNG15782.1	XP_448612.1
OG0003293	QNG15783.1	XP_448613.1
OG0003294	QNG15784.1	XP_448614.1
OG0003295	QNG15785.1	XP_448615.1
OG0003296	QNG15786.1	XP_448616.1
OG0003297	QNG15787.1	XP_448617.1
OG0003298	QNG15789.1	XP_448619.1
OG0003299	QNG15791.1	XP_448621.1
OG0003300	QNG15792.1	XP_448622.1
OG0003301	QNG15793.1	XP_448623.1
OG0003302	QNG15794.1	XP_448624.1
OG0003303	QNG15795.1	XP_448625.1
OG0003304	QNG15799.1	XP_448629.1
OG0003305	QNG15800.1	XP_448630.1
OG0003306	QNG15801.1	XP_448631.1
OG0003307	QNG15802.1	XP_448632.1
OG0003308	QNG15803.1	XP_448633.1
OG0003309	QNG15804.1	XP_448634.1
OG0003310	QNG15805.1	XP_448635.1
OG0003311	QNG15807.1	XP_448637.1
OG0003312	QNG15808.1	XP_448638.1
OG0003313	QNG15809.1	XP_448639.1
OG0003314	QNG15811.1	XP_448641.1
OG0003315	QNG15812.1	XP_448642.1
OG0003316	QNG15813.1	XP_448643.1
OG0003317	QNG15814.1	XP_448644.1
OG0003318	QNG15816.1	XP_002999582.1
OG0003319	QNG15817.1	XP_448646.1
OG0003320	QNG15818.1	XP_448647.1
OG0003321	QNG15819.1	XP_448648.1
OG0003322	QNG15820.1	XP_448649.1
OG0003323	QNG15821.1	XP_448650.1
OG0003324	QNG15822.1	XP_448651.1
OG0003325	QNG15823.1	XP_448652.1
OG0003326	QNG15824.1	XP_448653.1
OG0003327	QNG15825.1	XP_448654.1
OG0003328	QNG15826.1	XP_448655.1
OG0003329	QNG15827.1	XP_448656.1
OG0003330	QNG15828.1	XP_448657.1
OG0003331	QNG15829.1	XP_448658.1
OG0003332	QNG15830.1	XP_448659.1
OG0003333	QNG15831.1	XP_448660.1
OG0003334	QNG15833.1	XP_448662.1
OG0003335	QNG15834.1	XP_448663.1
OG0003336	QNG15835.1	XP_448664.1
OG0003337	QNG15836.1	XP_448665.1
OG0003338	QNG15837.1	XP_448666.1
OG0003339	QNG15838.1	XP_448667.1
OG0003340	QNG15840.1	XP_448669.1
OG0003341	QNG15841.1	XP_448670.1
OG0003342	QNG15842.1	XP_448671.1
OG0003343	QNG15843.1	XP_448672.1
OG0003344	QNG15845.1	XP_448674.1
OG0003345	QNG15846.1	XP_448675.1
OG0003346	QNG15847.1	XP_448676.1
OG0003347	QNG15848.1	XP_448677.1
OG0003348	QNG15851.1	XP_448680.1
OG0003349	QNG15852.1	XP_448681.1
OG0003350	QNG15854.1	XP_448683.1
OG0003351	QNG15855.1	XP_448684.2
OG0003352	QNG15857.1	XP_448686.1
OG0003353	QNG15858.1	XP_448687.1
OG0003354	QNG15859.1	XP_448688.1
OG0003355	QNG15863.1	XP_448690.1
OG0003356	QNG15864.1	XP_448691.1
OG0003357	QNG15865.1	XP_448692.1
OG0003358	QNG15866.1	XP_448693.1
OG0003359	QNG15867.1	XP_448694.1
OG0003360	QNG15868.1	XP_448695.1
OG0003361	QNG15869.1	XP_448696.1
OG0003362	QNG15870.1	XP_448697.1
OG0003363	QNG15871.1	XP_448698.1
OG0003364	QNG15872.1	XP_448699.1
OG0003365	QNG15873.1	XP_448700.1
OG0003366	QNG15874.1	XP_448701.1
OG0003367	QNG15876.1	XP_448703.1
OG0003368	QNG15877.1	XP_448704.1
OG0003369	QNG15879.1	XP_448706.1
OG0003370	QNG15880.1	XP_448707.1
OG0003371	QNG15881.1	XP_448708.1
OG0003372	QNG15882.1	XP_448709.2
OG0003373	QNG15883.1	XP_448710.1
OG0003374	QNG15884.1	XP_448711.1
OG0003375	QNG15885.1	XP_448712.1
OG0003376	QNG15888.1	XP_448716.1
OG0003377	QNG15889.1	XP_448717.1
OG0003378	QNG15890.1	XP_448718.1
OG0003379	QNG15891.1	XP_448719.1
OG0003380	QNG15892.1	XP_448720.1
OG0003381	QNG15893.1	XP_448721.1
OG0003382	QNG15895.1	XP_448723.1
OG0003383	QNG15896.1	XP_448724.1
OG0003384	QNG15897.1	XP_448725.1
OG0003385	QNG15899.1	XP_448727.1
OG0003386	QNG15900.1	XP_448728.1
OG0003387	QNG15901.1	XP_448729.1
OG0003388	QNG15902.1	XP_448730.1
OG0003389	QNG15903.1	XP_448731.1
OG0003390	QNG15905.1	XP_448733.1
OG0003391	QNG15907.1	XP_448735.1
OG0003392	QNG15909.1	XP_448737.1
OG0003393	QNG15911.1	XP_448739.1
OG0003394	QNG15913.1	XP_448741.1
OG0003395	QNG15914.1	XP_448742.1
OG0003396	QNG15915.1	XP_448743.1
OG0003397	QNG15916.1	XP_448744.1
OG0003398	QNG15917.1	XP_448745.1
OG0003399	QNG15918.1	XP_448746.1
OG0003400	QNG15919.1	XP_448747.1
OG0003401	QNG15920.1	XP_448748.1
OG0003402	QNG15921.1	XP_448749.1
OG0003403	QNG15923.1	XP_448751.1
OG0003404	QNG15924.1	XP_448752.1
OG0003405	QNG15925.1	XP_448754.1
OG0003406	QNG15926.1	XP_448755.1
OG0003407	QNG15927.1	XP_448756.1
OG0003408	QNG15928.1	XP_448757.1
OG0003409	QNG15929.1	XP_448758.1
OG0003410	QNG15930.1	XP_448759.1
OG0003411	QNG15931.1	XP_448760.1
OG0003412	QNG15932.1	XP_448761.1
OG0003413	QNG15933.1	XP_448762.1
OG0003414	QNG15934.1	XP_448763.1
OG0003415	QNG15935.1	XP_448764.1
OG0003416	QNG15936.1	XP_448765.1
OG0003417	QNG15937.1	XP_448766.1
OG0003418	QNG15938.1	XP_448767.1
OG0003419	QNG15939.1	XP_448768.2
OG0003420	QNG15940.1	XP_448769.1
OG0003421	QNG15941.1	XP_448770.1
OG0003422	QNG15943.1	XP_448772.1
OG0003423	QNG15944.1	XP_448773.1
OG0003424	QNG15945.1	XP_448774.1
OG0003425	QNG15946.1	XP_448775.1
OG0003426	QNG15947.1	XP_448776.1
OG0003427	QNG15948.1	XP_448777.1
OG0003428	QNG15950.1	XP_448779.1
OG0003429	QNG15951.1	XP_448780.1
OG0003430	QNG15960.1	XP_447266.1
OG0003431	QNG15961.1	XP_447267.1
OG0003432	QNG15962.1	XP_447268.1
OG0003433	QNG15965.1	XP_447271.1
OG0003434	QNG15966.1	XP_447272.1
OG0003435	QNG15967.1	XP_447273.1
OG0003436	QNG15969.1	XP_447275.1
OG0003437	QNG15970.1	XP_447276.1
OG0003438	QNG15972.1	XP_447278.1
OG0003439	QNG15974.1	XP_447280.1
OG0003440	QNG15975.1	XP_447281.1
OG0003441	QNG15976.1	XP_447282.1
OG0003442	QNG15977.1	XP_447283.1
OG0003443	QNG15978.1	XP_447284.1
OG0003444	QNG15981.1	XP_447287.1
OG0003445	QNG15983.1	XP_447289.1
OG0003446	QNG15984.1	XP_447290.1
OG0003447	QNG15985.1	XP_447291.1
OG0003448	QNG15986.1	XP_447292.1
OG0003449	QNG15987.1	XP_447293.1
OG0003450	QNG15988.1	XP_447294.1
OG0003451	QNG15989.1	XP_447295.1
OG0003452	QNG15990.1	XP_447296.1
OG0003453	QNG15991.1	XP_447297.1
OG0003454	QNG15992.1	XP_447298.1
OG0003455	QNG15993.1	XP_447299.1
OG0003456	QNG15994.1	XP_447300.1
OG0003457	QNG15995.1	XP_447301.1
OG0003458	QNG15997.1	XP_447303.1
OG0003459	QNG15998.1	XP_447304.1
OG0003460	QNG16001.1	XP_447307.1
OG0003461	QNG16002.1	XP_447308.1
OG0003462	QNG16003.1	XP_447309.1
OG0003463	QNG16005.1	XP_447311.1
OG0003464	QNG16007.1	XP_447313.1
OG0003465	QNG16008.1	XP_447314.1
OG0003466	QNG16012.1	XP_447318.1
OG0003467	QNG16014.1	XP_447320.1
OG0003468	QNG16015.1	XP_447321.1
OG0003469	QNG16016.1	XP_447322.1
OG0003470	QNG16017.1	XP_447323.1
OG0003471	QNG16018.1	XP_447324.1
OG0003472	QNG16019.1	XP_447325.1
OG0003473	QNG16020.1	XP_447326.1
OG0003474	QNG16021.1	XP_447327.1
OG0003475	QNG16023.1	XP_447329.1
OG0003476	QNG16024.1	XP_447330.1
OG0003477	QNG16025.1	XP_447331.1
OG0003478	QNG16026.1	XP_447332.1
OG0003479	QNG16027.1	XP_447333.1
OG0003480	QNG16030.1	XP_447336.1
OG0003481	QNG16032.1	XP_447338.1
OG0003482	QNG16037.1	XP_447343.1
OG0003483	QNG16041.1	XP_447347.1
OG0003484	QNG16042.1	XP_447348.1
OG0003485	QNG16044.1	XP_447350.1
OG0003486	QNG16045.1	XP_447351.1
OG0003487	QNG16046.1	XP_447352.1
OG0003488	QNG16047.1	XP_447353.1
OG0003489	QNG16048.1	XP_447354.1
OG0003490	QNG16049.1	XP_447355.1
OG0003491	QNG16050.1	XP_447356.1
OG0003492	QNG16051.1	XP_447357.1
OG0003493	QNG16052.1	XP_447358.1
OG0003494	QNG16053.1	XP_447359.1
OG0003495	QNG16055.1	XP_447361.1
OG0003496	QNG16056.1	XP_447362.1
OG0003497	QNG16057.1	XP_447363.1
OG0003498	QNG16060.1	XP_447366.1
OG0003499	QNG16061.1	XP_447367.1
OG0003500	QNG16062.1	XP_447368.1
OG0003501	QNG16063.1	XP_447369.1
OG0003502	QNG16064.1	XP_447370.1
OG0003503	QNG16065.1	XP_447371.1
OG0003504	QNG16066.1	XP_447374.1, XP_447373.1
OG0003505	QNG16067.1	XP_447375.1
OG0003506	QNG16068.1	XP_447376.1
OG0003507	QNG16069.1	XP_447377.1
OG0003508	QNG16070.1	XP_447378.1
OG0003509	QNG16071.1	XP_447379.1
OG0003510	QNG16072.1	XP_447380.1
OG0003511	QNG16073.1	XP_447381.1
OG0003512	QNG16075.1	XP_447383.1
OG0003513	QNG16076.1	XP_447384.1
OG0003514	QNG16078.1	XP_447386.1
OG0003515	QNG16079.1	XP_447387.1
OG0003516	QNG16081.1	XP_447389.1
OG0003517	QNG16082.1	XP_447390.1
OG0003518	QNG16083.1	XP_447391.1
OG0003519	QNG16085.1	XP_447393.1
OG0003520	QNG16086.1	XP_447394.1
OG0003521	QNG16087.1	XP_447395.1
OG0003522	QNG16088.1	XP_447396.1
OG0003523	QNG16089.1	XP_447397.1
OG0003524	QNG16091.1	XP_447399.1
OG0003525	QNG16092.1	XP_447400.1
OG0003526	QNG16093.1	XP_447401.1
OG0003527	QNG16094.1	XP_447402.1
OG0003528	QNG16096.1	XP_447404.1
OG0003529	QNG16097.1	XP_447405.1
OG0003530	QNG16098.1	XP_447406.1
OG0003531	QNG16099.1	XP_447407.1
OG0003532	QNG16100.1	XP_447408.1
OG0003533	QNG16101.1	XP_447409.1
OG0003534	QNG16102.1	XP_447410.1
OG0003535	QNG16103.1	XP_447411.1
OG0003536	QNG16104.1	XP_447412.1
OG0003537	QNG16105.1	XP_447413.1
OG0003538	QNG16106.1	XP_447414.1
OG0003539	QNG16107.1	XP_447415.1
OG0003540	QNG16108.1	XP_447416.1
OG0003541	QNG16110.1	XP_447418.1
OG0003542	QNG16113.1	XP_447421.1
OG0003543	QNG16114.1	XP_447423.1
OG0003544	QNG16115.1	XP_447424.1
OG0003545	QNG16117.1	XP_447426.1
OG0003546	QNG16118.1	XP_447427.1
OG0003547	QNG16119.1	XP_447428.1
OG0003548	QNG16120.1	XP_002999556.1
OG0003549	QNG16121.1	XP_447429.1
OG0003550	QNG16122.1	XP_447430.1
OG0003551	QNG16123.1	XP_447431.1
OG0003552	QNG16124.1	XP_447432.1
OG0003553	QNG16126.1	XP_447434.1
OG0003554	QNG16127.1	XP_447435.1
OG0003555	QNG16129.1	XP_002999557.1
OG0003556	QNG16133.1	XP_447440.1
OG0003557	QNG16134.1	XP_447441.1
OG0003558	QNG16135.1	XP_447442.1
OG0003559	QNG16136.1	XP_447443.1
OG0003560	QNG16137.1	XP_447444.1
OG0003561	QNG16138.1	XP_447445.1
OG0003562	QNG16139.1	XP_447446.1
OG0003563	QNG16141.1	XP_447448.1
OG0003564	QNG16142.1	XP_447449.1
