Orthogroup	Species	CBS138_protein	Orthologs
OG0000914	BG2_protein	XP_445286.1	QNG12623.1
OG0000914	sacCer_protein	XP_445286.1	NP_010945.1
OG0000915	BG2_protein	XP_445287.1	QNG12624.1
OG0000915	sacCer_protein	XP_445287.1	NP_013503.1
OG0000916	BG2_protein	XP_445288.1	QNG12625.1
OG0000916	sacCer_protein	XP_445288.1	NP_013502.3
OG0000917	sacCer_protein	XP_445289.1	NP_013501.1
OG0000917	BG2_protein	XP_445289.1	QNG12626.1
OG0000918	sacCer_protein	XP_445290.1	NP_013500.3
OG0000918	BG2_protein	XP_445290.1	QNG12627.1
OG0000919	BG2_protein	XP_002999524.1	QNG12628.1
OG0000919	sacCer_protein	XP_002999524.1	NP_013499.1
OG0000920	BG2_protein	XP_445291.1	QNG12629.1
OG0000920	sacCer_protein	XP_445291.1	NP_013498.3
OG0000921	sacCer_protein	XP_445292.1	NP_013497.1
OG0000921	BG2_protein	XP_445292.1	QNG12630.1
OG0000922	BG2_protein	XP_445293.1	QNG12631.1
OG0000922	sacCer_protein	XP_445293.1	NP_013496.3
OG0000923	BG2_protein	XP_445294.1	QNG12632.1
OG0000923	sacCer_protein	XP_445294.1	NP_009392.2
OG0000924	sacCer_protein	XP_445295.1	NP_009393.1
OG0000924	BG2_protein	XP_445295.1	QNG12633.1
OG0000925	sacCer_protein	XP_445296.1	NP_009394.1
OG0000925	BG2_protein	XP_445296.1	QNG12634.1
OG0000926	BG2_protein	XP_445298.1	QNG12636.1
OG0000926	sacCer_protein	XP_445298.1	NP_011841.1
OG0000927	BG2_protein	XP_445299.1	QNG12637.1
OG0000927	sacCer_protein	XP_445299.1	NP_014905.1
OG0000928	BG2_protein	XP_445300.1	QNG12638.1
OG0000928	sacCer_protein	XP_445300.1	NP_014907.3
OG0000929	sacCer_protein	XP_445301.1	NP_014908.1
OG0000929	BG2_protein	XP_445301.1	QNG12639.1
OG0000930	BG2_protein	XP_445302.1	QNG12640.1
OG0000930	sacCer_protein	XP_445302.1	NP_014909.3
OG0000931	BG2_protein	XP_445305.1	QNG12642.1
OG0000931	sacCer_protein	XP_445305.1	NP_014912.1
OG0000932	BG2_protein	XP_445308.1	QNG12645.1
OG0000932	sacCer_protein	XP_445308.1	NP_009980.1
OG0000933	sacCer_protein	XP_445309.1	NP_009981.1
OG0000933	BG2_protein	XP_445309.1	QNG12646.1
OG0000934	sacCer_protein	XP_445310.1	NP_011308.1
OG0000934	BG2_protein	XP_445310.1	QNG12647.1
OG0000935	BG2_protein	XP_445311.1	QNG12648.1
OG0000935	sacCer_protein	XP_445311.1	NP_010943.3
OG0000936	sacCer_protein	XP_445313.1	NP_013374.1
OG0000936	BG2_protein	XP_445313.1	QNG12650.1
OG0000937	sacCer_protein	XP_445314.1	NP_013370.1
OG0000937	BG2_protein	XP_445314.1	QNG12651.1
OG0000938	sacCer_protein	XP_445315.1	NP_013060.1
OG0000938	BG2_protein	XP_445315.1	QNG12652.1
OG0000939	BG2_protein	XP_445317.1	QNG12654.1
OG0000939	sacCer_protein	XP_445317.1	NP_013058.1
OG0000940	sacCer_protein	XP_445321.1	NP_013049.1
OG0000940	BG2_protein	XP_445321.1	QNG12658.1
OG0000941	BG2_protein	XP_445322.1	QNG12659.1
OG0000941	sacCer_protein	XP_445322.1	NP_014452.1
OG0000942	BG2_protein	XP_445323.1	QNG12660.1
OG0000942	sacCer_protein	XP_445323.1	NP_014451.1
OG0000943	BG2_protein	XP_445324.1	QNG12661.1
OG0000943	sacCer_protein	XP_445324.1	NP_014450.3
OG0000944	sacCer_protein	XP_445325.1	NP_014449.1
OG0000944	BG2_protein	XP_445325.1	QNG12662.1
OG0000945	sacCer_protein	XP_445326.1	NP_014448.1
OG0000945	BG2_protein	XP_445326.1	QNG12663.1
OG0000946	sacCer_protein	XP_445327.1	NP_014447.3
OG0000946	BG2_protein	XP_445327.1	QNG12664.1
OG0000947	sacCer_protein	XP_445330.1	NP_014444.1
OG0000947	BG2_protein	XP_445330.1	QNG12667.1
OG0000948	BG2_protein	XP_445331.1	QNG12668.1
OG0000948	sacCer_protein	XP_445331.1	NP_014443.3
OG0000949	sacCer_protein	XP_445333.1	NP_010012.1
OG0000949	BG2_protein	XP_445333.1	QNG12670.1
OG0000950	BG2_protein	XP_445335.1	QNG12672.1
OG0000950	sacCer_protein	XP_445335.1	NP_014441.1
OG0000951	sacCer_protein	XP_445336.1	NP_014439.3
OG0000951	BG2_protein	XP_445336.1	QNG12673.1
OG0000952	sacCer_protein	XP_445337.1	NP_014438.3
OG0000952	BG2_protein	XP_445337.1	QNG12674.1
OG0000953	BG2_protein	XP_445338.1	QNG12675.1
OG0000953	sacCer_protein	XP_445338.1	NP_010374.1
OG0000954	sacCer_protein	XP_445340.1	NP_012259.3
OG0000954	BG2_protein	XP_445340.1	QNG12677.1
OG0000955	sacCer_protein	XP_445341.1	NP_012258.3
OG0000955	BG2_protein	XP_445341.1	QNG12678.1
OG0000956	BG2_protein	XP_445343.1	QNG12679.1
OG0000956	sacCer_protein	XP_445343.1	NP_012255.3
OG0000957	sacCer_protein	XP_445344.1	NP_012254.1
OG0000957	BG2_protein	XP_445344.1	QNG12680.1
OG0000958	sacCer_protein	XP_445353.1	NP_010290.3
OG0000958	BG2_protein	XP_445353.1	QNG12686.1
OG0000959	sacCer_protein	XP_445357.1	NP_009561.2
OG0000959	BG2_protein	XP_445357.1	QNG12689.1
OG0000960	BG2_protein	XP_445358.1	QNG12690.1
OG0000960	sacCer_protein	XP_445358.1	NP_009560.1
OG0000961	BG2_protein	XP_445360.1	QNG12692.1
OG0000961	sacCer_protein	XP_445360.1	NP_009558.2
OG0000962	sacCer_protein	XP_445361.1	NP_009557.1
OG0000962	BG2_protein	XP_445361.1	QNG12693.1
OG0000963	BG2_protein	XP_445362.1	QNG12694.1
OG0000963	sacCer_protein	XP_445362.1	NP_009556.1
OG0000964	sacCer_protein	XP_445363.1	NP_010285.1
OG0000964	BG2_protein	XP_445363.1	QNG12695.1
OG0000965	sacCer_protein	XP_445365.1	NP_009554.1
OG0000965	BG2_protein	XP_445365.1	QNG12697.1
OG0000966	sacCer_protein	XP_445368.1	NP_010281.1
OG0000966	BG2_protein	XP_445368.1	QNG12700.1
OG0000967	sacCer_protein	XP_445369.1	NP_010280.1
OG0000967	BG2_protein	XP_445369.1	QNG12701.1
OG0000968	sacCer_protein	XP_445370.1	NP_010279.3
OG0000968	BG2_protein	XP_445370.1	QNG12702.1
OG0000969	sacCer_protein	XP_445371.1	NP_010278.3
OG0000969	BG2_protein	XP_445371.1	QNG12703.1
OG0000970	BG2_protein	XP_445372.1	QNG12704.1
OG0000970	sacCer_protein	XP_445372.1	NP_012630.1
OG0000971	sacCer_protein	XP_445373.1	NP_012631.3
OG0000971	BG2_protein	XP_445373.1	QNG12705.1
OG0000972	sacCer_protein	XP_445374.1	NP_012632.2
OG0000972	BG2_protein	XP_445374.1	QNG12706.1
OG0000973	sacCer_protein	XP_445375.1	NP_012633.1
OG0000973	BG2_protein	XP_445375.1	QNG12707.1
OG0000974	BG2_protein	XP_445376.1	QNG12708.1
OG0000974	sacCer_protein	XP_445376.1	NP_012634.3
OG0000975	sacCer_protein	XP_445377.1	NP_012635.1
OG0000975	BG2_protein	XP_445377.1	QNG12709.1
OG0000976	sacCer_protein	XP_445378.1	NP_012636.1
OG0000976	BG2_protein	XP_445378.1	QNG12710.1
OG0000977	BG2_protein	XP_445379.1	QNG12711.1
OG0000977	sacCer_protein	XP_445379.1	NP_012638.1
OG0000978	BG2_protein	XP_445380.1, XP_445256.2	QNG12712.1
OG0000979	BG2_protein	XP_445381.1	QNG12713.1
OG0000979	sacCer_protein	XP_445381.1	NP_012649.3
OG0000980	BG2_protein	XP_445382.1	QNG12714.1
OG0000980	sacCer_protein	XP_445382.1	NP_012647.1
OG0000981	sacCer_protein	XP_445384.1	NP_012646.3
OG0000981	BG2_protein	XP_445384.1	QNG12716.1
OG0000982	BG2_protein	XP_445385.1	QNG12717.1
OG0000982	sacCer_protein	XP_445385.1	NP_012645.1
OG0000983	sacCer_protein	XP_445386.1	NP_012644.1
OG0000983	BG2_protein	XP_445386.1	QNG12718.1
OG0000984	sacCer_protein	XP_445388.1	NP_012641.2
OG0000984	BG2_protein	XP_445388.1	QNG12721.1
OG0000985	BG2_protein	XP_445389.1	QNG12722.1
OG0000985	sacCer_protein	XP_445389.1	NP_012640.4
OG0000986	BG2_protein	XP_445390.1	QNG12723.1
OG0000986	sacCer_protein	XP_445390.1	NP_012639.1
OG0000987	sacCer_protein	XP_445391.1	NP_009411.2
OG0000987	BG2_protein	XP_445391.1	QNG12724.1
OG0000988	sacCer_protein	XP_445395.1	NP_014584.1
OG0000988	BG2_protein	XP_445395.1	QNG12728.1
OG0000989	sacCer_protein	XP_445396.1	NP_014583.2
OG0000989	BG2_protein	XP_445396.1	QNG12729.1
OG0000990	BG2_protein	XP_445398.1	QNG12731.1
OG0000990	sacCer_protein	XP_445398.1	NP_014581.1
OG0000991	BG2_protein	XP_445399.1	QNG12732.1
OG0000991	sacCer_protein	XP_445399.1	NP_014580.1
OG0000992	BG2_protein	XP_445400.1	QNG12733.1
OG0000992	sacCer_protein	XP_445400.1	NP_014579.1
OG0000993	BG2_protein	XP_445401.1	QNG12734.1
OG0000993	sacCer_protein	XP_445401.1	NP_014578.1
OG0000994	sacCer_protein	XP_445402.1	NP_014577.1
OG0000994	BG2_protein	XP_445402.1	QNG12735.1
OG0000995	sacCer_protein	XP_445403.1	NP_014576.1
OG0000995	BG2_protein	XP_445403.1	QNG12736.1
OG0000996	sacCer_protein	XP_445404.1	NP_014575.1
OG0000996	BG2_protein	XP_445404.1	QNG12737.1
OG0000997	BG2_protein	XP_445405.1	QNG12738.1
OG0000997	sacCer_protein	XP_445405.1	NP_010244.1
OG0000998	sacCer_protein	XP_445406.1	NP_014574.1
OG0000998	BG2_protein	XP_445406.1	QNG12739.1
OG0000999	BG2_protein	XP_445410.1	QNG12742.1
OG0000999	sacCer_protein	XP_445410.1	NP_010051.1
OG0001000	BG2_protein	XP_445411.1	QNG12743.1
OG0001000	sacCer_protein	XP_445411.1	NP_010050.1
OG0001001	BG2_protein	XP_002999526.1	QNG12744.1
OG0001001	sacCer_protein	XP_002999526.1	NP_010049.1
OG0001002	BG2_protein	XP_445413.1	QNG12746.1
OG0001002	sacCer_protein	XP_445413.1	NP_010047.1
OG0001003	BG2_protein	XP_445414.1	QNG12747.1
OG0001003	sacCer_protein	XP_445414.1	NP_010045.1
OG0001004	BG2_protein	XP_445415.1	QNG12748.1
OG0001004	sacCer_protein	XP_445415.1	NP_010044.2
OG0001005	sacCer_protein	XP_445416.1	NP_010043.1
OG0001005	BG2_protein	XP_445416.1	QNG12749.1
OG0001006	sacCer_protein	XP_445417.1	NP_014174.1
OG0001006	BG2_protein	XP_445417.1	QNG12750.1
OG0001007	BG2_protein	XP_445418.1	QNG12751.1
OG0001007	sacCer_protein	XP_445418.1	NP_010041.2
OG0001008	BG2_protein	XP_448786.1	QNG12757.1
OG0001008	sacCer_protein	XP_448786.1	NP_009971.1
OG0001009	BG2_protein	XP_448787.1	QNG12758.1
OG0001009	sacCer_protein	XP_448787.1	NP_012368.1
OG0001010	sacCer_protein	XP_448788.1	NP_012749.1
OG0001010	BG2_protein	XP_448788.1	QNG12759.1
OG0001011	BG2_protein	XP_448789.1	QNG12760.1
OG0001011	sacCer_protein	XP_448789.1	NP_013614.1
OG0001012	sacCer_protein	XP_448790.1	NP_013616.1
OG0001012	BG2_protein	XP_448790.1	QNG12761.1
OG0001013	BG2_protein	XP_448792.1	QNG12763.1
OG0001013	sacCer_protein	XP_448792.1	NP_013914.1
OG0001014	BG2_protein	XP_448793.1	QNG12764.1
OG0001014	sacCer_protein	XP_448793.1	NP_013913.1
OG0001015	BG2_protein	XP_448794.1	QNG12765.1
OG0001015	sacCer_protein	XP_448794.1	NP_013912.1
OG0001016	sacCer_protein	XP_448796.1	NP_013910.1
OG0001016	BG2_protein	XP_448796.1	QNG12767.1
OG0001017	BG2_protein	XP_448797.1	QNG12768.1
OG0001017	sacCer_protein	XP_448797.1	NP_013909.1
OG0001018	BG2_protein	XP_448800.1	QNG12771.1
OG0001018	sacCer_protein	XP_448800.1	NP_012731.1
OG0001019	BG2_protein	XP_445427.1	QNG12773.1
OG0001019	sacCer_protein	XP_445427.1	NP_012732.1
OG0001020	sacCer_protein	XP_445428.1	NP_012733.1
OG0001020	BG2_protein	XP_445428.1	QNG12774.1
OG0001021	BG2_protein	XP_445432.1	QNG12777.1
OG0001021	sacCer_protein	XP_445432.1	NP_012735.1
OG0001022	sacCer_protein	XP_445433.1	NP_012736.1
OG0001022	BG2_protein	XP_445433.1	QNG12778.1
OG0001023	BG2_protein	XP_445434.1	QNG12779.1
OG0001023	sacCer_protein	XP_445434.1	NP_012737.1
OG0001024	sacCer_protein	XP_445435.1	NP_012738.1
OG0001024	BG2_protein	XP_445435.1	QNG12780.1
OG0001025	sacCer_protein	XP_445436.1	NP_012739.1
OG0001025	BG2_protein	XP_445436.1	QNG12781.1
OG0001026	sacCer_protein	XP_445437.1	NP_012740.1
OG0001026	BG2_protein	XP_445437.1	QNG12782.1
OG0001027	BG2_protein	XP_445438.1	QNG12783.1
OG0001027	sacCer_protein	XP_445438.1	NP_010206.1
OG0001028	BG2_protein	XP_445439.1	QNG12784.1
OG0001028	sacCer_protein	XP_445439.1	NP_010207.1
OG0001029	sacCer_protein	XP_445441.1	NP_010209.1
OG0001029	BG2_protein	XP_445441.1	QNG12786.1
OG0001030	sacCer_protein	XP_445442.1	NP_010210.1
OG0001030	BG2_protein	XP_445442.1	QNG12787.1
OG0001031	sacCer_protein	XP_445444.1	NP_010211.1
OG0001031	BG2_protein	XP_445444.1	QNG12789.1
OG0001032	sacCer_protein	XP_445446.1	NP_010216.1
OG0001032	BG2_protein	XP_445446.1	QNG12791.1
OG0001033	BG2_protein	XP_445448.1	QNG12793.1
OG0001033	sacCer_protein	XP_445448.1	NP_010218.2
OG0001034	BG2_protein	XP_445449.1	QNG12794.1
OG0001034	sacCer_protein	XP_445449.1	NP_010219.1
OG0001035	BG2_protein	XP_445450.1	QNG12795.1
OG0001035	sacCer_protein	XP_445450.1	NP_010220.1
OG0001036	sacCer_protein	XP_445451.1	NP_010222.1
OG0001036	BG2_protein	XP_445451.1	QNG12797.1
OG0001037	sacCer_protein	XP_445452.1	NP_010223.1
OG0001037	BG2_protein	XP_445452.1	QNG12798.1
OG0001038	sacCer_protein	XP_445453.1	NP_010224.1
OG0001038	BG2_protein	XP_445453.1	QNG12799.1
OG0001039	sacCer_protein	XP_445454.1	NP_010225.1
OG0001039	BG2_protein	XP_445454.1	QNG12800.1
OG0001040	BG2_protein	XP_445457.1	QNG12802.1
OG0001040	sacCer_protein	XP_445457.1	NP_010226.1
OG0001041	sacCer_protein	XP_445458.1	NP_010227.1
OG0001041	BG2_protein	XP_445458.1	QNG12803.1
OG0001042	BG2_protein	XP_445460.1	QNG12805.1
OG0001042	sacCer_protein	XP_445460.1	NP_010229.1
OG0001043	sacCer_protein	XP_445463.1	NP_014350.1
OG0001043	BG2_protein	XP_445463.1	QNG12808.1
OG0001044	sacCer_protein	XP_445464.1	NP_009678.3
OG0001044	BG2_protein	XP_445464.1	QNG12809.1
OG0001045	sacCer_protein	XP_445465.1	NP_009677.1
OG0001045	BG2_protein	XP_445465.1	QNG12810.1
OG0001046	sacCer_protein	XP_445470.1	NP_015400.1
OG0001046	BG2_protein	XP_445470.1	QNG12816.1
OG0001047	BG2_protein	XP_445472.1	QNG12818.1
OG0001047	sacCer_protein	XP_445472.1	NP_015398.1
OG0001048	BG2_protein	XP_445473.1	QNG12819.1
OG0001048	sacCer_protein	XP_445473.1	NP_015397.1
OG0001049	sacCer_protein	XP_445474.1	NP_009670.3
OG0001049	BG2_protein	XP_445474.1	QNG12820.1
OG0001050	BG2_protein	XP_445475.1	QNG12821.1
OG0001050	sacCer_protein	XP_445475.1	NP_015395.1
OG0001051	BG2_protein	XP_445476.1	QNG12822.1
OG0001051	sacCer_protein	XP_445476.1	NP_015394.1
OG0001052	BG2_protein	XP_445477.1	QNG12823.1
OG0001052	sacCer_protein	XP_445477.1	NP_015393.1
OG0001053	sacCer_protein	XP_445478.1	NP_009667.1
OG0001053	BG2_protein	XP_445478.1	QNG12824.1
OG0001054	sacCer_protein	XP_445480.1	NP_015392.1
OG0001054	BG2_protein	XP_445480.1	QNG12826.1
OG0001055	sacCer_protein	XP_445481.1	NP_015391.1
OG0001055	BG2_protein	XP_445481.1	QNG12827.1
OG0001056	sacCer_protein	XP_445482.1	NP_015388.1
OG0001056	BG2_protein	XP_445482.1	QNG12828.1
OG0001057	sacCer_protein	XP_445483.1	NP_015387.1
OG0001057	BG2_protein	XP_445483.1	QNG12829.1
OG0001058	sacCer_protein	XP_445484.1	NP_015386.1
OG0001058	BG2_protein	XP_445484.1	QNG12830.1
OG0001059	BG2_protein	XP_445485.1	QNG12831.1
OG0001059	sacCer_protein	XP_445485.1	NP_015383.1
OG0001060	sacCer_protein	XP_445486.1	NP_015382.1
OG0001060	BG2_protein	XP_445486.1	QNG12832.1
OG0001061	BG2_protein	XP_445487.1	QNG12833.1
OG0001061	sacCer_protein	XP_445487.1	NP_015381.1
OG0001062	sacCer_protein	XP_445488.1	NP_015380.1
OG0001062	BG2_protein	XP_445488.1	QNG12834.1
OG0001063	sacCer_protein	XP_445489.1	NP_015379.1
OG0001063	BG2_protein	XP_445489.1	QNG12835.1
OG0001064	sacCer_protein	XP_445490.1	NP_009645.1
OG0001064	BG2_protein	XP_445490.1	QNG12836.1
OG0001065	BG2_protein	XP_445491.1	QNG12837.1
OG0001065	sacCer_protein	XP_445491.1	NP_009644.3
OG0001066	sacCer_protein	XP_445492.1	NP_011317.2
OG0001066	BG2_protein	XP_445492.1	QNG12838.1
OG0001067	sacCer_protein	XP_445494.1	NP_011319.2
OG0001067	BG2_protein	XP_445494.1	QNG12840.1
OG0001068	BG2_protein	XP_445495.1	QNG12841.1
OG0001068	sacCer_protein	XP_445495.1	NP_011320.3
OG0001069	BG2_protein	XP_445497.1	QNG12844.1
OG0001069	sacCer_protein	XP_445497.1	NP_013126.1
OG0001070	sacCer_protein	XP_445498.1	NP_013125.1
OG0001070	BG2_protein	XP_445498.1	QNG12845.1
OG0001071	sacCer_protein	XP_445500.1	NP_012782.1
OG0001071	BG2_protein	XP_445500.1	QNG12847.1
OG0001072	sacCer_protein	XP_445501.1	NP_012783.1
OG0001072	BG2_protein	XP_445501.1	QNG12848.1
OG0001073	sacCer_protein	XP_002999528.1	NP_690844.1
OG0001073	BG2_protein	XP_002999528.1	QNG12849.1
OG0001074	BG2_protein	XP_445502.1	QNG12850.1
OG0001074	sacCer_protein	XP_445502.1	NP_012784.1
OG0001075	BG2_protein	XP_445503.1	QNG12851.1
OG0001075	sacCer_protein	XP_445503.1	NP_012785.2
OG0001076	BG2_protein	XP_445504.1	QNG12852.1
OG0001076	sacCer_protein	XP_445504.1	NP_012787.1
OG0001077	sacCer_protein	XP_445505.1	NP_013834.1
OG0001077	BG2_protein	XP_445505.1	QNG12853.1
OG0001078	sacCer_protein	XP_445506.1	NP_012788.2
OG0001078	BG2_protein	XP_445506.1	QNG12854.1
OG0001079	sacCer_protein	XP_002999529.1	NP_116636.1
OG0001079	BG2_protein	XP_002999529.1	QNG12856.1
OG0001080	sacCer_protein	XP_445508.1	NP_116637.1
OG0001080	BG2_protein	XP_445508.1	QNG12857.1
OG0001081	BG2_protein	XP_445509.1	QNG12858.1
OG0001081	sacCer_protein	XP_445509.1	NP_014622.1
OG0001082	sacCer_protein	XP_445510.1	NP_014994.3
OG0001082	BG2_protein	XP_445510.1	QNG12859.1
OG0001083	sacCer_protein	XP_445512.1	NP_014996.3
OG0001083	BG2_protein	XP_445512.1	QNG12861.1
OG0001084	BG2_protein	XP_445513.1	QNG12862.1
OG0001084	sacCer_protein	XP_445513.1	NP_014997.1
OG0001085	sacCer_protein	XP_445514.1	NP_014998.3
OG0001085	BG2_protein	XP_445514.1	QNG12863.1
OG0001086	BG2_protein	XP_445515.1	QNG12864.1
OG0001086	sacCer_protein	XP_445515.1	NP_014999.1
OG0001087	sacCer_protein	XP_445516.1	NP_013216.1
OG0001087	BG2_protein	XP_445516.1	QNG12865.1
OG0001088	BG2_protein	XP_445517.1	QNG12866.1
OG0001088	sacCer_protein	XP_445517.1	NP_013217.1
OG0001089	BG2_protein	XP_445518.1	QNG12867.1
OG0001089	sacCer_protein	XP_445518.1	NP_013218.1
OG0001090	BG2_protein	XP_445519.1	QNG12868.1
OG0001090	sacCer_protein	XP_445519.1	NP_013219.1
OG0001091	BG2_protein	XP_445520.1	QNG12869.1
OG0001091	sacCer_protein	XP_445520.1	NP_013220.1
OG0001092	BG2_protein	XP_445521.1	QNG12870.1
OG0001092	sacCer_protein	XP_445521.1	NP_014076.1
OG0001093	BG2_protein	XP_445522.1	QNG12871.1
OG0001093	sacCer_protein	XP_445522.1	NP_014074.1
OG0001094	sacCer_protein	XP_445524.1	NP_014073.1
OG0001094	BG2_protein	XP_445524.1	QNG12873.1
OG0001095	BG2_protein	XP_445525.1	QNG12874.1
OG0001095	sacCer_protein	XP_445525.1	NP_014072.2
OG0001096	sacCer_protein	XP_445526.1	NP_014071.1
OG0001096	BG2_protein	XP_445526.1	QNG12875.1
OG0001097	sacCer_protein	XP_445527.1	NP_014070.1
OG0001097	BG2_protein	XP_445527.1	QNG12876.1
OG0001098	sacCer_protein	XP_445528.1	NP_014495.2
OG0001098	BG2_protein	XP_445528.1	QNG12877.1
OG0001099	BG2_protein	XP_445529.1	QNG12878.1
OG0001099	sacCer_protein	XP_445529.1	NP_014494.1
OG0001100	BG2_protein	XP_445532.1	QNG12881.1
OG0001100	sacCer_protein	XP_445532.1	NP_012122.3
OG0001101	BG2_protein	XP_445533.1	QNG12882.1
OG0001101	sacCer_protein	XP_445533.1	NP_012067.4
OG0001102	BG2_protein	XP_445534.1	QNG12883.1
OG0001102	sacCer_protein	XP_445534.1	NP_012069.3
OG0001103	BG2_protein	XP_445536.1	QNG12885.1
OG0001103	sacCer_protein	XP_445536.1	NP_013064.1
OG0001104	BG2_protein	XP_445537.1	QNG12886.1
OG0001104	sacCer_protein	XP_445537.1	NP_011835.1
OG0001105	BG2_protein	XP_445538.1	QNG12887.1
OG0001105	sacCer_protein	XP_445538.1	NP_013065.1
OG0001106	BG2_protein	XP_445539.1	QNG12888.1
OG0001106	sacCer_protein	XP_445539.1	NP_013066.1
OG0001107	BG2_protein	XP_445540.1	QNG12889.1
OG0001107	sacCer_protein	XP_445540.1	NP_013067.1
OG0001108	BG2_protein	XP_445541.1	QNG12890.1
OG0001108	sacCer_protein	XP_445541.1	NP_013106.1
OG0001109	sacCer_protein	XP_445542.1	NP_013114.1
OG0001109	BG2_protein	XP_445542.1	QNG12891.1
OG0001110	sacCer_protein	XP_445543.1	NP_013115.1
OG0001110	BG2_protein	XP_445543.1	QNG12892.1
OG0001111	sacCer_protein	XP_445545.1	NP_013116.1
OG0001111	BG2_protein	XP_445545.1	QNG12894.1
OG0001112	sacCer_protein	XP_445546.1	NP_012528.1
OG0001112	BG2_protein	XP_445546.1	QNG12895.1
OG0001113	sacCer_protein	XP_445547.1	NP_012526.1
OG0001113	BG2_protein	XP_445547.1	QNG12896.1
OG0001114	sacCer_protein	XP_445548.1	NP_012534.1
OG0001114	BG2_protein	XP_445548.1	QNG12897.1
OG0001115	BG2_protein	XP_445549.1	QNG12898.1
OG0001115	sacCer_protein	XP_445549.1	NP_012533.1
OG0001116	sacCer_protein	XP_445550.1	NP_013097.1
OG0001116	BG2_protein	XP_445550.1	QNG12899.1
OG0001117	BG2_protein	XP_445551.1	QNG12900.1
OG0001117	sacCer_protein	XP_445551.1	NP_012531.1
OG0001118	sacCer_protein	XP_445552.1	NP_013093.1
OG0001118	BG2_protein	XP_445552.1	QNG12901.1
OG0001119	sacCer_protein	XP_445553.1	NP_012530.1
OG0001119	BG2_protein	XP_445553.1	QNG12902.1
OG0001120	BG2_protein	XP_445554.1	QNG12903.1
OG0001120	sacCer_protein	XP_445554.1	NP_012529.3
OG0001121	BG2_protein	XP_445555.1	QNG12904.1
OG0001121	sacCer_protein	XP_445555.1	NP_013117.1
OG0001122	BG2_protein	XP_445556.1	QNG12905.1
OG0001122	sacCer_protein	XP_445556.1	NP_013118.1
OG0001123	sacCer_protein	XP_445559.1	NP_013121.1
OG0001123	BG2_protein	XP_445559.1	QNG12908.1
OG0001124	BG2_protein	XP_445560.1	QNG12909.1
OG0001124	sacCer_protein	XP_445560.1	NP_013122.1
OG0001125	BG2_protein	XP_445561.1	QNG12910.1
OG0001125	sacCer_protein	XP_445561.1	NP_013123.1
OG0001126	sacCer_protein	XP_445562.1	NP_013124.1
OG0001126	BG2_protein	XP_445562.1	QNG12911.1
OG0001127	BG2_protein	XP_445563.1	QNG12912.1
OG0001127	sacCer_protein	XP_445563.1	NP_012510.3
OG0001128	BG2_protein	XP_445564.1	QNG12913.1
OG0001128	sacCer_protein	XP_445564.1	NP_012509.1
OG0001129	sacCer_protein	XP_445565.1	NP_012508.1
OG0001129	BG2_protein	XP_445565.1	QNG12914.1
OG0001130	BG2_protein	XP_445566.1	QNG12915.1
OG0001130	sacCer_protein	XP_445566.1	NP_011689.1
OG0001131	sacCer_protein	XP_445567.1	NP_012725.1
OG0001131	BG2_protein	XP_445567.1	QNG12916.1
OG0001132	BG2_protein	XP_445568.1	QNG12917.1
OG0001132	sacCer_protein	XP_445568.1	NP_012726.2
OG0001133	BG2_protein	XP_445569.1	QNG12918.1
OG0001133	sacCer_protein	XP_445569.1	NP_012727.1
OG0001134	BG2_protein	XP_445570.1	QNG12919.1
OG0001134	sacCer_protein	XP_445570.1	NP_012728.1
OG0001135	BG2_protein	XP_445571.1	QNG12920.1
OG0001135	sacCer_protein	XP_445571.1	NP_012729.1
OG0001136	BG2_protein	XP_445574.1	QNG12923.1
OG0001136	sacCer_protein	XP_445574.1	NP_013904.1
OG0001137	BG2_protein	XP_445575.1	QNG12924.1
OG0001137	sacCer_protein	XP_445575.1	NP_015098.1
OG0001138	BG2_protein	XP_445576.1	QNG12925.1
OG0001138	sacCer_protein	XP_445576.1	NP_013903.1
OG0001139	BG2_protein	XP_445577.1	QNG12926.1
OG0001139	sacCer_protein	XP_445577.1	NP_015366.1
OG0001140	sacCer_protein	XP_445578.1	NP_011929.1
OG0001140	BG2_protein	XP_445578.1	QNG12927.1
OG0001141	BG2_protein	XP_445579.1	QNG12928.1
OG0001141	sacCer_protein	XP_445579.1	NP_011928.1
OG0001142	sacCer_protein	XP_445580.1	NP_011927.1
OG0001142	BG2_protein	XP_445580.1	QNG12929.1
OG0001143	sacCer_protein	XP_445581.1	NP_011926.1
OG0001143	BG2_protein	XP_445581.1	QNG12930.1
OG0001144	BG2_protein	XP_445582.1	QNG12931.1
OG0001144	sacCer_protein	XP_445582.1	NP_011925.1
OG0001145	BG2_protein	XP_445586.1	QNG12935.1
OG0001145	sacCer_protein	XP_445586.1	NP_011899.1
