Orthogroup	Species	BG2_protein	Orthologs
OG0000933	sacCer_protein	QNG12646.1	NP_009981.1
OG0000933	CBS138_protein	QNG12646.1	XP_445309.1
OG0000934	sacCer_protein	QNG12647.1	NP_011308.1
OG0000934	CBS138_protein	QNG12647.1	XP_445310.1
OG0000935	CBS138_protein	QNG12648.1	XP_445311.1
OG0000935	sacCer_protein	QNG12648.1	NP_010943.3
OG0000936	sacCer_protein	QNG12650.1	NP_013374.1
OG0000936	CBS138_protein	QNG12650.1	XP_445313.1
OG0000937	sacCer_protein	QNG12651.1	NP_013370.1
OG0000937	CBS138_protein	QNG12651.1	XP_445314.1
OG0000938	sacCer_protein	QNG12652.1	NP_013060.1
OG0000938	CBS138_protein	QNG12652.1	XP_445315.1
OG0000939	sacCer_protein	QNG12654.1	NP_013058.1
OG0000939	CBS138_protein	QNG12654.1	XP_445317.1
OG0000940	sacCer_protein	QNG12658.1	NP_013049.1
OG0000940	CBS138_protein	QNG12658.1	XP_445321.1
OG0000941	CBS138_protein	QNG12659.1	XP_445322.1
OG0000941	sacCer_protein	QNG12659.1	NP_014452.1
OG0000942	CBS138_protein	QNG12660.1	XP_445323.1
OG0000942	sacCer_protein	QNG12660.1	NP_014451.1
OG0000943	CBS138_protein	QNG12661.1	XP_445324.1
OG0000943	sacCer_protein	QNG12661.1	NP_014450.3
OG0000944	sacCer_protein	QNG12662.1	NP_014449.1
OG0000944	CBS138_protein	QNG12662.1	XP_445325.1
OG0000945	sacCer_protein	QNG12663.1	NP_014448.1
OG0000945	CBS138_protein	QNG12663.1	XP_445326.1
OG0000946	CBS138_protein	QNG12664.1	XP_445327.1
OG0000946	sacCer_protein	QNG12664.1	NP_014447.3
OG0000947	sacCer_protein	QNG12667.1	NP_014444.1
OG0000947	CBS138_protein	QNG12667.1	XP_445330.1
OG0000948	sacCer_protein	QNG12668.1	NP_014443.3
OG0000948	CBS138_protein	QNG12668.1	XP_445331.1
OG0000949	sacCer_protein	QNG12670.1	NP_010012.1
OG0000949	CBS138_protein	QNG12670.1	XP_445333.1
OG0000950	CBS138_protein	QNG12672.1	XP_445335.1
OG0000950	sacCer_protein	QNG12672.1	NP_014441.1
OG0000951	sacCer_protein	QNG12673.1	NP_014439.3
OG0000951	CBS138_protein	QNG12673.1	XP_445336.1
OG0000952	sacCer_protein	QNG12674.1	NP_014438.3
OG0000952	CBS138_protein	QNG12674.1	XP_445337.1
OG0000953	CBS138_protein	QNG12675.1	XP_445338.1
OG0000953	sacCer_protein	QNG12675.1	NP_010374.1
OG0000954	sacCer_protein	QNG12677.1	NP_012259.3
OG0000954	CBS138_protein	QNG12677.1	XP_445340.1
OG0000955	sacCer_protein	QNG12678.1	NP_012258.3
OG0000955	CBS138_protein	QNG12678.1	XP_445341.1
OG0000956	sacCer_protein	QNG12679.1	NP_012255.3
OG0000956	CBS138_protein	QNG12679.1	XP_445343.1
OG0000957	sacCer_protein	QNG12680.1	NP_012254.1
OG0000957	CBS138_protein	QNG12680.1	XP_445344.1
OG0000958	sacCer_protein	QNG12686.1	NP_010290.3
OG0000958	CBS138_protein	QNG12686.1	XP_445353.1
OG0000959	sacCer_protein	QNG12689.1	NP_009561.2
OG0000959	CBS138_protein	QNG12689.1	XP_445357.1
OG0000960	CBS138_protein	QNG12690.1	XP_445358.1
OG0000960	sacCer_protein	QNG12690.1	NP_009560.1
OG0000961	sacCer_protein	QNG12692.1	NP_009558.2
OG0000961	CBS138_protein	QNG12692.1	XP_445360.1
OG0000962	sacCer_protein	QNG12693.1	NP_009557.1
OG0000962	CBS138_protein	QNG12693.1	XP_445361.1
OG0000963	sacCer_protein	QNG12694.1	NP_009556.1
OG0000963	CBS138_protein	QNG12694.1	XP_445362.1
OG0000964	CBS138_protein	QNG12695.1	XP_445363.1
OG0000964	sacCer_protein	QNG12695.1	NP_010285.1
OG0000965	sacCer_protein	QNG12697.1	NP_009554.1
OG0000965	CBS138_protein	QNG12697.1	XP_445365.1
OG0000966	sacCer_protein	QNG12700.1	NP_010281.1
OG0000966	CBS138_protein	QNG12700.1	XP_445368.1
OG0000967	sacCer_protein	QNG12701.1	NP_010280.1
OG0000967	CBS138_protein	QNG12701.1	XP_445369.1
OG0000968	CBS138_protein	QNG12702.1	XP_445370.1
OG0000968	sacCer_protein	QNG12702.1	NP_010279.3
OG0000969	sacCer_protein	QNG12703.1	NP_010278.3
OG0000969	CBS138_protein	QNG12703.1	XP_445371.1
OG0000970	sacCer_protein	QNG12704.1	NP_012630.1
OG0000970	CBS138_protein	QNG12704.1	XP_445372.1
OG0000971	sacCer_protein	QNG12705.1	NP_012631.3
OG0000971	CBS138_protein	QNG12705.1	XP_445373.1
OG0000972	CBS138_protein	QNG12706.1	XP_445374.1
OG0000972	sacCer_protein	QNG12706.1	NP_012632.2
OG0000973	sacCer_protein	QNG12707.1	NP_012633.1
OG0000973	CBS138_protein	QNG12707.1	XP_445375.1
OG0000974	sacCer_protein	QNG12708.1	NP_012634.3
OG0000974	CBS138_protein	QNG12708.1	XP_445376.1
OG0000975	CBS138_protein	QNG12709.1	XP_445377.1
OG0000975	sacCer_protein	QNG12709.1	NP_012635.1
OG0000976	sacCer_protein	QNG12710.1	NP_012636.1
OG0000976	CBS138_protein	QNG12710.1	XP_445378.1
OG0000977	CBS138_protein	QNG12711.1	XP_445379.1
OG0000977	sacCer_protein	QNG12711.1	NP_012638.1
OG0000978	CBS138_protein	QNG12712.1	XP_445380.1, XP_445256.2
OG0000979	CBS138_protein	QNG12713.1	XP_445381.1
OG0000979	sacCer_protein	QNG12713.1	NP_012649.3
OG0000980	sacCer_protein	QNG12714.1	NP_012647.1
OG0000980	CBS138_protein	QNG12714.1	XP_445382.1
OG0000981	sacCer_protein	QNG12716.1	NP_012646.3
OG0000981	CBS138_protein	QNG12716.1	XP_445384.1
OG0000982	sacCer_protein	QNG12717.1	NP_012645.1
OG0000982	CBS138_protein	QNG12717.1	XP_445385.1
OG0000983	CBS138_protein	QNG12718.1	XP_445386.1
OG0000983	sacCer_protein	QNG12718.1	NP_012644.1
OG0000984	CBS138_protein	QNG12721.1	XP_445388.1
OG0000984	sacCer_protein	QNG12721.1	NP_012641.2
OG0000985	CBS138_protein	QNG12722.1	XP_445389.1
OG0000985	sacCer_protein	QNG12722.1	NP_012640.4
OG0000986	CBS138_protein	QNG12723.1	XP_445390.1
OG0000986	sacCer_protein	QNG12723.1	NP_012639.1
OG0000987	sacCer_protein	QNG12724.1	NP_009411.2
OG0000987	CBS138_protein	QNG12724.1	XP_445391.1
OG0000988	sacCer_protein	QNG12728.1	NP_014584.1
OG0000988	CBS138_protein	QNG12728.1	XP_445395.1
OG0000989	sacCer_protein	QNG12729.1	NP_014583.2
OG0000989	CBS138_protein	QNG12729.1	XP_445396.1
OG0000990	CBS138_protein	QNG12731.1	XP_445398.1
OG0000990	sacCer_protein	QNG12731.1	NP_014581.1
OG0000991	CBS138_protein	QNG12732.1	XP_445399.1
OG0000991	sacCer_protein	QNG12732.1	NP_014580.1
OG0000992	CBS138_protein	QNG12733.1	XP_445400.1
OG0000992	sacCer_protein	QNG12733.1	NP_014579.1
OG0000993	CBS138_protein	QNG12734.1	XP_445401.1
OG0000993	sacCer_protein	QNG12734.1	NP_014578.1
OG0000994	sacCer_protein	QNG12735.1	NP_014577.1
OG0000994	CBS138_protein	QNG12735.1	XP_445402.1
OG0000995	CBS138_protein	QNG12736.1	XP_445403.1
OG0000995	sacCer_protein	QNG12736.1	NP_014576.1
OG0000996	CBS138_protein	QNG12737.1	XP_445404.1
OG0000996	sacCer_protein	QNG12737.1	NP_014575.1
OG0000997	CBS138_protein	QNG12738.1	XP_445405.1
OG0000997	sacCer_protein	QNG12738.1	NP_010244.1
OG0000998	sacCer_protein	QNG12739.1	NP_014574.1
OG0000998	CBS138_protein	QNG12739.1	XP_445406.1
OG0000999	CBS138_protein	QNG12742.1	XP_445410.1
OG0000999	sacCer_protein	QNG12742.1	NP_010051.1
OG0001000	CBS138_protein	QNG12743.1	XP_445411.1
OG0001000	sacCer_protein	QNG12743.1	NP_010050.1
OG0001001	CBS138_protein	QNG12744.1	XP_002999526.1
OG0001001	sacCer_protein	QNG12744.1	NP_010049.1
OG0001002	CBS138_protein	QNG12746.1	XP_445413.1
OG0001002	sacCer_protein	QNG12746.1	NP_010047.1
OG0001003	sacCer_protein	QNG12747.1	NP_010045.1
OG0001003	CBS138_protein	QNG12747.1	XP_445414.1
OG0001004	CBS138_protein	QNG12748.1	XP_445415.1
OG0001004	sacCer_protein	QNG12748.1	NP_010044.2
OG0001005	sacCer_protein	QNG12749.1	NP_010043.1
OG0001005	CBS138_protein	QNG12749.1	XP_445416.1
OG0001006	sacCer_protein	QNG12750.1	NP_014174.1
OG0001006	CBS138_protein	QNG12750.1	XP_445417.1
OG0001007	CBS138_protein	QNG12751.1	XP_445418.1
OG0001007	sacCer_protein	QNG12751.1	NP_010041.2
OG0001008	sacCer_protein	QNG12757.1	NP_009971.1
OG0001008	CBS138_protein	QNG12757.1	XP_448786.1
OG0001009	CBS138_protein	QNG12758.1	XP_448787.1
OG0001009	sacCer_protein	QNG12758.1	NP_012368.1
OG0001010	sacCer_protein	QNG12759.1	NP_012749.1
OG0001010	CBS138_protein	QNG12759.1	XP_448788.1
OG0001011	CBS138_protein	QNG12760.1	XP_448789.1
OG0001011	sacCer_protein	QNG12760.1	NP_013614.1
OG0001012	sacCer_protein	QNG12761.1	NP_013616.1
OG0001012	CBS138_protein	QNG12761.1	XP_448790.1
OG0001013	CBS138_protein	QNG12763.1	XP_448792.1
OG0001013	sacCer_protein	QNG12763.1	NP_013914.1
OG0001014	CBS138_protein	QNG12764.1	XP_448793.1
OG0001014	sacCer_protein	QNG12764.1	NP_013913.1
OG0001015	CBS138_protein	QNG12765.1	XP_448794.1
OG0001015	sacCer_protein	QNG12765.1	NP_013912.1
OG0001016	sacCer_protein	QNG12767.1	NP_013910.1
OG0001016	CBS138_protein	QNG12767.1	XP_448796.1
OG0001017	CBS138_protein	QNG12768.1	XP_448797.1
OG0001017	sacCer_protein	QNG12768.1	NP_013909.1
OG0001018	CBS138_protein	QNG12771.1	XP_448800.1
OG0001018	sacCer_protein	QNG12771.1	NP_012731.1
OG0001019	CBS138_protein	QNG12773.1	XP_445427.1
OG0001019	sacCer_protein	QNG12773.1	NP_012732.1
OG0001020	CBS138_protein	QNG12774.1	XP_445428.1
OG0001020	sacCer_protein	QNG12774.1	NP_012733.1
OG0001021	sacCer_protein	QNG12777.1	NP_012735.1
OG0001021	CBS138_protein	QNG12777.1	XP_445432.1
OG0001022	CBS138_protein	QNG12778.1	XP_445433.1
OG0001022	sacCer_protein	QNG12778.1	NP_012736.1
OG0001023	sacCer_protein	QNG12779.1	NP_012737.1
OG0001023	CBS138_protein	QNG12779.1	XP_445434.1
OG0001024	sacCer_protein	QNG12780.1	NP_012738.1
OG0001024	CBS138_protein	QNG12780.1	XP_445435.1
OG0001025	CBS138_protein	QNG12781.1	XP_445436.1
OG0001025	sacCer_protein	QNG12781.1	NP_012739.1
OG0001026	sacCer_protein	QNG12782.1	NP_012740.1
OG0001026	CBS138_protein	QNG12782.1	XP_445437.1
OG0001027	sacCer_protein	QNG12783.1	NP_010206.1
OG0001027	CBS138_protein	QNG12783.1	XP_445438.1
OG0001028	CBS138_protein	QNG12784.1	XP_445439.1
OG0001028	sacCer_protein	QNG12784.1	NP_010207.1
OG0001029	CBS138_protein	QNG12786.1	XP_445441.1
OG0001029	sacCer_protein	QNG12786.1	NP_010209.1
OG0001030	sacCer_protein	QNG12787.1	NP_010210.1
OG0001030	CBS138_protein	QNG12787.1	XP_445442.1
OG0001031	sacCer_protein	QNG12789.1	NP_010211.1
OG0001031	CBS138_protein	QNG12789.1	XP_445444.1
OG0001032	sacCer_protein	QNG12791.1	NP_010216.1
OG0001032	CBS138_protein	QNG12791.1	XP_445446.1
OG0001033	CBS138_protein	QNG12793.1	XP_445448.1
OG0001033	sacCer_protein	QNG12793.1	NP_010218.2
OG0001034	CBS138_protein	QNG12794.1	XP_445449.1
OG0001034	sacCer_protein	QNG12794.1	NP_010219.1
OG0001035	sacCer_protein	QNG12795.1	NP_010220.1
OG0001035	CBS138_protein	QNG12795.1	XP_445450.1
OG0001036	CBS138_protein	QNG12797.1	XP_445451.1
OG0001036	sacCer_protein	QNG12797.1	NP_010222.1
OG0001037	CBS138_protein	QNG12798.1	XP_445452.1
OG0001037	sacCer_protein	QNG12798.1	NP_010223.1
OG0001038	sacCer_protein	QNG12799.1	NP_010224.1
OG0001038	CBS138_protein	QNG12799.1	XP_445453.1
OG0001039	sacCer_protein	QNG12800.1	NP_010225.1
OG0001039	CBS138_protein	QNG12800.1	XP_445454.1
OG0001040	sacCer_protein	QNG12802.1	NP_010226.1
OG0001040	CBS138_protein	QNG12802.1	XP_445457.1
OG0001041	sacCer_protein	QNG12803.1	NP_010227.1
OG0001041	CBS138_protein	QNG12803.1	XP_445458.1
OG0001042	sacCer_protein	QNG12805.1	NP_010229.1
OG0001042	CBS138_protein	QNG12805.1	XP_445460.1
OG0001043	sacCer_protein	QNG12808.1	NP_014350.1
OG0001043	CBS138_protein	QNG12808.1	XP_445463.1
OG0001044	sacCer_protein	QNG12809.1	NP_009678.3
OG0001044	CBS138_protein	QNG12809.1	XP_445464.1
OG0001045	CBS138_protein	QNG12810.1	XP_445465.1
OG0001045	sacCer_protein	QNG12810.1	NP_009677.1
OG0001046	sacCer_protein	QNG12816.1	NP_015400.1
OG0001046	CBS138_protein	QNG12816.1	XP_445470.1
OG0001047	CBS138_protein	QNG12818.1	XP_445472.1
OG0001047	sacCer_protein	QNG12818.1	NP_015398.1
OG0001048	CBS138_protein	QNG12819.1	XP_445473.1
OG0001048	sacCer_protein	QNG12819.1	NP_015397.1
OG0001049	sacCer_protein	QNG12820.1	NP_009670.3
OG0001049	CBS138_protein	QNG12820.1	XP_445474.1
OG0001050	CBS138_protein	QNG12821.1	XP_445475.1
OG0001050	sacCer_protein	QNG12821.1	NP_015395.1
OG0001051	CBS138_protein	QNG12822.1	XP_445476.1
OG0001051	sacCer_protein	QNG12822.1	NP_015394.1
OG0001052	CBS138_protein	QNG12823.1	XP_445477.1
OG0001052	sacCer_protein	QNG12823.1	NP_015393.1
OG0001053	CBS138_protein	QNG12824.1	XP_445478.1
OG0001053	sacCer_protein	QNG12824.1	NP_009667.1
OG0001054	sacCer_protein	QNG12826.1	NP_015392.1
OG0001054	CBS138_protein	QNG12826.1	XP_445480.1
OG0001055	sacCer_protein	QNG12827.1	NP_015391.1
OG0001055	CBS138_protein	QNG12827.1	XP_445481.1
OG0001056	CBS138_protein	QNG12828.1	XP_445482.1
OG0001056	sacCer_protein	QNG12828.1	NP_015388.1
OG0001057	sacCer_protein	QNG12829.1	NP_015387.1
OG0001057	CBS138_protein	QNG12829.1	XP_445483.1
OG0001058	sacCer_protein	QNG12830.1	NP_015386.1
OG0001058	CBS138_protein	QNG12830.1	XP_445484.1
OG0001059	CBS138_protein	QNG12831.1	XP_445485.1
OG0001059	sacCer_protein	QNG12831.1	NP_015383.1
OG0001060	CBS138_protein	QNG12832.1	XP_445486.1
OG0001060	sacCer_protein	QNG12832.1	NP_015382.1
OG0001061	CBS138_protein	QNG12833.1	XP_445487.1
OG0001061	sacCer_protein	QNG12833.1	NP_015381.1
OG0001062	sacCer_protein	QNG12834.1	NP_015380.1
OG0001062	CBS138_protein	QNG12834.1	XP_445488.1
OG0001063	sacCer_protein	QNG12835.1	NP_015379.1
OG0001063	CBS138_protein	QNG12835.1	XP_445489.1
OG0001064	CBS138_protein	QNG12836.1	XP_445490.1
OG0001064	sacCer_protein	QNG12836.1	NP_009645.1
OG0001065	CBS138_protein	QNG12837.1	XP_445491.1
OG0001065	sacCer_protein	QNG12837.1	NP_009644.3
OG0001066	CBS138_protein	QNG12838.1	XP_445492.1
OG0001066	sacCer_protein	QNG12838.1	NP_011317.2
OG0001067	sacCer_protein	QNG12840.1	NP_011319.2
OG0001067	CBS138_protein	QNG12840.1	XP_445494.1
OG0001068	sacCer_protein	QNG12841.1	NP_011320.3
OG0001068	CBS138_protein	QNG12841.1	XP_445495.1
OG0001069	CBS138_protein	QNG12844.1	XP_445497.1
OG0001069	sacCer_protein	QNG12844.1	NP_013126.1
OG0001070	CBS138_protein	QNG12845.1	XP_445498.1
OG0001070	sacCer_protein	QNG12845.1	NP_013125.1
OG0001071	sacCer_protein	QNG12847.1	NP_012782.1
OG0001071	CBS138_protein	QNG12847.1	XP_445500.1
OG0001072	sacCer_protein	QNG12848.1	NP_012783.1
OG0001072	CBS138_protein	QNG12848.1	XP_445501.1
OG0001073	sacCer_protein	QNG12849.1	NP_690844.1
OG0001073	CBS138_protein	QNG12849.1	XP_002999528.1
OG0001074	CBS138_protein	QNG12850.1	XP_445502.1
OG0001074	sacCer_protein	QNG12850.1	NP_012784.1
OG0001075	sacCer_protein	QNG12851.1	NP_012785.2
OG0001075	CBS138_protein	QNG12851.1	XP_445503.1
OG0001076	CBS138_protein	QNG12852.1	XP_445504.1
OG0001076	sacCer_protein	QNG12852.1	NP_012787.1
OG0001077	CBS138_protein	QNG12853.1	XP_445505.1
OG0001077	sacCer_protein	QNG12853.1	NP_013834.1
OG0001078	sacCer_protein	QNG12854.1	NP_012788.2
OG0001078	CBS138_protein	QNG12854.1	XP_445506.1
OG0001079	CBS138_protein	QNG12856.1	XP_002999529.1
OG0001079	sacCer_protein	QNG12856.1	NP_116636.1
OG0001080	sacCer_protein	QNG12857.1	NP_116637.1
OG0001080	CBS138_protein	QNG12857.1	XP_445508.1
OG0001081	CBS138_protein	QNG12858.1	XP_445509.1
OG0001081	sacCer_protein	QNG12858.1	NP_014622.1
OG0001082	sacCer_protein	QNG12859.1	NP_014994.3
OG0001082	CBS138_protein	QNG12859.1	XP_445510.1
OG0001083	sacCer_protein	QNG12861.1	NP_014996.3
OG0001083	CBS138_protein	QNG12861.1	XP_445512.1
OG0001084	CBS138_protein	QNG12862.1	XP_445513.1
OG0001084	sacCer_protein	QNG12862.1	NP_014997.1
OG0001085	CBS138_protein	QNG12863.1	XP_445514.1
OG0001085	sacCer_protein	QNG12863.1	NP_014998.3
OG0001086	sacCer_protein	QNG12864.1	NP_014999.1
OG0001086	CBS138_protein	QNG12864.1	XP_445515.1
OG0001087	sacCer_protein	QNG12865.1	NP_013216.1
OG0001087	CBS138_protein	QNG12865.1	XP_445516.1
OG0001088	CBS138_protein	QNG12866.1	XP_445517.1
OG0001088	sacCer_protein	QNG12866.1	NP_013217.1
OG0001089	CBS138_protein	QNG12867.1	XP_445518.1
OG0001089	sacCer_protein	QNG12867.1	NP_013218.1
OG0001090	CBS138_protein	QNG12868.1	XP_445519.1
OG0001090	sacCer_protein	QNG12868.1	NP_013219.1
OG0001091	CBS138_protein	QNG12869.1	XP_445520.1
OG0001091	sacCer_protein	QNG12869.1	NP_013220.1
OG0001092	CBS138_protein	QNG12870.1	XP_445521.1
OG0001092	sacCer_protein	QNG12870.1	NP_014076.1
OG0001093	sacCer_protein	QNG12871.1	NP_014074.1
OG0001093	CBS138_protein	QNG12871.1	XP_445522.1
OG0001094	sacCer_protein	QNG12873.1	NP_014073.1
OG0001094	CBS138_protein	QNG12873.1	XP_445524.1
OG0001095	CBS138_protein	QNG12874.1	XP_445525.1
OG0001095	sacCer_protein	QNG12874.1	NP_014072.2
OG0001096	sacCer_protein	QNG12875.1	NP_014071.1
OG0001096	CBS138_protein	QNG12875.1	XP_445526.1
OG0001097	sacCer_protein	QNG12876.1	NP_014070.1
OG0001097	CBS138_protein	QNG12876.1	XP_445527.1
OG0001098	sacCer_protein	QNG12877.1	NP_014495.2
OG0001098	CBS138_protein	QNG12877.1	XP_445528.1
OG0001099	sacCer_protein	QNG12878.1	NP_014494.1
OG0001099	CBS138_protein	QNG12878.1	XP_445529.1
OG0001100	sacCer_protein	QNG12881.1	NP_012122.3
OG0001100	CBS138_protein	QNG12881.1	XP_445532.1
OG0001101	CBS138_protein	QNG12882.1	XP_445533.1
OG0001101	sacCer_protein	QNG12882.1	NP_012067.4
OG0001102	CBS138_protein	QNG12883.1	XP_445534.1
OG0001102	sacCer_protein	QNG12883.1	NP_012069.3
OG0001103	CBS138_protein	QNG12885.1	XP_445536.1
OG0001103	sacCer_protein	QNG12885.1	NP_013064.1
OG0001104	CBS138_protein	QNG12886.1	XP_445537.1
OG0001104	sacCer_protein	QNG12886.1	NP_011835.1
OG0001105	CBS138_protein	QNG12887.1	XP_445538.1
OG0001105	sacCer_protein	QNG12887.1	NP_013065.1
OG0001106	sacCer_protein	QNG12888.1	NP_013066.1
OG0001106	CBS138_protein	QNG12888.1	XP_445539.1
OG0001107	CBS138_protein	QNG12889.1	XP_445540.1
OG0001107	sacCer_protein	QNG12889.1	NP_013067.1
OG0001108	sacCer_protein	QNG12890.1	NP_013106.1
OG0001108	CBS138_protein	QNG12890.1	XP_445541.1
OG0001109	sacCer_protein	QNG12891.1	NP_013114.1
OG0001109	CBS138_protein	QNG12891.1	XP_445542.1
OG0001110	CBS138_protein	QNG12892.1	XP_445543.1
OG0001110	sacCer_protein	QNG12892.1	NP_013115.1
OG0001111	CBS138_protein	QNG12894.1	XP_445545.1
OG0001111	sacCer_protein	QNG12894.1	NP_013116.1
OG0001112	CBS138_protein	QNG12895.1	XP_445546.1
OG0001112	sacCer_protein	QNG12895.1	NP_012528.1
OG0001113	sacCer_protein	QNG12896.1	NP_012526.1
OG0001113	CBS138_protein	QNG12896.1	XP_445547.1
OG0001114	CBS138_protein	QNG12897.1	XP_445548.1
OG0001114	sacCer_protein	QNG12897.1	NP_012534.1
OG0001115	CBS138_protein	QNG12898.1	XP_445549.1
OG0001115	sacCer_protein	QNG12898.1	NP_012533.1
OG0001116	sacCer_protein	QNG12899.1	NP_013097.1
OG0001116	CBS138_protein	QNG12899.1	XP_445550.1
OG0001117	sacCer_protein	QNG12900.1	NP_012531.1
OG0001117	CBS138_protein	QNG12900.1	XP_445551.1
OG0001118	CBS138_protein	QNG12901.1	XP_445552.1
OG0001118	sacCer_protein	QNG12901.1	NP_013093.1
OG0001119	CBS138_protein	QNG12902.1	XP_445553.1
OG0001119	sacCer_protein	QNG12902.1	NP_012530.1
OG0001120	CBS138_protein	QNG12903.1	XP_445554.1
OG0001120	sacCer_protein	QNG12903.1	NP_012529.3
OG0001121	sacCer_protein	QNG12904.1	NP_013117.1
OG0001121	CBS138_protein	QNG12904.1	XP_445555.1
OG0001122	CBS138_protein	QNG12905.1	XP_445556.1
OG0001122	sacCer_protein	QNG12905.1	NP_013118.1
OG0001123	sacCer_protein	QNG12908.1	NP_013121.1
OG0001123	CBS138_protein	QNG12908.1	XP_445559.1
OG0001124	CBS138_protein	QNG12909.1	XP_445560.1
OG0001124	sacCer_protein	QNG12909.1	NP_013122.1
OG0001125	CBS138_protein	QNG12910.1	XP_445561.1
OG0001125	sacCer_protein	QNG12910.1	NP_013123.1
OG0001126	sacCer_protein	QNG12911.1	NP_013124.1
OG0001126	CBS138_protein	QNG12911.1	XP_445562.1
OG0001127	CBS138_protein	QNG12912.1	XP_445563.1
OG0001127	sacCer_protein	QNG12912.1	NP_012510.3
OG0001128	sacCer_protein	QNG12913.1	NP_012509.1
OG0001128	CBS138_protein	QNG12913.1	XP_445564.1
OG0001129	CBS138_protein	QNG12914.1	XP_445565.1
OG0001129	sacCer_protein	QNG12914.1	NP_012508.1
OG0001130	CBS138_protein	QNG12915.1	XP_445566.1
OG0001130	sacCer_protein	QNG12915.1	NP_011689.1
OG0001131	sacCer_protein	QNG12916.1	NP_012725.1
OG0001131	CBS138_protein	QNG12916.1	XP_445567.1
OG0001132	CBS138_protein	QNG12917.1	XP_445568.1
OG0001132	sacCer_protein	QNG12917.1	NP_012726.2
OG0001133	sacCer_protein	QNG12918.1	NP_012727.1
OG0001133	CBS138_protein	QNG12918.1	XP_445569.1
OG0001134	CBS138_protein	QNG12919.1	XP_445570.1
OG0001134	sacCer_protein	QNG12919.1	NP_012728.1
OG0001135	CBS138_protein	QNG12920.1	XP_445571.1
OG0001135	sacCer_protein	QNG12920.1	NP_012729.1
OG0001136	CBS138_protein	QNG12923.1	XP_445574.1
OG0001136	sacCer_protein	QNG12923.1	NP_013904.1
OG0001137	sacCer_protein	QNG12924.1	NP_015098.1
OG0001137	CBS138_protein	QNG12924.1	XP_445575.1
OG0001138	CBS138_protein	QNG12925.1	XP_445576.1
OG0001138	sacCer_protein	QNG12925.1	NP_013903.1
OG0001139	CBS138_protein	QNG12926.1	XP_445577.1
OG0001139	sacCer_protein	QNG12926.1	NP_015366.1
OG0001140	CBS138_protein	QNG12927.1	XP_445578.1
OG0001140	sacCer_protein	QNG12927.1	NP_011929.1
OG0001141	sacCer_protein	QNG12928.1	NP_011928.1
OG0001141	CBS138_protein	QNG12928.1	XP_445579.1
OG0001142	sacCer_protein	QNG12929.1	NP_011927.1
OG0001142	CBS138_protein	QNG12929.1	XP_445580.1
OG0001143	sacCer_protein	QNG12930.1	NP_011926.1
OG0001143	CBS138_protein	QNG12930.1	XP_445581.1
OG0001144	CBS138_protein	QNG12931.1	XP_445582.1
OG0001144	sacCer_protein	QNG12931.1	NP_011925.1
OG0001145	CBS138_protein	QNG12935.1	XP_445586.1
OG0001145	sacCer_protein	QNG12935.1	NP_011899.1
OG0001146	CBS138_protein	QNG12936.1	XP_445587.1
OG0001146	sacCer_protein	QNG12936.1	NP_011900.1
OG0001147	sacCer_protein	QNG12937.1	NP_011901.1
OG0001147	CBS138_protein	QNG12937.1	XP_445588.1
OG0001148	sacCer_protein	QNG12938.1	NP_011902.1
OG0001148	CBS138_protein	QNG12938.1	XP_445589.1
OG0001149	sacCer_protein	QNG12939.1	NP_011531.1
OG0001149	CBS138_protein	QNG12939.1	XP_445590.1
OG0001150	sacCer_protein	QNG12940.1	NP_011533.3
OG0001150	CBS138_protein	QNG12940.1	XP_445591.1
OG0001151	CBS138_protein	QNG12941.1	XP_445592.1
OG0001151	sacCer_protein	QNG12941.1	NP_011534.1
OG0001152	CBS138_protein	QNG12942.1	XP_445593.1
OG0001152	sacCer_protein	QNG12942.1	NP_011535.1
OG0001153	sacCer_protein	QNG12944.1	NP_011908.1
OG0001153	CBS138_protein	QNG12944.1	XP_445595.1
OG0001154	sacCer_protein	QNG12945.1	NP_011907.1
OG0001154	CBS138_protein	QNG12945.1	XP_445596.2
OG0001155	sacCer_protein	QNG12946.1	NP_012173.3
OG0001155	CBS138_protein	QNG12946.1	XP_445597.1
OG0001156	CBS138_protein	QNG12947.1	XP_445598.1
OG0001156	sacCer_protein	QNG12947.1	NP_012175.1
OG0001157	sacCer_protein	QNG12948.1	NP_012176.1
OG0001157	CBS138_protein	QNG12948.1	XP_445599.1
OG0001158	sacCer_protein	QNG12949.1	NP_013794.1
OG0001158	CBS138_protein	QNG12949.1	XP_445600.1
OG0001159	CBS138_protein	QNG12950.1	XP_445601.1
OG0001159	sacCer_protein	QNG12950.1	NP_013795.1
