Orthogroup	Species	sacCer_protein	Orthologs
OG0000771	CBS138_protein	NP_013585.1	XP_445077.1
OG0000772	BG2_protein	NP_013583.1	QNG12413.1
OG0000772	CBS138_protein	NP_013583.1	XP_445078.1
OG0000773	CBS138_protein	NP_013579.1	XP_445081.1
OG0000773	BG2_protein	NP_013579.1	QNG12416.1
OG0000774	BG2_protein	NP_013578.1	QNG12417.1
OG0000774	CBS138_protein	NP_013578.1	XP_445082.1
OG0000775	CBS138_protein	NP_010519.3	XP_445083.1
OG0000775	BG2_protein	NP_010519.3	QNG12418.1
OG0000776	BG2_protein	NP_010518.1	QNG12419.1
OG0000776	CBS138_protein	NP_010518.1	XP_445084.1
OG0000777	BG2_protein	NP_010540.3	QNG12422.1
OG0000777	CBS138_protein	NP_010540.3	XP_445087.1
OG0000778	BG2_protein	NP_010541.3	QNG12423.1
OG0000778	CBS138_protein	NP_010541.3	XP_445088.1
OG0000779	CBS138_protein	NP_013466.1	XP_445090.1
OG0000779	BG2_protein	NP_013466.1	QNG12425.1
OG0000780	CBS138_protein	NP_013464.3	XP_445092.1
OG0000780	BG2_protein	NP_013464.3	QNG12428.1
OG0000781	BG2_protein	NP_013463.1	QNG12429.1
OG0000781	CBS138_protein	NP_013463.1	XP_445093.1
OG0000782	BG2_protein	NP_013460.1	QNG12432.1
OG0000782	CBS138_protein	NP_013460.1	XP_445096.1
OG0000783	BG2_protein	NP_013459.1	QNG12439.1
OG0000783	CBS138_protein	NP_013459.1	XP_445105.1
OG0000784	BG2_protein	NP_013458.1	QNG12440.1
OG0000784	CBS138_protein	NP_013458.1	XP_445106.1
OG0000785	BG2_protein	NP_013456.1	QNG12442.1
OG0000785	CBS138_protein	NP_013456.1	XP_445108.1
OG0000786	CBS138_protein	NP_012936.1	XP_445110.1
OG0000786	BG2_protein	NP_012936.1	QNG12444.1
OG0000787	CBS138_protein	NP_009842.1	XP_445112.1
OG0000787	BG2_protein	NP_009842.1	QNG12446.1
OG0000788	CBS138_protein	NP_009841.1	XP_445113.1
OG0000788	BG2_protein	NP_009841.1	QNG12447.1
OG0000789	CBS138_protein	NP_009840.3	XP_445114.1
OG0000789	BG2_protein	NP_009840.3	QNG12448.1
OG0000790	BG2_protein	NP_009839.4	QNG12449.1
OG0000790	CBS138_protein	NP_009839.4	XP_445115.1
OG0000791	CBS138_protein	NP_009838.1	XP_445116.1
OG0000791	BG2_protein	NP_009838.1	QNG12450.1
OG0000792	CBS138_protein	NP_009837.1	XP_445117.1
OG0000792	BG2_protein	NP_009837.1	QNG12451.1
OG0000793	CBS138_protein	NP_009835.3	XP_445118.1
OG0000793	BG2_protein	NP_009835.3	QNG12452.1
OG0000794	CBS138_protein	NP_009834.4	XP_445119.1
OG0000794	BG2_protein	NP_009834.4	QNG12453.1
OG0000795	CBS138_protein	NP_013354.1	XP_445121.1
OG0000795	BG2_protein	NP_013354.1	QNG12455.1
OG0000796	CBS138_protein	NP_013352.1	XP_445122.1
OG0000796	BG2_protein	NP_013352.1	QNG12456.1
OG0000797	CBS138_protein	NP_009941.2	XP_445125.2
OG0000797	BG2_protein	NP_009941.2	QNG12459.1
OG0000798	BG2_protein	NP_010859.1	QNG12460.1
OG0000798	CBS138_protein	NP_010859.1	XP_445126.1
OG0000799	BG2_protein	NP_010858.3	QNG12461.1
OG0000799	CBS138_protein	NP_010858.3	XP_445127.1
OG0000800	CBS138_protein	NP_010856.1	XP_445128.1
OG0000800	BG2_protein	NP_010856.1	QNG12462.1
OG0000801	CBS138_protein	NP_010853.2	XP_445130.1
OG0000801	BG2_protein	NP_010853.2	QNG12465.1
OG0000802	BG2_protein	NP_009930.1	QNG12467.1
OG0000802	CBS138_protein	NP_009930.1	XP_445132.1
OG0000803	BG2_protein	NP_012539.1	QNG12468.1
OG0000803	CBS138_protein	NP_012539.1	XP_445133.1
OG0000804	CBS138_protein	NP_011707.1	XP_445134.1
OG0000804	BG2_protein	NP_011707.1	QNG12469.1
OG0000805	BG2_protein	NP_012540.3	QNG12470.1
OG0000805	CBS138_protein	NP_012540.3	XP_445135.1
OG0000806	BG2_protein	NP_012541.1	QNG12471.1
OG0000806	CBS138_protein	NP_012541.1	XP_445136.1
OG0000807	CBS138_protein	NP_012543.3	XP_445137.1
OG0000807	BG2_protein	NP_012543.3	QNG12472.1
OG0000808	CBS138_protein	NP_012544.1	XP_002999519.1
OG0000808	BG2_protein	NP_012544.1	QNG12473.1
OG0000809	CBS138_protein	NP_012546.4	XP_002999520.1
OG0000809	BG2_protein	NP_012546.4	QNG12476.1
OG0000810	CBS138_protein	NP_012547.2	XP_445140.1
OG0000810	BG2_protein	NP_012547.2	QNG12477.1
OG0000811	BG2_protein	NP_012548.1	QNG12478.1
OG0000811	CBS138_protein	NP_012548.1	XP_445141.1
OG0000812	BG2_protein	NP_012550.1	QNG12481.1
OG0000812	CBS138_protein	NP_012550.1	XP_445144.1
OG0000813	BG2_protein	NP_011718.1	QNG12482.1
OG0000813	CBS138_protein	NP_011718.1	XP_445145.1
OG0000814	CBS138_protein	NP_012551.2	XP_445146.1
OG0000814	BG2_protein	NP_012551.2	QNG12483.1
OG0000815	BG2_protein	NP_012553.3	QNG12484.1
OG0000815	CBS138_protein	NP_012553.3	XP_445147.1
OG0000816	CBS138_protein	NP_015434.1	XP_445148.1
OG0000816	BG2_protein	NP_015434.1	QNG12485.1
OG0000817	BG2_protein	NP_015435.1	QNG12486.1
OG0000817	CBS138_protein	NP_015435.1	XP_445149.1
OG0000818	CBS138_protein	NP_015437.1	XP_445151.1
OG0000818	BG2_protein	NP_015437.1	QNG12488.1
OG0000819	BG2_protein	NP_015439.1	QNG12489.1
OG0000819	CBS138_protein	NP_015439.1	XP_445152.1
OG0000820	BG2_protein	NP_009586.1	QNG12493.1
OG0000820	CBS138_protein	NP_009586.1	XP_445156.1
OG0000821	CBS138_protein	NP_009584.1	XP_445157.1
OG0000821	BG2_protein	NP_009584.1	QNG12494.1
OG0000822	CBS138_protein	NP_009582.1	XP_445158.1
OG0000822	BG2_protein	NP_009582.1	QNG12495.1
OG0000823	BG2_protein	NP_009581.1	QNG12496.1
OG0000823	CBS138_protein	NP_009581.1	XP_445159.1
OG0000824	CBS138_protein	NP_009578.1	XP_445162.1
OG0000824	BG2_protein	NP_009578.1	QNG12499.1
OG0000825	CBS138_protein	NP_014747.1	XP_445165.1
OG0000825	BG2_protein	NP_014747.1	QNG12502.1
OG0000826	CBS138_protein	NP_014746.2	XP_445166.1
OG0000826	BG2_protein	NP_014746.2	QNG12503.1
OG0000827	CBS138_protein	NP_014743.1	XP_445168.1
OG0000827	BG2_protein	NP_014743.1	QNG12505.1
OG0000828	BG2_protein	NP_014742.1	QNG12506.1
OG0000828	CBS138_protein	NP_014742.1	XP_445169.1
OG0000829	BG2_protein	NP_014291.1	QNG12507.1
OG0000829	CBS138_protein	NP_014291.1	XP_445170.1
OG0000830	CBS138_protein	NP_014292.3	XP_445171.1
OG0000830	BG2_protein	NP_014292.3	QNG12508.1
OG0000831	BG2_protein	NP_009925.1	QNG12511.1
OG0000831	CBS138_protein	NP_009925.1	XP_445174.1
OG0000832	BG2_protein	NP_009923.2	QNG12513.1
OG0000832	CBS138_protein	NP_009923.2	XP_445176.1
OG0000833	CBS138_protein	NP_009922.2	XP_445177.1
OG0000833	BG2_protein	NP_009922.2	QNG12514.1
OG0000834	BG2_protein	NP_009917.1	QNG12515.1
OG0000834	CBS138_protein	NP_009917.1	XP_445178.1
OG0000835	BG2_protein	NP_014394.2	QNG12516.1
OG0000835	CBS138_protein	NP_014394.2	XP_445179.1
OG0000836	BG2_protein	NP_976246.1	QNG12517.1
OG0000836	CBS138_protein	NP_976246.1	XP_445180.2
OG0000837	BG2_protein	NP_009914.2	QNG12518.1
OG0000837	CBS138_protein	NP_009914.2	XP_445181.1
OG0000838	CBS138_protein	NP_009913.2	XP_445182.1
OG0000838	BG2_protein	NP_009913.2	QNG12519.1
OG0000839	BG2_protein	NP_013274.1	QNG12522.1
OG0000839	CBS138_protein	NP_013274.1	XP_445185.1
OG0000840	CBS138_protein	NP_013273.1	XP_445186.1
OG0000840	BG2_protein	NP_013273.1	QNG12523.1
OG0000841	BG2_protein	NP_013271.1	QNG12524.1
OG0000841	CBS138_protein	NP_013271.1	XP_445187.1
OG0000842	CBS138_protein	NP_013348.1	XP_445188.1
OG0000842	BG2_protein	NP_013348.1	QNG12525.1
OG0000843	BG2_protein	NP_012367.2	QNG12532.1
OG0000843	CBS138_protein	NP_012367.2	XP_445194.1
OG0000844	BG2_protein	NP_012363.1	QNG12533.1
OG0000844	CBS138_protein	NP_012363.1	XP_445195.1
OG0000845	BG2_protein	NP_012362.1	QNG12534.1
OG0000845	CBS138_protein	NP_012362.1	XP_445196.1
OG0000846	BG2_protein	NP_012361.1	QNG12535.1
OG0000846	CBS138_protein	NP_012361.1	XP_445197.1
OG0000847	BG2_protein	NP_013196.1	QNG12536.1
OG0000847	CBS138_protein	NP_013196.1	XP_445198.1
OG0000848	BG2_protein	NP_013195.1	QNG12537.1
OG0000848	CBS138_protein	NP_013195.1	XP_445199.1
OG0000849	CBS138_protein	NP_013194.2	XP_445200.1
OG0000849	BG2_protein	NP_013194.2	QNG12538.1
OG0000850	BG2_protein	NP_009695.2	QNG12539.1
OG0000850	CBS138_protein	NP_009695.2	XP_445201.1
OG0000851	CBS138_protein	NP_009694.3	XP_445202.1
OG0000851	BG2_protein	NP_009694.3	QNG12540.1
OG0000852	BG2_protein	NP_009693.3	QNG12541.1
OG0000852	CBS138_protein	NP_009693.3	XP_445203.1
OG0000853	BG2_protein	NP_009691.1	QNG12542.1
OG0000853	CBS138_protein	NP_009691.1	XP_445204.1
OG0000854	BG2_protein	NP_009690.1	QNG12543.1
OG0000854	CBS138_protein	NP_009690.1	XP_445205.2
OG0000855	CBS138_protein	NP_009689.3	XP_445206.1
OG0000855	BG2_protein	NP_009689.3	QNG12544.1
OG0000856	CBS138_protein	NP_009687.1	XP_445208.1
OG0000856	BG2_protein	NP_009687.1	QNG12546.1
OG0000857	BG2_protein	NP_009686.1	QNG12547.1
OG0000857	CBS138_protein	NP_009686.1	XP_445209.1
OG0000858	CBS138_protein	NP_009685.3	XP_445210.1
OG0000858	BG2_protein	NP_009685.3	QNG12548.1
OG0000859	CBS138_protein	NP_013320.1	XP_445211.1
OG0000859	BG2_protein	NP_013320.1	QNG12549.1
OG0000860	CBS138_protein	NP_013321.1	XP_445212.1
OG0000860	BG2_protein	NP_013321.1	QNG12550.1
OG0000861	BG2_protein	NP_013322.1	QNG12551.1
OG0000861	CBS138_protein	NP_013322.1	XP_445213.1
OG0000862	CBS138_protein	NP_013323.1	XP_445214.1
OG0000862	BG2_protein	NP_013323.1	QNG12552.1
OG0000863	BG2_protein	NP_013324.1	QNG12553.1
OG0000863	CBS138_protein	NP_013324.1	XP_445215.1
OG0000864	CBS138_protein	NP_013325.1	XP_445224.1
OG0000864	BG2_protein	NP_013325.1	QNG12559.1
OG0000865	CBS138_protein	NP_013327.1	XP_445225.1
OG0000865	BG2_protein	NP_013327.1	QNG12560.1
OG0000866	CBS138_protein	NP_010497.3	XP_445227.1
OG0000866	BG2_protein	NP_010497.3	QNG12562.1
OG0000867	CBS138_protein	NP_012150.1	XP_445228.1
OG0000867	BG2_protein	NP_012150.1	QNG12563.1
OG0000868	CBS138_protein	NP_012151.1	XP_445229.1
OG0000868	BG2_protein	NP_012151.1	QNG12564.1
OG0000869	CBS138_protein	NP_012154.1	XP_445231.1
OG0000869	BG2_protein	NP_012154.1	QNG12566.1
OG0000870	CBS138_protein	NP_014346.1	XP_002999521.1
OG0000870	BG2_protein	NP_014346.1	QNG12567.1
OG0000871	BG2_protein	NP_012156.1	QNG12568.1
OG0000871	CBS138_protein	NP_012156.1	XP_445232.1
OG0000872	BG2_protein	NP_012158.1	QNG12570.1
OG0000872	CBS138_protein	NP_012158.1	XP_445234.1
OG0000873	BG2_protein	NP_015140.1	QNG12572.1
OG0000873	CBS138_protein	NP_015140.1	XP_445236.1
OG0000874	CBS138_protein	NP_015141.1	XP_002999522.1
OG0000874	BG2_protein	NP_015141.1	QNG12573.1
OG0000875	BG2_protein	NP_015142.1	QNG12574.1
OG0000875	CBS138_protein	NP_015142.1	XP_445237.1
OG0000876	CBS138_protein	NP_015145.1	XP_445238.1
OG0000876	BG2_protein	NP_015145.1	QNG12575.1
OG0000877	CBS138_protein	NP_015144.1	XP_445239.1
OG0000877	BG2_protein	NP_015144.1	QNG12576.1
OG0000878	CBS138_protein	NP_015146.1	XP_445240.1
OG0000878	BG2_protein	NP_015146.1	QNG12577.1
OG0000879	CBS138_protein	NP_015147.1	XP_445241.1
OG0000879	BG2_protein	NP_015147.1	QNG12578.1
OG0000880	BG2_protein	NP_015148.1	QNG12579.1
OG0000880	CBS138_protein	NP_015148.1	XP_445242.1
OG0000881	BG2_protein	NP_009808.1	QNG12580.1
OG0000881	CBS138_protein	NP_009808.1	XP_445243.1
OG0000882	CBS138_protein	NP_009807.3	XP_445244.1
OG0000882	BG2_protein	NP_009807.3	QNG12581.1
OG0000883	CBS138_protein	NP_009806.3	XP_445246.1
OG0000883	BG2_protein	NP_009806.3	QNG12583.1
OG0000884	BG2_protein	NP_009805.1	QNG12584.1
OG0000884	CBS138_protein	NP_009805.1	XP_445247.1
OG0000885	BG2_protein	NP_009802.3	QNG12587.1
OG0000885	CBS138_protein	NP_009802.3	XP_445250.1
OG0000886	CBS138_protein	NP_009801.1	XP_445251.1
OG0000886	BG2_protein	NP_009801.1	QNG12588.1
OG0000887	CBS138_protein	NP_009789.1	XP_445253.1
OG0000887	BG2_protein	NP_009789.1	QNG12590.1
OG0000888	BG2_protein	NP_009467.1	QNG12591.1
OG0000888	CBS138_protein	NP_009467.1	XP_445254.1
OG0000889	CBS138_protein	NP_009469.2	XP_445258.1
OG0000889	BG2_protein	NP_009469.2	QNG12594.1
OG0000890	BG2_protein	NP_011268.1	QNG12596.1
OG0000890	CBS138_protein	NP_011268.1	XP_445259.1
OG0000891	CBS138_protein	NP_011269.2	XP_445260.1
OG0000891	BG2_protein	NP_011269.2	QNG12597.1
OG0000892	CBS138_protein	NP_683716.1	XP_445261.1
OG0000892	BG2_protein	NP_683716.1	QNG12598.1
OG0000893	BG2_protein	NP_116704.1	QNG12599.1
OG0000893	CBS138_protein	NP_116704.1	XP_445262.1
OG0000894	BG2_protein	NP_116703.5	QNG12600.1
OG0000894	CBS138_protein	NP_116703.5	XP_445263.1
OG0000895	CBS138_protein	NP_116702.1	XP_445264.1
OG0000895	BG2_protein	NP_116702.1	QNG12601.1
OG0000896	CBS138_protein	NP_116701.3	XP_445266.1
OG0000896	BG2_protein	NP_116701.3	QNG12603.1
OG0000897	BG2_protein	NP_116700.1	QNG12604.1
OG0000897	CBS138_protein	NP_116700.1	XP_445267.1
OG0000898	CBS138_protein	NP_116699.3	XP_445268.1
OG0000898	BG2_protein	NP_116699.3	QNG12605.1
OG0000899	CBS138_protein	NP_116698.3	XP_445269.1
OG0000899	BG2_protein	NP_116698.3	QNG12606.1
OG0000900	BG2_protein	NP_116697.3	QNG12607.1
OG0000900	CBS138_protein	NP_116697.3	XP_445270.1
OG0000901	CBS138_protein	NP_010961.3	XP_445271.1
OG0000901	BG2_protein	NP_010961.3	QNG12608.1
OG0000902	CBS138_protein	NP_010874.3	XP_445272.1
OG0000902	BG2_protein	NP_010874.3	QNG12609.1
OG0000903	BG2_protein	NP_010960.1	QNG12610.1
OG0000903	CBS138_protein	NP_010960.1	XP_445273.1
OG0000904	BG2_protein	NP_010959.2	QNG12611.1
OG0000904	CBS138_protein	NP_010959.2	XP_445274.1
OG0000905	CBS138_protein	NP_010958.3	XP_445275.1
OG0000905	BG2_protein	NP_010958.3	QNG12612.1
OG0000906	CBS138_protein	NP_010955.3	XP_445276.1
OG0000906	BG2_protein	NP_010955.3	QNG12613.1
OG0000907	BG2_protein	NP_010953.1	QNG12615.1
OG0000907	CBS138_protein	NP_010953.1	XP_445278.2
OG0000908	BG2_protein	NP_010951.1	QNG12617.1
OG0000908	CBS138_protein	NP_010951.1	XP_445280.1
OG0000909	CBS138_protein	NP_010950.1	XP_445281.1
OG0000909	BG2_protein	NP_010950.1	QNG12618.1
OG0000910	BG2_protein	NP_010949.4	QNG12619.1
OG0000910	CBS138_protein	NP_010949.4	XP_445282.1
OG0000911	CBS138_protein	NP_010948.1	XP_445283.1
OG0000911	BG2_protein	NP_010948.1	QNG12620.1
OG0000912	BG2_protein	NP_010947.2	QNG12621.1
OG0000912	CBS138_protein	NP_010947.2	XP_445284.1
OG0000913	CBS138_protein	NP_010946.3	XP_445285.1
OG0000913	BG2_protein	NP_010946.3	QNG12622.1
OG0000914	BG2_protein	NP_010945.1	QNG12623.1
OG0000914	CBS138_protein	NP_010945.1	XP_445286.1
OG0000915	BG2_protein	NP_013503.1	QNG12624.1
OG0000915	CBS138_protein	NP_013503.1	XP_445287.1
OG0000916	BG2_protein	NP_013502.3	QNG12625.1
OG0000916	CBS138_protein	NP_013502.3	XP_445288.1
OG0000917	CBS138_protein	NP_013501.1	XP_445289.1
OG0000917	BG2_protein	NP_013501.1	QNG12626.1
OG0000918	CBS138_protein	NP_013500.3	XP_445290.1
OG0000918	BG2_protein	NP_013500.3	QNG12627.1
OG0000919	CBS138_protein	NP_013499.1	XP_002999524.1
OG0000919	BG2_protein	NP_013499.1	QNG12628.1
OG0000920	BG2_protein	NP_013498.3	QNG12629.1
OG0000920	CBS138_protein	NP_013498.3	XP_445291.1
OG0000921	CBS138_protein	NP_013497.1	XP_445292.1
OG0000921	BG2_protein	NP_013497.1	QNG12630.1
OG0000922	BG2_protein	NP_013496.3	QNG12631.1
OG0000922	CBS138_protein	NP_013496.3	XP_445293.1
OG0000923	BG2_protein	NP_009392.2	QNG12632.1
OG0000923	CBS138_protein	NP_009392.2	XP_445294.1
OG0000924	CBS138_protein	NP_009393.1	XP_445295.1
OG0000924	BG2_protein	NP_009393.1	QNG12633.1
OG0000925	BG2_protein	NP_009394.1	QNG12634.1
OG0000925	CBS138_protein	NP_009394.1	XP_445296.1
OG0000926	BG2_protein	NP_011841.1	QNG12636.1
OG0000926	CBS138_protein	NP_011841.1	XP_445298.1
OG0000927	BG2_protein	NP_014905.1	QNG12637.1
OG0000927	CBS138_protein	NP_014905.1	XP_445299.1
OG0000928	BG2_protein	NP_014907.3	QNG12638.1
OG0000928	CBS138_protein	NP_014907.3	XP_445300.1
OG0000929	CBS138_protein	NP_014908.1	XP_445301.1
OG0000929	BG2_protein	NP_014908.1	QNG12639.1
OG0000930	BG2_protein	NP_014909.3	QNG12640.1
OG0000930	CBS138_protein	NP_014909.3	XP_445302.1
OG0000931	BG2_protein	NP_014912.1	QNG12642.1
OG0000931	CBS138_protein	NP_014912.1	XP_445305.1
OG0000932	BG2_protein	NP_009980.1	QNG12645.1
OG0000932	CBS138_protein	NP_009980.1	XP_445308.1
OG0000933	BG2_protein	NP_009981.1	QNG12646.1
OG0000933	CBS138_protein	NP_009981.1	XP_445309.1
OG0000934	CBS138_protein	NP_011308.1	XP_445310.1
OG0000934	BG2_protein	NP_011308.1	QNG12647.1
OG0000935	CBS138_protein	NP_010943.3	XP_445311.1
OG0000935	BG2_protein	NP_010943.3	QNG12648.1
OG0000936	CBS138_protein	NP_013374.1	XP_445313.1
OG0000936	BG2_protein	NP_013374.1	QNG12650.1
OG0000937	CBS138_protein	NP_013370.1	XP_445314.1
OG0000937	BG2_protein	NP_013370.1	QNG12651.1
OG0000938	BG2_protein	NP_013060.1	QNG12652.1
OG0000938	CBS138_protein	NP_013060.1	XP_445315.1
OG0000939	BG2_protein	NP_013058.1	QNG12654.1
OG0000939	CBS138_protein	NP_013058.1	XP_445317.1
OG0000940	CBS138_protein	NP_013049.1	XP_445321.1
OG0000940	BG2_protein	NP_013049.1	QNG12658.1
OG0000941	CBS138_protein	NP_014452.1	XP_445322.1
OG0000941	BG2_protein	NP_014452.1	QNG12659.1
OG0000942	BG2_protein	NP_014451.1	QNG12660.1
OG0000942	CBS138_protein	NP_014451.1	XP_445323.1
OG0000943	CBS138_protein	NP_014450.3	XP_445324.1
OG0000943	BG2_protein	NP_014450.3	QNG12661.1
OG0000944	CBS138_protein	NP_014449.1	XP_445325.1
OG0000944	BG2_protein	NP_014449.1	QNG12662.1
OG0000945	BG2_protein	NP_014448.1	QNG12663.1
OG0000945	CBS138_protein	NP_014448.1	XP_445326.1
OG0000946	CBS138_protein	NP_014447.3	XP_445327.1
OG0000946	BG2_protein	NP_014447.3	QNG12664.1
OG0000947	BG2_protein	NP_014444.1	QNG12667.1
OG0000947	CBS138_protein	NP_014444.1	XP_445330.1
OG0000948	BG2_protein	NP_014443.3	QNG12668.1
OG0000948	CBS138_protein	NP_014443.3	XP_445331.1
OG0000949	CBS138_protein	NP_010012.1	XP_445333.1
OG0000949	BG2_protein	NP_010012.1	QNG12670.1
OG0000950	CBS138_protein	NP_014441.1	XP_445335.1
OG0000950	BG2_protein	NP_014441.1	QNG12672.1
OG0000951	BG2_protein	NP_014439.3	QNG12673.1
OG0000951	CBS138_protein	NP_014439.3	XP_445336.1
OG0000952	BG2_protein	NP_014438.3	QNG12674.1
OG0000952	CBS138_protein	NP_014438.3	XP_445337.1
OG0000953	BG2_protein	NP_010374.1	QNG12675.1
OG0000953	CBS138_protein	NP_010374.1	XP_445338.1
OG0000954	BG2_protein	NP_012259.3	QNG12677.1
OG0000954	CBS138_protein	NP_012259.3	XP_445340.1
OG0000955	BG2_protein	NP_012258.3	QNG12678.1
OG0000955	CBS138_protein	NP_012258.3	XP_445341.1
OG0000956	BG2_protein	NP_012255.3	QNG12679.1
OG0000956	CBS138_protein	NP_012255.3	XP_445343.1
OG0000957	CBS138_protein	NP_012254.1	XP_445344.1
OG0000957	BG2_protein	NP_012254.1	QNG12680.1
OG0000958	CBS138_protein	NP_010290.3	XP_445353.1
OG0000958	BG2_protein	NP_010290.3	QNG12686.1
OG0000959	BG2_protein	NP_009561.2	QNG12689.1
OG0000959	CBS138_protein	NP_009561.2	XP_445357.1
OG0000960	BG2_protein	NP_009560.1	QNG12690.1
OG0000960	CBS138_protein	NP_009560.1	XP_445358.1
OG0000961	BG2_protein	NP_009558.2	QNG12692.1
OG0000961	CBS138_protein	NP_009558.2	XP_445360.1
OG0000962	CBS138_protein	NP_009557.1	XP_445361.1
OG0000962	BG2_protein	NP_009557.1	QNG12693.1
OG0000963	BG2_protein	NP_009556.1	QNG12694.1
OG0000963	CBS138_protein	NP_009556.1	XP_445362.1
OG0000964	CBS138_protein	NP_010285.1	XP_445363.1
OG0000964	BG2_protein	NP_010285.1	QNG12695.1
OG0000965	BG2_protein	NP_009554.1	QNG12697.1
OG0000965	CBS138_protein	NP_009554.1	XP_445365.1
OG0000966	BG2_protein	NP_010281.1	QNG12700.1
OG0000966	CBS138_protein	NP_010281.1	XP_445368.1
OG0000967	BG2_protein	NP_010280.1	QNG12701.1
OG0000967	CBS138_protein	NP_010280.1	XP_445369.1
OG0000968	CBS138_protein	NP_010279.3	XP_445370.1
OG0000968	BG2_protein	NP_010279.3	QNG12702.1
OG0000969	BG2_protein	NP_010278.3	QNG12703.1
OG0000969	CBS138_protein	NP_010278.3	XP_445371.1
OG0000970	BG2_protein	NP_012630.1	QNG12704.1
OG0000970	CBS138_protein	NP_012630.1	XP_445372.1
OG0000971	CBS138_protein	NP_012631.3	XP_445373.1
OG0000971	BG2_protein	NP_012631.3	QNG12705.1
OG0000972	CBS138_protein	NP_012632.2	XP_445374.1
OG0000972	BG2_protein	NP_012632.2	QNG12706.1
OG0000973	BG2_protein	NP_012633.1	QNG12707.1
OG0000973	CBS138_protein	NP_012633.1	XP_445375.1
OG0000974	BG2_protein	NP_012634.3	QNG12708.1
OG0000974	CBS138_protein	NP_012634.3	XP_445376.1
OG0000975	CBS138_protein	NP_012635.1	XP_445377.1
OG0000975	BG2_protein	NP_012635.1	QNG12709.1
OG0000976	CBS138_protein	NP_012636.1	XP_445378.1
OG0000976	BG2_protein	NP_012636.1	QNG12710.1
OG0000977	BG2_protein	NP_012638.1	QNG12711.1
OG0000977	CBS138_protein	NP_012638.1	XP_445379.1
OG0000979	BG2_protein	NP_012649.3	QNG12713.1
OG0000979	CBS138_protein	NP_012649.3	XP_445381.1
OG0000980	BG2_protein	NP_012647.1	QNG12714.1
OG0000980	CBS138_protein	NP_012647.1	XP_445382.1
OG0000981	CBS138_protein	NP_012646.3	XP_445384.1
OG0000981	BG2_protein	NP_012646.3	QNG12716.1
OG0000982	BG2_protein	NP_012645.1	QNG12717.1
OG0000982	CBS138_protein	NP_012645.1	XP_445385.1
OG0000983	CBS138_protein	NP_012644.1	XP_445386.1
OG0000983	BG2_protein	NP_012644.1	QNG12718.1
OG0000984	CBS138_protein	NP_012641.2	XP_445388.1
OG0000984	BG2_protein	NP_012641.2	QNG12721.1
OG0000985	BG2_protein	NP_012640.4	QNG12722.1
OG0000985	CBS138_protein	NP_012640.4	XP_445389.1
OG0000986	CBS138_protein	NP_012639.1	XP_445390.1
OG0000986	BG2_protein	NP_012639.1	QNG12723.1
OG0000987	CBS138_protein	NP_009411.2	XP_445391.1
OG0000987	BG2_protein	NP_009411.2	QNG12724.1
OG0000988	BG2_protein	NP_014584.1	QNG12728.1
OG0000988	CBS138_protein	NP_014584.1	XP_445395.1
OG0000989	CBS138_protein	NP_014583.2	XP_445396.1
OG0000989	BG2_protein	NP_014583.2	QNG12729.1
OG0000990	BG2_protein	NP_014581.1	QNG12731.1
OG0000990	CBS138_protein	NP_014581.1	XP_445398.1
OG0000991	BG2_protein	NP_014580.1	QNG12732.1
OG0000991	CBS138_protein	NP_014580.1	XP_445399.1
OG0000992	CBS138_protein	NP_014579.1	XP_445400.1
OG0000992	BG2_protein	NP_014579.1	QNG12733.1
OG0000993	BG2_protein	NP_014578.1	QNG12734.1
OG0000993	CBS138_protein	NP_014578.1	XP_445401.1
OG0000994	CBS138_protein	NP_014577.1	XP_445402.1
OG0000994	BG2_protein	NP_014577.1	QNG12735.1
OG0000995	CBS138_protein	NP_014576.1	XP_445403.1
OG0000995	BG2_protein	NP_014576.1	QNG12736.1
OG0000996	CBS138_protein	NP_014575.1	XP_445404.1
OG0000996	BG2_protein	NP_014575.1	QNG12737.1
OG0000997	BG2_protein	NP_010244.1	QNG12738.1
OG0000997	CBS138_protein	NP_010244.1	XP_445405.1
OG0000998	CBS138_protein	NP_014574.1	XP_445406.1
OG0000998	BG2_protein	NP_014574.1	QNG12739.1
OG0000999	BG2_protein	NP_010051.1	QNG12742.1
OG0000999	CBS138_protein	NP_010051.1	XP_445410.1
OG0001000	CBS138_protein	NP_010050.1	XP_445411.1
OG0001000	BG2_protein	NP_010050.1	QNG12743.1
OG0001001	BG2_protein	NP_010049.1	QNG12744.1
OG0001001	CBS138_protein	NP_010049.1	XP_002999526.1
OG0001002	BG2_protein	NP_010047.1	QNG12746.1
OG0001002	CBS138_protein	NP_010047.1	XP_445413.1
OG0001003	BG2_protein	NP_010045.1	QNG12747.1
OG0001003	CBS138_protein	NP_010045.1	XP_445414.1
OG0001004	CBS138_protein	NP_010044.2	XP_445415.1
